io_traces.ns355 S3FIFO-0.1500-1.9000 cache size      362, 3200000 req, miss ratio 0.6626, byte miss ratio 0.6626
io_traces.ns355 S3FIFO-0.1500-1.9000 cache size     1087, 3200000 req, miss ratio 0.6376, byte miss ratio 0.6376
io_traces.ns355 S3FIFO-0.1500-1.9000 cache size     3624, 3200000 req, miss ratio 0.5961, byte miss ratio 0.5961
io_traces.ns355 S3FIFO-0.1500-1.9000 cache size    10874, 3200000 req, miss ratio 0.5306, byte miss ratio 0.5306
io_traces.ns355 S3FIFO-0.1500-1.9000 cache size    36247, 3200000 req, miss ratio 0.3920, byte miss ratio 0.3920
io_traces.ns355 S3FIFO-0.1500-1.9000 cache size    72494, 3200000 req, miss ratio 0.2702, byte miss ratio 0.2702
io_traces.ns355 S3FIFO-0.1500-1.9000 cache size   144988, 3200000 req, miss ratio 0.1720, byte miss ratio 0.1720
io_traces.ns355 S3FIFO-0.1500-1.9000 cache size   289976, 3200000 req, miss ratio 0.1165, byte miss ratio 0.1165
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size      362, 3200000 req, miss ratio 0.7026, byte miss ratio 0.7026
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size     1087, 3200000 req, miss ratio 0.6686, byte miss ratio 0.6686
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size     3624, 3200000 req, miss ratio 0.6212, byte miss ratio 0.6212
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size    10874, 3200000 req, miss ratio 0.5514, byte miss ratio 0.5514
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size    36247, 3200000 req, miss ratio 0.4760, byte miss ratio 0.4760
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size    72494, 3200000 req, miss ratio 0.3316, byte miss ratio 0.3316
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size   144988, 3200000 req, miss ratio 0.2209, byte miss ratio 0.2209
io_traces.ns355 S3FIFO-0.9500-0.9000 cache size   289976, 3200000 req, miss ratio 0.1323, byte miss ratio 0.1323
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size      362, 3200000 req, miss ratio 0.6884, byte miss ratio 0.6884
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size     1087, 3200000 req, miss ratio 0.6517, byte miss ratio 0.6517
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size     3624, 3200000 req, miss ratio 0.6096, byte miss ratio 0.6096
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size    10874, 3200000 req, miss ratio 0.5431, byte miss ratio 0.5431
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size    36247, 3200000 req, miss ratio 0.4529, byte miss ratio 0.4529
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size    72494, 3200000 req, miss ratio 0.3159, byte miss ratio 0.3159
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size   144988, 3200000 req, miss ratio 0.2023, byte miss ratio 0.2023
io_traces.ns355 S3FIFO-0.7500-1.9000 cache size   289976, 3200000 req, miss ratio 0.1225, byte miss ratio 0.1225
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size      362, 3200000 req, miss ratio 0.6725, byte miss ratio 0.6725
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size     1087, 3200000 req, miss ratio 0.6431, byte miss ratio 0.6431
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size     3624, 3200000 req, miss ratio 0.5990, byte miss ratio 0.5990
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size    10874, 3200000 req, miss ratio 0.5350, byte miss ratio 0.5350
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size    36247, 3200000 req, miss ratio 0.4217, byte miss ratio 0.4217
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size    72494, 3200000 req, miss ratio 0.2863, byte miss ratio 0.2863
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size   144988, 3200000 req, miss ratio 0.1873, byte miss ratio 0.1873
io_traces.ns355 S3FIFO-0.5000-0.9000 cache size   289976, 3200000 req, miss ratio 0.1184, byte miss ratio 0.1184
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size      362, 3200000 req, miss ratio 0.6877, byte miss ratio 0.6877
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size     1087, 3200000 req, miss ratio 0.6498, byte miss ratio 0.6498
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size     3624, 3200000 req, miss ratio 0.6068, byte miss ratio 0.6068
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size    10874, 3200000 req, miss ratio 0.5428, byte miss ratio 0.5428
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size    36247, 3200000 req, miss ratio 0.4562, byte miss ratio 0.4562
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size    72494, 3200000 req, miss ratio 0.3155, byte miss ratio 0.3155
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size   144988, 3200000 req, miss ratio 0.2023, byte miss ratio 0.2023
io_traces.ns355 S3FIFO-0.7500-0.9000 cache size   289976, 3200000 req, miss ratio 0.1225, byte miss ratio 0.1225
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size      362, 3200000 req, miss ratio 0.6807, byte miss ratio 0.6807
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size     1087, 3200000 req, miss ratio 0.6460, byte miss ratio 0.6460
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size     3624, 3200000 req, miss ratio 0.6023, byte miss ratio 0.6023
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size    10874, 3200000 req, miss ratio 0.5392, byte miss ratio 0.5392
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size    36247, 3200000 req, miss ratio 0.4447, byte miss ratio 0.4447
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size    72494, 3200000 req, miss ratio 0.3069, byte miss ratio 0.3069
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size   144988, 3200000 req, miss ratio 0.1958, byte miss ratio 0.1958
io_traces.ns355 S3FIFO-0.6500-0.9000 cache size   289976, 3200000 req, miss ratio 0.1203, byte miss ratio 0.1203
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size      362, 3200000 req, miss ratio 0.6689, byte miss ratio 0.6689
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size     1087, 3200000 req, miss ratio 0.6443, byte miss ratio 0.6443
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size     3624, 3200000 req, miss ratio 0.5948, byte miss ratio 0.5948
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size    10874, 3200000 req, miss ratio 0.5172, byte miss ratio 0.5172
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size    36247, 3200000 req, miss ratio 0.3514, byte miss ratio 0.3514
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size    72494, 3200000 req, miss ratio 0.2618, byte miss ratio 0.2618
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size   144988, 3200000 req, miss ratio 0.1693, byte miss ratio 0.1693
io_traces.ns355 S3FIFO-0.0500-0.9000 cache size   289976, 3200000 req, miss ratio 0.1165, byte miss ratio 0.1165
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size      362, 3200000 req, miss ratio 0.6829, byte miss ratio 0.6829
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size     1087, 3200000 req, miss ratio 0.6525, byte miss ratio 0.6525
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size     3624, 3200000 req, miss ratio 0.5988, byte miss ratio 0.5988
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size    10874, 3200000 req, miss ratio 0.5172, byte miss ratio 0.5172
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size    36247, 3200000 req, miss ratio 0.3559, byte miss ratio 0.3559
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size    72494, 3200000 req, miss ratio 0.2681, byte miss ratio 0.2681
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size   144988, 3200000 req, miss ratio 0.1701, byte miss ratio 0.1701
io_traces.ns355 S3FIFO-0.0050-0.9000 cache size   289976, 3200000 req, miss ratio 0.1165, byte miss ratio 0.1165
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size      362, 3200000 req, miss ratio 0.6703, byte miss ratio 0.6703
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size     1087, 3200000 req, miss ratio 0.6427, byte miss ratio 0.6427
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size     3624, 3200000 req, miss ratio 0.5981, byte miss ratio 0.5981
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size    10874, 3200000 req, miss ratio 0.5341, byte miss ratio 0.5341
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size    36247, 3200000 req, miss ratio 0.4157, byte miss ratio 0.4157
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size    72494, 3200000 req, miss ratio 0.2797, byte miss ratio 0.2797
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size   144988, 3200000 req, miss ratio 0.1850, byte miss ratio 0.1850
io_traces.ns355 S3FIFO-0.4500-0.9000 cache size   289976, 3200000 req, miss ratio 0.1179, byte miss ratio 0.1179
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size      362, 3200000 req, miss ratio 0.6672, byte miss ratio 0.6672
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size     1087, 3200000 req, miss ratio 0.6399, byte miss ratio 0.6399
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size     3624, 3200000 req, miss ratio 0.5950, byte miss ratio 0.5950
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size    10874, 3200000 req, miss ratio 0.5238, byte miss ratio 0.5238
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size    36247, 3200000 req, miss ratio 0.3715, byte miss ratio 0.3715
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size    72494, 3200000 req, miss ratio 0.2661, byte miss ratio 0.2661
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size   144988, 3200000 req, miss ratio 0.1687, byte miss ratio 0.1687
io_traces.ns355 S3FIFO-0.0250-1.9000 cache size   289976, 3200000 req, miss ratio 0.1165, byte miss ratio 0.1165
io_traces.ns355 S3FIFO-0.5500-0.9000 cache size      362, 3200000 req, miss ratio 0.6744, byte miss ratio 0.6744
io_traces.ns355 S3FIFO-0.5500-0.9000 cache size     1087, 3200000 req, miss ratio 0.6437, byte miss ratio 0.6437
io_traces.ns355 S3FIFO-0.5500-0.9000 cache size     3624, 3200000 req, miss ratio 0.5997, byte miss ratio 0.5997
