tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size     1608, 5968738 req, miss ratio 0.6062, byte miss ratio 0.6062
tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size     4826, 5968738 req, miss ratio 0.5282, byte miss ratio 0.5282
tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size    16089, 5968738 req, miss ratio 0.4684, byte miss ratio 0.4684
tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size    48267, 5968738 req, miss ratio 0.4064, byte miss ratio 0.4064
tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size   160893, 5968738 req, miss ratio 0.3369, byte miss ratio 0.3369
tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size   321786, 5968738 req, miss ratio 0.3036, byte miss ratio 0.3036
tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size   643573, 5968738 req, miss ratio 0.2802, byte miss ratio 0.2802
tencentBlock.ns21795 S3FIFO-0.7000-1.9000 cache size  1287146, 5968738 req, miss ratio 0.2698, byte miss ratio 0.2698
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size     1608, 5968738 req, miss ratio 0.5825, byte miss ratio 0.5825
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size     4826, 5968738 req, miss ratio 0.5538, byte miss ratio 0.5538
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size    16089, 5968738 req, miss ratio 0.4950, byte miss ratio 0.4950
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size    48267, 5968738 req, miss ratio 0.4327, byte miss ratio 0.4327
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size   160893, 5968738 req, miss ratio 0.3678, byte miss ratio 0.3678
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size   321786, 5968738 req, miss ratio 0.3317, byte miss ratio 0.3317
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size   643573, 5968738 req, miss ratio 0.2831, byte miss ratio 0.2831
tencentBlock.ns21795 S3FIFO-0.0010-0.9000 cache size  1287146, 5968738 req, miss ratio 0.2698, byte miss ratio 0.2698
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size     1608, 5968738 req, miss ratio 0.5643, byte miss ratio 0.5643
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size     4826, 5968738 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size    16089, 5968738 req, miss ratio 0.4716, byte miss ratio 0.4716
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size    48267, 5968738 req, miss ratio 0.4123, byte miss ratio 0.4123
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size   160893, 5968738 req, miss ratio 0.3471, byte miss ratio 0.3471
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size   321786, 5968738 req, miss ratio 0.3159, byte miss ratio 0.3159
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size   643573, 5968738 req, miss ratio 0.2828, byte miss ratio 0.2828
tencentBlock.ns21795 S3FIFO-0.1000-0.9000 cache size  1287146, 5968738 req, miss ratio 0.2698, byte miss ratio 0.2698
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size     1608, 5968738 req, miss ratio 0.5804, byte miss ratio 0.5804
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size     4826, 5968738 req, miss ratio 0.5455, byte miss ratio 0.5455
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size    16089, 5968738 req, miss ratio 0.4868, byte miss ratio 0.4868
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size    48267, 5968738 req, miss ratio 0.4274, byte miss ratio 0.4274
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size   160893, 5968738 req, miss ratio 0.3639, byte miss ratio 0.3639
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size   321786, 5968738 req, miss ratio 0.3292, byte miss ratio 0.3292
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size   643573, 5968738 req, miss ratio 0.2831, byte miss ratio 0.2831
tencentBlock.ns21795 S3FIFO-0.0050-0.9000 cache size  1287146, 5968738 req, miss ratio 0.2698, byte miss ratio 0.2698
tencentBlock.ns21795 S3FIFO-0.3500-0.9000 cache size     1608, 5968738 req, miss ratio 0.5746, byte miss ratio 0.5746
tencentBlock.ns21795 S3FIFO-0.3500-0.9000 cache size     4826, 5968738 req, miss ratio 0.5227, byte miss ratio 0.5227
tencentBlock.ns21795 S3FIFO-0.3500-0.9000 cache size    16089, 5968738 req, miss ratio 0.4662, byte miss ratio 0.4662
tencentBlock.ns21795 S3FIFO-0.3500-0.9000 cache size    48267, 5968738 req, miss ratio 0.4022, byte miss ratio 0.4022
tencentBlock.ns21795 S3FIFO-0.3500-0.9000 cache size   160893, 5968738 req, miss ratio 0.3378, byte miss ratio 0.3378
tencentBlock.ns21795 S3FIFO-0.3500-0.9000 cache size   321786, 5968738 req, miss ratio 0.3027, byte miss ratio 0.3027
tencentBlock.ns21795 S3FIFO-0.3500-0.9000 cache size   643573, 5968738 req, miss ratio 0.2821, byte miss ratio 0.2821
