tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size      492, 3592683 req, miss ratio 0.5806, byte miss ratio 0.5806
tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size     1477, 3592683 req, miss ratio 0.5520, byte miss ratio 0.5520
tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size     4925, 3592683 req, miss ratio 0.5352, byte miss ratio 0.5352
tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size    14776, 3592683 req, miss ratio 0.5122, byte miss ratio 0.5122
tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size    49256, 3592683 req, miss ratio 0.4744, byte miss ratio 0.4744
tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size    98513, 3592683 req, miss ratio 0.4246, byte miss ratio 0.4246
tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size   197026, 3592683 req, miss ratio 0.2644, byte miss ratio 0.2644
tencentBlock.ns8433 S3FIFO-0.8000-1.9000 cache size   394052, 3592683 req, miss ratio 0.1671, byte miss ratio 0.1671
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size      492, 3592683 req, miss ratio 0.5675, byte miss ratio 0.5675
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size     1477, 3592683 req, miss ratio 0.5502, byte miss ratio 0.5502
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size     4925, 3592683 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size    14776, 3592683 req, miss ratio 0.5070, byte miss ratio 0.5070
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size    49256, 3592683 req, miss ratio 0.4678, byte miss ratio 0.4678
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size    98513, 3592683 req, miss ratio 0.4329, byte miss ratio 0.4329
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size   197026, 3592683 req, miss ratio 0.2606, byte miss ratio 0.2606
tencentBlock.ns8433 S3FIFO-0.7000-0.9000 cache size   394052, 3592683 req, miss ratio 0.1515, byte miss ratio 0.1515
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size      492, 3592683 req, miss ratio 0.5596, byte miss ratio 0.5596
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size     1477, 3592683 req, miss ratio 0.5465, byte miss ratio 0.5465
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size     4925, 3592683 req, miss ratio 0.5156, byte miss ratio 0.5156
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size    14776, 3592683 req, miss ratio 0.4970, byte miss ratio 0.4970
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size    49256, 3592683 req, miss ratio 0.4573, byte miss ratio 0.4573
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size    98513, 3592683 req, miss ratio 0.4188, byte miss ratio 0.4188
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size   197026, 3592683 req, miss ratio 0.2536, byte miss ratio 0.2536
tencentBlock.ns8433 S3FIFO-0.3500-1.9000 cache size   394052, 3592683 req, miss ratio 0.1378, byte miss ratio 0.1378
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size      492, 3592683 req, miss ratio 0.5990, byte miss ratio 0.5990
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size     1477, 3592683 req, miss ratio 0.5544, byte miss ratio 0.5544
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size     4925, 3592683 req, miss ratio 0.5370, byte miss ratio 0.5370
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size    14776, 3592683 req, miss ratio 0.5155, byte miss ratio 0.5155
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size    49256, 3592683 req, miss ratio 0.4761, byte miss ratio 0.4761
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size    98513, 3592683 req, miss ratio 0.4198, byte miss ratio 0.4198
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size   197026, 3592683 req, miss ratio 0.2727, byte miss ratio 0.2727
tencentBlock.ns8433 S3FIFO-0.8500-1.9000 cache size   394052, 3592683 req, miss ratio 0.1695, byte miss ratio 0.1695
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size      492, 3592683 req, miss ratio 0.5631, byte miss ratio 0.5631
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size     1477, 3592683 req, miss ratio 0.5488, byte miss ratio 0.5488
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size     4925, 3592683 req, miss ratio 0.5229, byte miss ratio 0.5229
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size    14776, 3592683 req, miss ratio 0.5020, byte miss ratio 0.5020
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size    49256, 3592683 req, miss ratio 0.4611, byte miss ratio 0.4611
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size    98513, 3592683 req, miss ratio 0.4328, byte miss ratio 0.4328
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size   197026, 3592683 req, miss ratio 0.2635, byte miss ratio 0.2635
tencentBlock.ns8433 S3FIFO-0.5500-0.9000 cache size   394052, 3592683 req, miss ratio 0.1402, byte miss ratio 0.1402
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size      492, 3592683 req, miss ratio 0.6451, byte miss ratio 0.6451
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size     1477, 3592683 req, miss ratio 0.5832, byte miss ratio 0.5832
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size     4925, 3592683 req, miss ratio 0.5480, byte miss ratio 0.5480
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size    14776, 3592683 req, miss ratio 0.5228, byte miss ratio 0.5228
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size    49256, 3592683 req, miss ratio 0.4823, byte miss ratio 0.4823
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size    98513, 3592683 req, miss ratio 0.4090, byte miss ratio 0.4090
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size   197026, 3592683 req, miss ratio 0.2715, byte miss ratio 0.2715
tencentBlock.ns8433 S3FIFO-0.9900-0.9000 cache size   394052, 3592683 req, miss ratio 0.1718, byte miss ratio 0.1718
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size      492, 3592683 req, miss ratio 0.5616, byte miss ratio 0.5616
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size     1477, 3592683 req, miss ratio 0.5477, byte miss ratio 0.5477
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size     4925, 3592683 req, miss ratio 0.5207, byte miss ratio 0.5207
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size    14776, 3592683 req, miss ratio 0.5007, byte miss ratio 0.5007
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size    49256, 3592683 req, miss ratio 0.4661, byte miss ratio 0.4661
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size    98513, 3592683 req, miss ratio 0.4300, byte miss ratio 0.4300
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size   197026, 3592683 req, miss ratio 0.2658, byte miss ratio 0.2658
tencentBlock.ns8433 S3FIFO-0.5000-1.9000 cache size   394052, 3592683 req, miss ratio 0.1396, byte miss ratio 0.1396
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size      492, 3592683 req, miss ratio 0.5606, byte miss ratio 0.5606
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size     1477, 3592683 req, miss ratio 0.5478, byte miss ratio 0.5478
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size     4925, 3592683 req, miss ratio 0.5156, byte miss ratio 0.5156
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size    14776, 3592683 req, miss ratio 0.4983, byte miss ratio 0.4983
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size    49256, 3592683 req, miss ratio 0.4510, byte miss ratio 0.4510
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size    98513, 3592683 req, miss ratio 0.4216, byte miss ratio 0.4216
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size   197026, 3592683 req, miss ratio 0.2536, byte miss ratio 0.2536
tencentBlock.ns8433 S3FIFO-0.3500-0.9000 cache size   394052, 3592683 req, miss ratio 0.1378, byte miss ratio 0.1378
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size      492, 3592683 req, miss ratio 0.5604, byte miss ratio 0.5604
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size     1477, 3592683 req, miss ratio 0.5480, byte miss ratio 0.5480
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size     4925, 3592683 req, miss ratio 0.5168, byte miss ratio 0.5168
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size    14776, 3592683 req, miss ratio 0.4984, byte miss ratio 0.4984
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size    49256, 3592683 req, miss ratio 0.4539, byte miss ratio 0.4539
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size    98513, 3592683 req, miss ratio 0.4251, byte miss ratio 0.4251
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size   197026, 3592683 req, miss ratio 0.2694, byte miss ratio 0.2694
tencentBlock.ns8433 S3FIFO-0.4000-0.9000 cache size   394052, 3592683 req, miss ratio 0.1382, byte miss ratio 0.1382
