cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size      106, 1565714 req, miss ratio 0.6562, byte miss ratio 0.6562
cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size      319, 1565714 req, miss ratio 0.5175, byte miss ratio 0.5175
cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size     1065, 1565714 req, miss ratio 0.3359, byte miss ratio 0.3359
cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size     3196, 1565714 req, miss ratio 0.2029, byte miss ratio 0.2029
cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size    10656, 1565714 req, miss ratio 0.0822, byte miss ratio 0.0822
cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size    21313, 1565714 req, miss ratio 0.0708, byte miss ratio 0.0708
cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size    42626, 1565714 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns2927 S3FIFO-0.4000-0.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size      106, 1565714 req, miss ratio 0.6537, byte miss ratio 0.6537
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size      319, 1565714 req, miss ratio 0.5540, byte miss ratio 0.5540
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size     1065, 1565714 req, miss ratio 0.4012, byte miss ratio 0.4012
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size     3196, 1565714 req, miss ratio 0.1998, byte miss ratio 0.1998
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size    10656, 1565714 req, miss ratio 0.0741, byte miss ratio 0.0741
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size    21313, 1565714 req, miss ratio 0.0702, byte miss ratio 0.0702
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size    42626, 1565714 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns2927 S3FIFO-0.0100-1.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size      106, 1565714 req, miss ratio 0.6529, byte miss ratio 0.6529
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size      319, 1565714 req, miss ratio 0.5523, byte miss ratio 0.5523
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size     1065, 1565714 req, miss ratio 0.3985, byte miss ratio 0.3985
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size     3196, 1565714 req, miss ratio 0.1788, byte miss ratio 0.1788
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size    10656, 1565714 req, miss ratio 0.0738, byte miss ratio 0.0738
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size    21313, 1565714 req, miss ratio 0.0702, byte miss ratio 0.0702
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size    42626, 1565714 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns2927 S3FIFO-0.0250-1.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size      106, 1565714 req, miss ratio 0.6510, byte miss ratio 0.6510
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size      319, 1565714 req, miss ratio 0.5577, byte miss ratio 0.5577
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size     1065, 1565714 req, miss ratio 0.3962, byte miss ratio 0.3962
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size     3196, 1565714 req, miss ratio 0.1757, byte miss ratio 0.1757
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size    10656, 1565714 req, miss ratio 0.0741, byte miss ratio 0.0741
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size    21313, 1565714 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size    42626, 1565714 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns2927 S3FIFO-0.0500-0.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size      106, 1565714 req, miss ratio 0.7196, byte miss ratio 0.7196
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size      319, 1565714 req, miss ratio 0.5023, byte miss ratio 0.5023
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size     1065, 1565714 req, miss ratio 0.3954, byte miss ratio 0.3954
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size     3196, 1565714 req, miss ratio 0.2646, byte miss ratio 0.2646
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size    10656, 1565714 req, miss ratio 0.1295, byte miss ratio 0.1295
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size    21313, 1565714 req, miss ratio 0.0953, byte miss ratio 0.0953
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size    42626, 1565714 req, miss ratio 0.0789, byte miss ratio 0.0789
cdn1_allcolo.ns2927 S3FIFO-0.9900-0.9000 cache size    85252, 1565714 req, miss ratio 0.0724, byte miss ratio 0.0724
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size      106, 1565714 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size      319, 1565714 req, miss ratio 0.5564, byte miss ratio 0.5564
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size     1065, 1565714 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size     3196, 1565714 req, miss ratio 0.2044, byte miss ratio 0.2044
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size    10656, 1565714 req, miss ratio 0.0745, byte miss ratio 0.0745
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size    21313, 1565714 req, miss ratio 0.0703, byte miss ratio 0.0703
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size    42626, 1565714 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns2927 S3FIFO-0.0050-1.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size      106, 1565714 req, miss ratio 0.6928, byte miss ratio 0.6928
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size      319, 1565714 req, miss ratio 0.4869, byte miss ratio 0.4869
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size     1065, 1565714 req, miss ratio 0.3618, byte miss ratio 0.3618
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size     3196, 1565714 req, miss ratio 0.2379, byte miss ratio 0.2379
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size    10656, 1565714 req, miss ratio 0.1127, byte miss ratio 0.1127
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size    21313, 1565714 req, miss ratio 0.0819, byte miss ratio 0.0819
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size    42626, 1565714 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_allcolo.ns2927 S3FIFO-0.8000-0.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size      106, 1565714 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size      319, 1565714 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size     1065, 1565714 req, miss ratio 0.4054, byte miss ratio 0.4054
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size     3196, 1565714 req, miss ratio 0.2065, byte miss ratio 0.2065
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size    10656, 1565714 req, miss ratio 0.0755, byte miss ratio 0.0755
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size    21313, 1565714 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size    42626, 1565714 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns2927 S3FIFO-0.0010-1.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size      106, 1565714 req, miss ratio 0.6883, byte miss ratio 0.6883
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size      319, 1565714 req, miss ratio 0.4843, byte miss ratio 0.4843
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size     1065, 1565714 req, miss ratio 0.3579, byte miss ratio 0.3579
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size     3196, 1565714 req, miss ratio 0.2335, byte miss ratio 0.2335
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size    10656, 1565714 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size    21313, 1565714 req, miss ratio 0.0788, byte miss ratio 0.0788
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size    42626, 1565714 req, miss ratio 0.0697, byte miss ratio 0.0697
cdn1_allcolo.ns2927 S3FIFO-0.7500-0.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size      106, 1565714 req, miss ratio 0.6754, byte miss ratio 0.6754
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size      319, 1565714 req, miss ratio 0.5107, byte miss ratio 0.5107
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size     1065, 1565714 req, miss ratio 0.3378, byte miss ratio 0.3378
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size     3196, 1565714 req, miss ratio 0.2041, byte miss ratio 0.2041
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size    10656, 1565714 req, miss ratio 0.0825, byte miss ratio 0.0825
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size    21313, 1565714 req, miss ratio 0.0708, byte miss ratio 0.0708
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size    42626, 1565714 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_allcolo.ns2927 S3FIFO-0.4000-1.9000 cache size    85252, 1565714 req, miss ratio 0.0682, byte miss ratio 0.0682
cdn1_allcolo.ns2927 S3FIFO-0.5000-0.9000 cache size      106, 1565714 req, miss ratio 0.6642, byte miss ratio 0.6642
