cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size      191, 1173987 req, miss ratio 0.6989, byte miss ratio 0.6989
cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size      573, 1173987 req, miss ratio 0.6053, byte miss ratio 0.6053
cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size     1911, 1173987 req, miss ratio 0.4945, byte miss ratio 0.4945
cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size     5733, 1173987 req, miss ratio 0.3895, byte miss ratio 0.3895
cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size    19111, 1173987 req, miss ratio 0.2782, byte miss ratio 0.2782
cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size    38223, 1173987 req, miss ratio 0.2258, byte miss ratio 0.2258
cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size    76446, 1173987 req, miss ratio 0.1874, byte miss ratio 0.1874
cdn1_allcolo.ns2258 S3FIFO-0.0250-1.9000 cache size   152892, 1173987 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size      191, 1173987 req, miss ratio 0.7392, byte miss ratio 0.7392
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size      573, 1173987 req, miss ratio 0.6483, byte miss ratio 0.6483
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size     1911, 1173987 req, miss ratio 0.5357, byte miss ratio 0.5357
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size     5733, 1173987 req, miss ratio 0.4278, byte miss ratio 0.4278
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size    19111, 1173987 req, miss ratio 0.3084, byte miss ratio 0.3084
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size    38223, 1173987 req, miss ratio 0.2461, byte miss ratio 0.2461
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size    76446, 1173987 req, miss ratio 0.1952, byte miss ratio 0.1952
cdn1_allcolo.ns2258 S3FIFO-0.5000-0.9000 cache size   152892, 1173987 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size      191, 1173987 req, miss ratio 0.6981, byte miss ratio 0.6981
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size      573, 1173987 req, miss ratio 0.6044, byte miss ratio 0.6044
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size     1911, 1173987 req, miss ratio 0.4937, byte miss ratio 0.4937
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size     5733, 1173987 req, miss ratio 0.3887, byte miss ratio 0.3887
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size    19111, 1173987 req, miss ratio 0.2777, byte miss ratio 0.2777
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size    38223, 1173987 req, miss ratio 0.2256, byte miss ratio 0.2256
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size    76446, 1173987 req, miss ratio 0.1874, byte miss ratio 0.1874
cdn1_allcolo.ns2258 S3FIFO-0.0100-1.9000 cache size   152892, 1173987 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size      191, 1173987 req, miss ratio 0.8312, byte miss ratio 0.8312
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size      573, 1173987 req, miss ratio 0.7472, byte miss ratio 0.7472
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size     1911, 1173987 req, miss ratio 0.6312, byte miss ratio 0.6312
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size     5733, 1173987 req, miss ratio 0.5098, byte miss ratio 0.5098
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size    19111, 1173987 req, miss ratio 0.3704, byte miss ratio 0.3704
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size    38223, 1173987 req, miss ratio 0.2931, byte miss ratio 0.2931
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size    76446, 1173987 req, miss ratio 0.2246, byte miss ratio 0.2246
cdn1_allcolo.ns2258 S3FIFO-0.9500-1.9000 cache size   152892, 1173987 req, miss ratio 0.1751, byte miss ratio 0.1751
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size      191, 1173987 req, miss ratio 0.7528, byte miss ratio 0.7528
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size      573, 1173987 req, miss ratio 0.6627, byte miss ratio 0.6627
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size     1911, 1173987 req, miss ratio 0.5502, byte miss ratio 0.5502
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size     5733, 1173987 req, miss ratio 0.4411, byte miss ratio 0.4411
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size    19111, 1173987 req, miss ratio 0.3192, byte miss ratio 0.3192
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size    38223, 1173987 req, miss ratio 0.2543, byte miss ratio 0.2543
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size    76446, 1173987 req, miss ratio 0.1996, byte miss ratio 0.1996
cdn1_allcolo.ns2258 S3FIFO-0.6000-0.9000 cache size   152892, 1173987 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size      191, 1173987 req, miss ratio 0.7082, byte miss ratio 0.7082
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size      573, 1173987 req, miss ratio 0.6153, byte miss ratio 0.6153
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size     1911, 1173987 req, miss ratio 0.5038, byte miss ratio 0.5038
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size     5733, 1173987 req, miss ratio 0.3974, byte miss ratio 0.3974
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size    19111, 1173987 req, miss ratio 0.2839, byte miss ratio 0.2839
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size    38223, 1173987 req, miss ratio 0.2295, byte miss ratio 0.2295
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size    76446, 1173987 req, miss ratio 0.1883, byte miss ratio 0.1883
cdn1_allcolo.ns2258 S3FIFO-0.2000-0.9000 cache size   152892, 1173987 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size      191, 1173987 req, miss ratio 0.7322, byte miss ratio 0.7322
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size      573, 1173987 req, miss ratio 0.6412, byte miss ratio 0.6412
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size     1911, 1173987 req, miss ratio 0.5291, byte miss ratio 0.5291
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size     5733, 1173987 req, miss ratio 0.4222, byte miss ratio 0.4222
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size    19111, 1173987 req, miss ratio 0.3042, byte miss ratio 0.3042
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size    38223, 1173987 req, miss ratio 0.2421, byte miss ratio 0.2421
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size    76446, 1173987 req, miss ratio 0.1921, byte miss ratio 0.1921
cdn1_allcolo.ns2258 S3FIFO-0.4000-1.9000 cache size   152892, 1173987 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size      191, 1173987 req, miss ratio 0.7042, byte miss ratio 0.7042
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size      573, 1173987 req, miss ratio 0.6109, byte miss ratio 0.6109
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size     1911, 1173987 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size     5733, 1173987 req, miss ratio 0.3936, byte miss ratio 0.3936
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size    19111, 1173987 req, miss ratio 0.2810, byte miss ratio 0.2810
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size    38223, 1173987 req, miss ratio 0.2278, byte miss ratio 0.2278
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size    76446, 1173987 req, miss ratio 0.1879, byte miss ratio 0.1879
cdn1_allcolo.ns2258 S3FIFO-0.1500-0.9000 cache size   152892, 1173987 req, miss ratio 0.1652, byte miss ratio 0.1652
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size      191, 1173987 req, miss ratio 0.7686, byte miss ratio 0.7686
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size      573, 1173987 req, miss ratio 0.6800, byte miss ratio 0.6800
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size     1911, 1173987 req, miss ratio 0.5677, byte miss ratio 0.5677
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size     5733, 1173987 req, miss ratio 0.4566, byte miss ratio 0.4566
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size    19111, 1173987 req, miss ratio 0.3318, byte miss ratio 0.3318
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size    38223, 1173987 req, miss ratio 0.2638, byte miss ratio 0.2638
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size    76446, 1173987 req, miss ratio 0.2049, byte miss ratio 0.2049
cdn1_allcolo.ns2258 S3FIFO-0.7000-0.9000 cache size   152892, 1173987 req, miss ratio 0.1654, byte miss ratio 0.1654
cdn1_allcolo.ns2258 S3FIFO-0.7500-1.9000 cache size      191, 1173987 req, miss ratio 0.7836, byte miss ratio 0.7836
cdn1_allcolo.ns2258 S3FIFO-0.7500-1.9000 cache size      573, 1173987 req, miss ratio 0.6964, byte miss ratio 0.6964
cdn1_allcolo.ns2258 S3FIFO-0.7500-1.9000 cache size     1911, 1173987 req, miss ratio 0.5842, byte miss ratio 0.5842
cdn1_allcolo.ns2258 S3FIFO-0.7500-1.9000 cache size     5733, 1173987 req, miss ratio 0.4704, byte miss ratio 0.4704
cdn1_allcolo.ns2258 S3FIFO-0.7500-1.9000 cache size    19111, 1173987 req, miss ratio 0.3418, byte miss ratio 0.3418
