cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size      293, 1767831 req, miss ratio 0.8228, byte miss ratio 0.8228
cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size      881, 1767831 req, miss ratio 0.7536, byte miss ratio 0.7536
cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size     2939, 1767831 req, miss ratio 0.6591, byte miss ratio 0.6591
cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size     8818, 1767831 req, miss ratio 0.5531, byte miss ratio 0.5531
cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size    29394, 1767831 req, miss ratio 0.4319, byte miss ratio 0.4319
cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size    58789, 1767831 req, miss ratio 0.3600, byte miss ratio 0.3600
cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size   117578, 1767831 req, miss ratio 0.2414, byte miss ratio 0.2414
cdn1_colo28.ns1036 S3FIFO-0.6500-0.9000 cache size   235156, 1767831 req, miss ratio 0.1715, byte miss ratio 0.1715
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size      293, 1767831 req, miss ratio 0.8509, byte miss ratio 0.8509
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size      881, 1767831 req, miss ratio 0.7869, byte miss ratio 0.7869
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size     2939, 1767831 req, miss ratio 0.6993, byte miss ratio 0.6993
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size     8818, 1767831 req, miss ratio 0.5961, byte miss ratio 0.5961
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size    29394, 1767831 req, miss ratio 0.4668, byte miss ratio 0.4668
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size    58789, 1767831 req, miss ratio 0.3712, byte miss ratio 0.3712
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size   117578, 1767831 req, miss ratio 0.2579, byte miss ratio 0.2579
cdn1_colo28.ns1036 S3FIFO-0.8500-1.9000 cache size   235156, 1767831 req, miss ratio 0.1785, byte miss ratio 0.1785
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size      293, 1767831 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size      881, 1767831 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size     2939, 1767831 req, miss ratio 0.6118, byte miss ratio 0.6118
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size     8818, 1767831 req, miss ratio 0.4942, byte miss ratio 0.4942
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size    29394, 1767831 req, miss ratio 0.3656, byte miss ratio 0.3656
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size    58789, 1767831 req, miss ratio 0.2740, byte miss ratio 0.2740
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size   117578, 1767831 req, miss ratio 0.2140, byte miss ratio 0.2140
cdn1_colo28.ns1036 S3FIFO-0.0010-0.9000 cache size   235156, 1767831 req, miss ratio 0.1706, byte miss ratio 0.1706
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size      293, 1767831 req, miss ratio 0.8407, byte miss ratio 0.8407
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size      881, 1767831 req, miss ratio 0.7737, byte miss ratio 0.7737
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size     2939, 1767831 req, miss ratio 0.6844, byte miss ratio 0.6844
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size     8818, 1767831 req, miss ratio 0.5807, byte miss ratio 0.5807
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size    29394, 1767831 req, miss ratio 0.4578, byte miss ratio 0.4578
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size    58789, 1767831 req, miss ratio 0.3692, byte miss ratio 0.3692
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size   117578, 1767831 req, miss ratio 0.2544, byte miss ratio 0.2544
cdn1_colo28.ns1036 S3FIFO-0.8000-0.9000 cache size   235156, 1767831 req, miss ratio 0.1749, byte miss ratio 0.1749
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size      293, 1767831 req, miss ratio 0.7955, byte miss ratio 0.7955
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size      881, 1767831 req, miss ratio 0.7194, byte miss ratio 0.7194
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size     2939, 1767831 req, miss ratio 0.6146, byte miss ratio 0.6146
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size     8818, 1767831 req, miss ratio 0.5033, byte miss ratio 0.5033
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size    29394, 1767831 req, miss ratio 0.3983, byte miss ratio 0.3983
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size    58789, 1767831 req, miss ratio 0.3149, byte miss ratio 0.3149
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size   117578, 1767831 req, miss ratio 0.2167, byte miss ratio 0.2167
cdn1_colo28.ns1036 S3FIFO-0.2000-1.9000 cache size   235156, 1767831 req, miss ratio 0.1706, byte miss ratio 0.1706
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size      293, 1767831 req, miss ratio 0.8439, byte miss ratio 0.8439
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size      881, 1767831 req, miss ratio 0.7779, byte miss ratio 0.7779
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size     2939, 1767831 req, miss ratio 0.6894, byte miss ratio 0.6894
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size     8818, 1767831 req, miss ratio 0.5856, byte miss ratio 0.5856
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size    29394, 1767831 req, miss ratio 0.4600, byte miss ratio 0.4600
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size    58789, 1767831 req, miss ratio 0.3668, byte miss ratio 0.3668
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size   117578, 1767831 req, miss ratio 0.2544, byte miss ratio 0.2544
cdn1_colo28.ns1036 S3FIFO-0.8000-1.9000 cache size   235156, 1767831 req, miss ratio 0.1749, byte miss ratio 0.1749
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size      293, 1767831 req, miss ratio 0.8013, byte miss ratio 0.8013
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size      881, 1767831 req, miss ratio 0.7263, byte miss ratio 0.7263
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size     2939, 1767831 req, miss ratio 0.6242, byte miss ratio 0.6242
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size     8818, 1767831 req, miss ratio 0.5134, byte miss ratio 0.5134
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size    29394, 1767831 req, miss ratio 0.3913, byte miss ratio 0.3913
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size    58789, 1767831 req, miss ratio 0.3301, byte miss ratio 0.3301
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size   117578, 1767831 req, miss ratio 0.2215, byte miss ratio 0.2215
cdn1_colo28.ns1036 S3FIFO-0.3500-0.9000 cache size   235156, 1767831 req, miss ratio 0.1706, byte miss ratio 0.1706
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size      293, 1767831 req, miss ratio 0.8585, byte miss ratio 0.8585
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size      881, 1767831 req, miss ratio 0.7974, byte miss ratio 0.7974
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size     2939, 1767831 req, miss ratio 0.7099, byte miss ratio 0.7099
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size     8818, 1767831 req, miss ratio 0.6072, byte miss ratio 0.6072
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size    29394, 1767831 req, miss ratio 0.4740, byte miss ratio 0.4740
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size    58789, 1767831 req, miss ratio 0.3750, byte miss ratio 0.3750
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size   117578, 1767831 req, miss ratio 0.2617, byte miss ratio 0.2617
cdn1_colo28.ns1036 S3FIFO-0.9000-1.9000 cache size   235156, 1767831 req, miss ratio 0.1843, byte miss ratio 0.1843
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size      293, 1767831 req, miss ratio 0.8039, byte miss ratio 0.8039
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size      881, 1767831 req, miss ratio 0.7299, byte miss ratio 0.7299
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size     2939, 1767831 req, miss ratio 0.6290, byte miss ratio 0.6290
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size     8818, 1767831 req, miss ratio 0.5190, byte miss ratio 0.5190
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size    29394, 1767831 req, miss ratio 0.4002, byte miss ratio 0.4002
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size    58789, 1767831 req, miss ratio 0.3377, byte miss ratio 0.3377
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size   117578, 1767831 req, miss ratio 0.2236, byte miss ratio 0.2236
cdn1_colo28.ns1036 S3FIFO-0.4000-0.9000 cache size   235156, 1767831 req, miss ratio 0.1706, byte miss ratio 0.1706
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size      293, 1767831 req, miss ratio 0.8340, byte miss ratio 0.8340
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size      881, 1767831 req, miss ratio 0.7662, byte miss ratio 0.7662
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size     2939, 1767831 req, miss ratio 0.6749, byte miss ratio 0.6749
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size     8818, 1767831 req, miss ratio 0.5710, byte miss ratio 0.5710
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size    29394, 1767831 req, miss ratio 0.4494, byte miss ratio 0.4494
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size    58789, 1767831 req, miss ratio 0.3662, byte miss ratio 0.3662
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size   117578, 1767831 req, miss ratio 0.2504, byte miss ratio 0.2504
cdn1_colo28.ns1036 S3FIFO-0.7500-0.9000 cache size   235156, 1767831 req, miss ratio 0.1736, byte miss ratio 0.1736
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size      293, 1767831 req, miss ratio 0.7937, byte miss ratio 0.7937
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size      881, 1767831 req, miss ratio 0.7152, byte miss ratio 0.7152
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size     2939, 1767831 req, miss ratio 0.6092, byte miss ratio 0.6092
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size     8818, 1767831 req, miss ratio 0.4955, byte miss ratio 0.4955
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size    29394, 1767831 req, miss ratio 0.3708, byte miss ratio 0.3708
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size    58789, 1767831 req, miss ratio 0.2807, byte miss ratio 0.2807
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size   117578, 1767831 req, miss ratio 0.2156, byte miss ratio 0.2156
cdn1_colo28.ns1036 S3FIFO-0.1500-0.9000 cache size   235156, 1767831 req, miss ratio 0.1706, byte miss ratio 0.1706
cdn1_colo28.ns1036 S3FIFO-0.4500-1.9000 cache size      293, 1767831 req, miss ratio 0.8081, byte miss ratio 0.8081
cdn1_colo28.ns1036 S3FIFO-0.4500-1.9000 cache size      881, 1767831 req, miss ratio 0.7371, byte miss ratio 0.7371
