io_traces.ns650 S3FIFO-0.8000-0.9000 cache size      222, 5800000 req, miss ratio 0.7273, byte miss ratio 0.7273
io_traces.ns650 S3FIFO-0.8000-0.9000 cache size      668, 5800000 req, miss ratio 0.6942, byte miss ratio 0.6942
io_traces.ns650 S3FIFO-0.8000-0.9000 cache size     2229, 5800000 req, miss ratio 0.6193, byte miss ratio 0.6193
io_traces.ns650 S3FIFO-0.8000-0.9000 cache size     6689, 5800000 req, miss ratio 0.5796, byte miss ratio 0.5796
io_traces.ns650 S3FIFO-0.8000-0.9000 cache size    22296, 5800000 req, miss ratio 0.3746, byte miss ratio 0.3746
io_traces.ns650 S3FIFO-0.8000-0.9000 cache size    44593, 5800000 req, miss ratio 0.1562, byte miss ratio 0.1562
io_traces.ns650 S3FIFO-0.8000-0.9000 cache size    89187, 5800000 req, miss ratio 0.0562, byte miss ratio 0.0562
io_traces.ns650 S3FIFO-0.8000-0.9000 cache size   178375, 5800000 req, miss ratio 0.0395, byte miss ratio 0.0395
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size      222, 5800000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size      668, 5800000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size     2229, 5800000 req, miss ratio 0.6089, byte miss ratio 0.6089
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size     6689, 5800000 req, miss ratio 0.5348, byte miss ratio 0.5348
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size    22296, 5800000 req, miss ratio 0.3388, byte miss ratio 0.3388
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size    44593, 5800000 req, miss ratio 0.0963, byte miss ratio 0.0963
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size    89187, 5800000 req, miss ratio 0.0500, byte miss ratio 0.0500
io_traces.ns650 S3FIFO-0.0010-0.9000 cache size   178375, 5800000 req, miss ratio 0.0397, byte miss ratio 0.0397
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size      222, 5800000 req, miss ratio 0.7240, byte miss ratio 0.7240
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size      668, 5800000 req, miss ratio 0.6619, byte miss ratio 0.6619
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size     2229, 5800000 req, miss ratio 0.6118, byte miss ratio 0.6118
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size     6689, 5800000 req, miss ratio 0.5756, byte miss ratio 0.5756
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size    22296, 5800000 req, miss ratio 0.3849, byte miss ratio 0.3849
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size    44593, 5800000 req, miss ratio 0.1504, byte miss ratio 0.1504
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size    89187, 5800000 req, miss ratio 0.0516, byte miss ratio 0.0516
io_traces.ns650 S3FIFO-0.7000-1.9000 cache size   178375, 5800000 req, miss ratio 0.0389, byte miss ratio 0.0389
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size      222, 5800000 req, miss ratio 0.6739, byte miss ratio 0.6739
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size      668, 5800000 req, miss ratio 0.6365, byte miss ratio 0.6365
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size     2229, 5800000 req, miss ratio 0.5744, byte miss ratio 0.5744
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size     6689, 5800000 req, miss ratio 0.5459, byte miss ratio 0.5459
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size    22296, 5800000 req, miss ratio 0.3556, byte miss ratio 0.3556
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size    44593, 5800000 req, miss ratio 0.1142, byte miss ratio 0.1142
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size    89187, 5800000 req, miss ratio 0.0446, byte miss ratio 0.0446
io_traces.ns650 S3FIFO-0.2500-1.9000 cache size   178375, 5800000 req, miss ratio 0.0391, byte miss ratio 0.0391
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size      222, 5800000 req, miss ratio 0.7273, byte miss ratio 0.7273
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size      668, 5800000 req, miss ratio 0.6626, byte miss ratio 0.6626
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size     2229, 5800000 req, miss ratio 0.5616, byte miss ratio 0.5616
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size     6689, 5800000 req, miss ratio 0.5335, byte miss ratio 0.5335
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size    22296, 5800000 req, miss ratio 0.3391, byte miss ratio 0.3391
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size    44593, 5800000 req, miss ratio 0.0952, byte miss ratio 0.0952
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size    89187, 5800000 req, miss ratio 0.0489, byte miss ratio 0.0489
io_traces.ns650 S3FIFO-0.0100-0.9000 cache size   178375, 5800000 req, miss ratio 0.0396, byte miss ratio 0.0396
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size      222, 5800000 req, miss ratio 0.7273, byte miss ratio 0.7273
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size      668, 5800000 req, miss ratio 0.6637, byte miss ratio 0.6637
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size     2229, 5800000 req, miss ratio 0.5619, byte miss ratio 0.5619
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size     6689, 5800000 req, miss ratio 0.5340, byte miss ratio 0.5340
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size    22296, 5800000 req, miss ratio 0.3390, byte miss ratio 0.3390
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size    44593, 5800000 req, miss ratio 0.0950, byte miss ratio 0.0950
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size    89187, 5800000 req, miss ratio 0.0493, byte miss ratio 0.0493
io_traces.ns650 S3FIFO-0.0050-0.9000 cache size   178375, 5800000 req, miss ratio 0.0396, byte miss ratio 0.0396
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size      222, 5800000 req, miss ratio 0.7097, byte miss ratio 0.7097
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size      668, 5800000 req, miss ratio 0.6439, byte miss ratio 0.6439
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size     2229, 5800000 req, miss ratio 0.5998, byte miss ratio 0.5998
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size     6689, 5800000 req, miss ratio 0.5516, byte miss ratio 0.5516
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size    22296, 5800000 req, miss ratio 0.3572, byte miss ratio 0.3572
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size    44593, 5800000 req, miss ratio 0.1400, byte miss ratio 0.1400
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size    89187, 5800000 req, miss ratio 0.0456, byte miss ratio 0.0456
io_traces.ns650 S3FIFO-0.5500-0.9000 cache size   178375, 5800000 req, miss ratio 0.0389, byte miss ratio 0.0389
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size      222, 5800000 req, miss ratio 0.6743, byte miss ratio 0.6743
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size      668, 5800000 req, miss ratio 0.6610, byte miss ratio 0.6610
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size     2229, 5800000 req, miss ratio 0.5624, byte miss ratio 0.5624
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size     6689, 5800000 req, miss ratio 0.5340, byte miss ratio 0.5340
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size    22296, 5800000 req, miss ratio 0.3447, byte miss ratio 0.3447
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size    44593, 5800000 req, miss ratio 0.0959, byte miss ratio 0.0959
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size    89187, 5800000 req, miss ratio 0.0470, byte miss ratio 0.0470
io_traces.ns650 S3FIFO-0.0500-0.9000 cache size   178375, 5800000 req, miss ratio 0.0394, byte miss ratio 0.0394
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size      222, 5800000 req, miss ratio 0.7273, byte miss ratio 0.7273
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size      668, 5800000 req, miss ratio 0.6968, byte miss ratio 0.6968
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size     2229, 5800000 req, miss ratio 0.6203, byte miss ratio 0.6203
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size     6689, 5800000 req, miss ratio 0.5811, byte miss ratio 0.5811
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size    22296, 5800000 req, miss ratio 0.3731, byte miss ratio 0.3731
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size    44593, 5800000 req, miss ratio 0.1562, byte miss ratio 0.1562
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size    89187, 5800000 req, miss ratio 0.0562, byte miss ratio 0.0562
io_traces.ns650 S3FIFO-0.8000-1.9000 cache size   178375, 5800000 req, miss ratio 0.0395, byte miss ratio 0.0395
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size      222, 5800000 req, miss ratio 0.6781, byte miss ratio 0.6781
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size      668, 5800000 req, miss ratio 0.6405, byte miss ratio 0.6405
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size     2229, 5800000 req, miss ratio 0.5809, byte miss ratio 0.5809
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size     6689, 5800000 req, miss ratio 0.5375, byte miss ratio 0.5375
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size    22296, 5800000 req, miss ratio 0.3631, byte miss ratio 0.3631
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size    44593, 5800000 req, miss ratio 0.1189, byte miss ratio 0.1189
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size    89187, 5800000 req, miss ratio 0.0443, byte miss ratio 0.0443
io_traces.ns650 S3FIFO-0.3000-0.9000 cache size   178375, 5800000 req, miss ratio 0.0390, byte miss ratio 0.0390
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size      222, 5800000 req, miss ratio 0.6726, byte miss ratio 0.6726
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size      668, 5800000 req, miss ratio 0.6331, byte miss ratio 0.6331
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size     2229, 5800000 req, miss ratio 0.5597, byte miss ratio 0.5597
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size     6689, 5800000 req, miss ratio 0.5136, byte miss ratio 0.5136
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size    22296, 5800000 req, miss ratio 0.3461, byte miss ratio 0.3461
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size    44593, 5800000 req, miss ratio 0.0960, byte miss ratio 0.0960
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size    89187, 5800000 req, miss ratio 0.0470, byte miss ratio 0.0470
io_traces.ns650 S3FIFO-0.0500-1.9000 cache size   178375, 5800000 req, miss ratio 0.0394, byte miss ratio 0.0394
io_traces.ns650 S3FIFO-0.2000-1.9000 cache size      222, 5800000 req, miss ratio 0.6729, byte miss ratio 0.6729
io_traces.ns650 S3FIFO-0.2000-1.9000 cache size      668, 5800000 req, miss ratio 0.6358, byte miss ratio 0.6358
io_traces.ns650 S3FIFO-0.2000-1.9000 cache size     2229, 5800000 req, miss ratio 0.5703, byte miss ratio 0.5703
io_traces.ns650 S3FIFO-0.2000-1.9000 cache size     6689, 5800000 req, miss ratio 0.5441, byte miss ratio 0.5441
