tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size       56, 1896583 req, miss ratio 0.3632, byte miss ratio 0.3632
tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size      169, 1896583 req, miss ratio 0.1820, byte miss ratio 0.1820
tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size      563, 1896583 req, miss ratio 0.1311, byte miss ratio 0.1311
tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size     1690, 1896583 req, miss ratio 0.1161, byte miss ratio 0.1161
tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size     5634, 1896583 req, miss ratio 0.0925, byte miss ratio 0.0925
tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size    11269, 1896583 req, miss ratio 0.0790, byte miss ratio 0.0790
tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size    22538, 1896583 req, miss ratio 0.0532, byte miss ratio 0.0532
tencentBlock.ns7535 S3FIFO-0.3500-1.9000 cache size    45076, 1896583 req, miss ratio 0.0307, byte miss ratio 0.0307
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size       56, 1896583 req, miss ratio 0.3901, byte miss ratio 0.3901
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size      169, 1896583 req, miss ratio 0.1874, byte miss ratio 0.1874
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size      563, 1896583 req, miss ratio 0.1362, byte miss ratio 0.1362
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size     1690, 1896583 req, miss ratio 0.1182, byte miss ratio 0.1182
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size     5634, 1896583 req, miss ratio 0.1021, byte miss ratio 0.1021
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size    11269, 1896583 req, miss ratio 0.0812, byte miss ratio 0.0812
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size    22538, 1896583 req, miss ratio 0.0535, byte miss ratio 0.0535
tencentBlock.ns7535 S3FIFO-0.5500-0.9000 cache size    45076, 1896583 req, miss ratio 0.0320, byte miss ratio 0.0320
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size       56, 1896583 req, miss ratio 0.4431, byte miss ratio 0.4431
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size      169, 1896583 req, miss ratio 0.2232, byte miss ratio 0.2232
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size      563, 1896583 req, miss ratio 0.1490, byte miss ratio 0.1490
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size     1690, 1896583 req, miss ratio 0.1268, byte miss ratio 0.1268
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size     5634, 1896583 req, miss ratio 0.1021, byte miss ratio 0.1021
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size    11269, 1896583 req, miss ratio 0.0855, byte miss ratio 0.0855
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size    22538, 1896583 req, miss ratio 0.0570, byte miss ratio 0.0570
tencentBlock.ns7535 S3FIFO-0.9000-0.9000 cache size    45076, 1896583 req, miss ratio 0.0352, byte miss ratio 0.0352
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size       56, 1896583 req, miss ratio 0.3570, byte miss ratio 0.3570
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size      169, 1896583 req, miss ratio 0.1815, byte miss ratio 0.1815
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size      563, 1896583 req, miss ratio 0.1309, byte miss ratio 0.1309
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size     1690, 1896583 req, miss ratio 0.1139, byte miss ratio 0.1139
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size     5634, 1896583 req, miss ratio 0.0925, byte miss ratio 0.0925
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size    11269, 1896583 req, miss ratio 0.0790, byte miss ratio 0.0790
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size    22538, 1896583 req, miss ratio 0.0532, byte miss ratio 0.0532
tencentBlock.ns7535 S3FIFO-0.3500-0.9000 cache size    45076, 1896583 req, miss ratio 0.0307, byte miss ratio 0.0307
tencentBlock.ns7535 S3FIFO-0.7000-0.9000 cache size       56, 1896583 req, miss ratio 0.4111, byte miss ratio 0.4111
tencentBlock.ns7535 S3FIFO-0.7000-0.9000 cache size      169, 1896583 req, miss ratio 0.1948, byte miss ratio 0.1948
tencentBlock.ns7535 S3FIFO-0.7000-0.9000 cache size      563, 1896583 req, miss ratio 0.1396, byte miss ratio 0.1396
tencentBlock.ns7535 S3FIFO-0.7000-0.9000 cache size     1690, 1896583 req, miss ratio 0.1211, byte miss ratio 0.1211
tencentBlock.ns7535 S3FIFO-0.7000-0.9000 cache size     5634, 1896583 req, miss ratio 0.0992, byte miss ratio 0.0992
