cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size      709, 6471472 req, miss ratio 0.1141, byte miss ratio 0.1141
cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size     2129, 6471472 req, miss ratio 0.1114, byte miss ratio 0.1114
cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size     7097, 6471472 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size    21291, 6471472 req, miss ratio 0.1102, byte miss ratio 0.1102
cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size    70971, 6471472 req, miss ratio 0.1099, byte miss ratio 0.1099
cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size   141942, 6471472 req, miss ratio 0.1098, byte miss ratio 0.1098
cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size   283884, 6471472 req, miss ratio 0.1097, byte miss ratio 0.1097
cdn1_allcolo.ns612 S3FIFO-0.4500-1.9000 cache size   567768, 6471472 req, miss ratio 0.1097, byte miss ratio 0.1097
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size      709, 6471472 req, miss ratio 0.1184, byte miss ratio 0.1184
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size     2129, 6471472 req, miss ratio 0.1122, byte miss ratio 0.1122
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size     7097, 6471472 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size    21291, 6471472 req, miss ratio 0.1102, byte miss ratio 0.1102
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size    70971, 6471472 req, miss ratio 0.1099, byte miss ratio 0.1099
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size   141942, 6471472 req, miss ratio 0.1098, byte miss ratio 0.1098
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size   283884, 6471472 req, miss ratio 0.1097, byte miss ratio 0.1097
cdn1_allcolo.ns612 S3FIFO-0.7000-1.9000 cache size   567768, 6471472 req, miss ratio 0.1097, byte miss ratio 0.1097
cdn1_allcolo.ns612 S3FIFO-0.5500-1.9000 cache size      709, 6471472 req, miss ratio 0.1152, byte miss ratio 0.1152
cdn1_allcolo.ns612 S3FIFO-0.5500-1.9000 cache size     2129, 6471472 req, miss ratio 0.1114, byte miss ratio 0.1114
cdn1_allcolo.ns612 S3FIFO-0.5500-1.9000 cache size     7097, 6471472 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_allcolo.ns612 S3FIFO-0.5500-1.9000 cache size    21291, 6471472 req, miss ratio 0.1102, byte miss ratio 0.1102
cdn1_allcolo.ns612 S3FIFO-0.5500-1.9000 cache size    70971, 6471472 req, miss ratio 0.1099, byte miss ratio 0.1099
cdn1_allcolo.ns612 S3FIFO-0.5500-1.9000 cache size   141942, 6471472 req, miss ratio 0.1098, byte miss ratio 0.1098
