cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size      169, 7437433 req, miss ratio 0.3820, byte miss ratio 0.3820
cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size      508, 7437433 req, miss ratio 0.3066, byte miss ratio 0.3066
cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size     1693, 7437433 req, miss ratio 0.2082, byte miss ratio 0.2082
cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size     5081, 7437433 req, miss ratio 0.1274, byte miss ratio 0.1274
cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size    16938, 7437433 req, miss ratio 0.0641, byte miss ratio 0.0641
cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size    33877, 7437433 req, miss ratio 0.0396, byte miss ratio 0.0396
cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size    67754, 7437433 req, miss ratio 0.0253, byte miss ratio 0.0253
cdn1_allcolo.ns499 S3FIFO-0.1500-0.9000 cache size   135508, 7437433 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size      169, 7437433 req, miss ratio 0.3835, byte miss ratio 0.3835
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size      508, 7437433 req, miss ratio 0.3087, byte miss ratio 0.3087
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size     1693, 7437433 req, miss ratio 0.2105, byte miss ratio 0.2105
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size     5081, 7437433 req, miss ratio 0.1290, byte miss ratio 0.1290
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size    16938, 7437433 req, miss ratio 0.0649, byte miss ratio 0.0649
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size    33877, 7437433 req, miss ratio 0.0400, byte miss ratio 0.0400
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size    67754, 7437433 req, miss ratio 0.0254, byte miss ratio 0.0254
cdn1_allcolo.ns499 S3FIFO-0.2000-1.9000 cache size   135508, 7437433 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size      169, 7437433 req, miss ratio 0.3902, byte miss ratio 0.3902
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size      508, 7437433 req, miss ratio 0.3177, byte miss ratio 0.3177
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size     1693, 7437433 req, miss ratio 0.2201, byte miss ratio 0.2201
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size     5081, 7437433 req, miss ratio 0.1363, byte miss ratio 0.1363
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size    16938, 7437433 req, miss ratio 0.0685, byte miss ratio 0.0685
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size    33877, 7437433 req, miss ratio 0.0418, byte miss ratio 0.0418
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size    67754, 7437433 req, miss ratio 0.0256, byte miss ratio 0.0256
cdn1_allcolo.ns499 S3FIFO-0.4000-0.9000 cache size   135508, 7437433 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_allcolo.ns499 S3FIFO-0.0250-0.9000 cache size      169, 7437433 req, miss ratio 0.3810, byte miss ratio 0.3810
cdn1_allcolo.ns499 S3FIFO-0.0250-0.9000 cache size      508, 7437433 req, miss ratio 0.3015, byte miss ratio 0.3015
cdn1_allcolo.ns499 S3FIFO-0.0250-0.9000 cache size     1693, 7437433 req, miss ratio 0.2031, byte miss ratio 0.2031
cdn1_allcolo.ns499 S3FIFO-0.0250-0.9000 cache size     5081, 7437433 req, miss ratio 0.1237, byte miss ratio 0.1237
cdn1_allcolo.ns499 S3FIFO-0.0250-0.9000 cache size    16938, 7437433 req, miss ratio 0.0624, byte miss ratio 0.0624
cdn1_allcolo.ns499 S3FIFO-0.0250-0.9000 cache size    33877, 7437433 req, miss ratio 0.0388, byte miss ratio 0.0388
