cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size       16, 3080394 req, miss ratio 0.6636, byte miss ratio 0.6636
cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size       49, 3080394 req, miss ratio 0.4562, byte miss ratio 0.4562
cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size      165, 3080394 req, miss ratio 0.2854, byte miss ratio 0.2854
cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size      496, 3080394 req, miss ratio 0.1295, byte miss ratio 0.1295
cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size     1654, 3080394 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size     3309, 3080394 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size     6618, 3080394 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_colo28.ns2095 S3FIFO-0.7000-1.9000 cache size    13236, 3080394 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size       16, 3080394 req, miss ratio 0.7212, byte miss ratio 0.7212
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size       49, 3080394 req, miss ratio 0.5119, byte miss ratio 0.5119
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size      165, 3080394 req, miss ratio 0.3128, byte miss ratio 0.3128
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size      496, 3080394 req, miss ratio 0.1467, byte miss ratio 0.1467
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size     1654, 3080394 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size     3309, 3080394 req, miss ratio 0.0233, byte miss ratio 0.0233
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size     6618, 3080394 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_colo28.ns2095 S3FIFO-0.9500-1.9000 cache size    13236, 3080394 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size       16, 3080394 req, miss ratio 0.5900, byte miss ratio 0.5900
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size       49, 3080394 req, miss ratio 0.4183, byte miss ratio 0.4183
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size      165, 3080394 req, miss ratio 0.2687, byte miss ratio 0.2687
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size      496, 3080394 req, miss ratio 0.1197, byte miss ratio 0.1197
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size     1654, 3080394 req, miss ratio 0.0347, byte miss ratio 0.0347
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size     3309, 3080394 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size     6618, 3080394 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns2095 S3FIFO-0.5500-0.9000 cache size    13236, 3080394 req, miss ratio 0.0058, byte miss ratio 0.0058
