cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size       18, 6916927 req, miss ratio 0.2081, byte miss ratio 0.2081
cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size       55, 6916927 req, miss ratio 0.0814, byte miss ratio 0.0814
cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size      184, 6916927 req, miss ratio 0.0345, byte miss ratio 0.0345
cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size      552, 6916927 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size     1843, 6916927 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size     3686, 6916927 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size     7373, 6916927 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns194 S3FIFO-0.8000-0.9000 cache size    14746, 6916927 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size       18, 6916927 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size       55, 6916927 req, miss ratio 0.0536, byte miss ratio 0.0536
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size      184, 6916927 req, miss ratio 0.0243, byte miss ratio 0.0243
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size      552, 6916927 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size     1843, 6916927 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size     3686, 6916927 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size     7373, 6916927 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns194 S3FIFO-0.2000-0.9000 cache size    14746, 6916927 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns194 S3FIFO-0.6000-1.9000 cache size       18, 6916927 req, miss ratio 0.1810, byte miss ratio 0.1810
cdn1_allcolo.ns194 S3FIFO-0.6000-1.9000 cache size       55, 6916927 req, miss ratio 0.0707, byte miss ratio 0.0707
cdn1_allcolo.ns194 S3FIFO-0.6000-1.9000 cache size      184, 6916927 req, miss ratio 0.0303, byte miss ratio 0.0303
cdn1_allcolo.ns194 S3FIFO-0.6000-1.9000 cache size      552, 6916927 req, miss ratio 0.0168, byte miss ratio 0.0168
