cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size       26, 1535034 req, miss ratio 0.6668, byte miss ratio 0.6668
cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size       79, 1535034 req, miss ratio 0.5649, byte miss ratio 0.5649
cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size      264, 1535034 req, miss ratio 0.4141, byte miss ratio 0.4141
cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size      792, 1535034 req, miss ratio 0.2674, byte miss ratio 0.2674
cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size     2640, 1535034 req, miss ratio 0.1203, byte miss ratio 0.1203
cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size     5281, 1535034 req, miss ratio 0.0602, byte miss ratio 0.0602
cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size    10562, 1535034 req, miss ratio 0.0279, byte miss ratio 0.0279
cdn1_allcolo.ns1545 S3FIFO-0.0500-0.9000 cache size    21125, 1535034 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size       26, 1535034 req, miss ratio 0.7322, byte miss ratio 0.7322
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size       79, 1535034 req, miss ratio 0.6136, byte miss ratio 0.6136
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size      264, 1535034 req, miss ratio 0.4740, byte miss ratio 0.4740
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size      792, 1535034 req, miss ratio 0.3281, byte miss ratio 0.3281
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size     2640, 1535034 req, miss ratio 0.1626, byte miss ratio 0.1626
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size     5281, 1535034 req, miss ratio 0.0846, byte miss ratio 0.0846
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size    10562, 1535034 req, miss ratio 0.0377, byte miss ratio 0.0377
cdn1_allcolo.ns1545 S3FIFO-0.7000-0.9000 cache size    21125, 1535034 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_allcolo.ns1545 S3FIFO-0.6500-0.9000 cache size       26, 1535034 req, miss ratio 0.7201, byte miss ratio 0.7201
cdn1_allcolo.ns1545 S3FIFO-0.6500-0.9000 cache size       79, 1535034 req, miss ratio 0.6054, byte miss ratio 0.6054
cdn1_allcolo.ns1545 S3FIFO-0.6500-0.9000 cache size      264, 1535034 req, miss ratio 0.4672, byte miss ratio 0.4672
cdn1_allcolo.ns1545 S3FIFO-0.6500-0.9000 cache size      792, 1535034 req, miss ratio 0.3216, byte miss ratio 0.3216
