io_traces.ns262 S3FIFO-0.7000-0.9000 cache size     2513, 78800000 req, miss ratio 0.1202, byte miss ratio 0.1202
io_traces.ns262 S3FIFO-0.7000-0.9000 cache size     7541, 78800000 req, miss ratio 0.0912, byte miss ratio 0.0912
io_traces.ns262 S3FIFO-0.7000-0.9000 cache size    25138, 78800000 req, miss ratio 0.0726, byte miss ratio 0.0726
io_traces.ns262 S3FIFO-0.7000-0.9000 cache size    75414, 78800000 req, miss ratio 0.0545, byte miss ratio 0.0545
io_traces.ns262 S3FIFO-0.7000-0.9000 cache size   251381, 78800000 req, miss ratio 0.0418, byte miss ratio 0.0418
io_traces.ns262 S3FIFO-0.7000-0.9000 cache size   502763, 78800000 req, miss ratio 0.0384, byte miss ratio 0.0384
io_traces.ns262 S3FIFO-0.7000-0.9000 cache size  1005526, 78800000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns262 S3FIFO-0.7000-0.9000 cache size  2011052, 78800000 req, miss ratio 0.0366, byte miss ratio 0.0366
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size     2513, 78800000 req, miss ratio 0.0983, byte miss ratio 0.0983
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size     7541, 78800000 req, miss ratio 0.0899, byte miss ratio 0.0899
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size    25138, 78800000 req, miss ratio 0.0730, byte miss ratio 0.0730
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size    75414, 78800000 req, miss ratio 0.0572, byte miss ratio 0.0572
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size   251381, 78800000 req, miss ratio 0.0390, byte miss ratio 0.0390
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size   502763, 78800000 req, miss ratio 0.0382, byte miss ratio 0.0382
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size  1005526, 78800000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns262 S3FIFO-0.2000-1.9000 cache size  2011052, 78800000 req, miss ratio 0.0346, byte miss ratio 0.0346
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size     2513, 78800000 req, miss ratio 0.1035, byte miss ratio 0.1035
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size     7541, 78800000 req, miss ratio 0.0922, byte miss ratio 0.0922
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size    25138, 78800000 req, miss ratio 0.0751, byte miss ratio 0.0751
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size    75414, 78800000 req, miss ratio 0.0627, byte miss ratio 0.0627
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size   251381, 78800000 req, miss ratio 0.0453, byte miss ratio 0.0453
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size   502763, 78800000 req, miss ratio 0.0422, byte miss ratio 0.0422
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size  1005526, 78800000 req, miss ratio 0.0389, byte miss ratio 0.0389
io_traces.ns262 S3FIFO-0.0100-0.9000 cache size  2011052, 78800000 req, miss ratio 0.0327, byte miss ratio 0.0327
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size     2513, 78800000 req, miss ratio 0.0986, byte miss ratio 0.0986
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size     7541, 78800000 req, miss ratio 0.0897, byte miss ratio 0.0897
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size    25138, 78800000 req, miss ratio 0.0727, byte miss ratio 0.0727
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size    75414, 78800000 req, miss ratio 0.0590, byte miss ratio 0.0590
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size   251381, 78800000 req, miss ratio 0.0391, byte miss ratio 0.0391
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size   502763, 78800000 req, miss ratio 0.0382, byte miss ratio 0.0382
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size  1005526, 78800000 req, miss ratio 0.0372, byte miss ratio 0.0372
io_traces.ns262 S3FIFO-0.1500-0.9000 cache size  2011052, 78800000 req, miss ratio 0.0339, byte miss ratio 0.0339
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size     2513, 78800000 req, miss ratio 0.1026, byte miss ratio 0.1026
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size     7541, 78800000 req, miss ratio 0.0905, byte miss ratio 0.0905
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size    25138, 78800000 req, miss ratio 0.0731, byte miss ratio 0.0731
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size    75414, 78800000 req, miss ratio 0.0547, byte miss ratio 0.0547
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size   251381, 78800000 req, miss ratio 0.0395, byte miss ratio 0.0395
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size   502763, 78800000 req, miss ratio 0.0381, byte miss ratio 0.0381
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size  1005526, 78800000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns262 S3FIFO-0.4500-1.9000 cache size  2011052, 78800000 req, miss ratio 0.0366, byte miss ratio 0.0366
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size     2513, 78800000 req, miss ratio 0.1267, byte miss ratio 0.1267
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size     7541, 78800000 req, miss ratio 0.0933, byte miss ratio 0.0933
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size    25138, 78800000 req, miss ratio 0.0721, byte miss ratio 0.0721
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size    75414, 78800000 req, miss ratio 0.0544, byte miss ratio 0.0544
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size   251381, 78800000 req, miss ratio 0.0431, byte miss ratio 0.0431
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size   502763, 78800000 req, miss ratio 0.0392, byte miss ratio 0.0392
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size  1005526, 78800000 req, miss ratio 0.0372, byte miss ratio 0.0372
io_traces.ns262 S3FIFO-0.8000-1.9000 cache size  2011052, 78800000 req, miss ratio 0.0366, byte miss ratio 0.0366
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size     2513, 78800000 req, miss ratio 0.1236, byte miss ratio 0.1236
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size     7541, 78800000 req, miss ratio 0.0916, byte miss ratio 0.0916
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size    25138, 78800000 req, miss ratio 0.0726, byte miss ratio 0.0726
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size    75414, 78800000 req, miss ratio 0.0544, byte miss ratio 0.0544
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size   251381, 78800000 req, miss ratio 0.0425, byte miss ratio 0.0425
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size   502763, 78800000 req, miss ratio 0.0387, byte miss ratio 0.0387
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size  1005526, 78800000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns262 S3FIFO-0.7500-0.9000 cache size  2011052, 78800000 req, miss ratio 0.0366, byte miss ratio 0.0366
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size     2513, 78800000 req, miss ratio 0.1352, byte miss ratio 0.1352
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size     7541, 78800000 req, miss ratio 0.1006, byte miss ratio 0.1006
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size    25138, 78800000 req, miss ratio 0.0732, byte miss ratio 0.0732
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size    75414, 78800000 req, miss ratio 0.0542, byte miss ratio 0.0542
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size   251381, 78800000 req, miss ratio 0.0439, byte miss ratio 0.0439
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size   502763, 78800000 req, miss ratio 0.0406, byte miss ratio 0.0406
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size  1005526, 78800000 req, miss ratio 0.0381, byte miss ratio 0.0381
io_traces.ns262 S3FIFO-0.9500-1.9000 cache size  2011052, 78800000 req, miss ratio 0.0369, byte miss ratio 0.0369
io_traces.ns262 S3FIFO-0.2500-1.9000 cache size     2513, 78800000 req, miss ratio 0.0983, byte miss ratio 0.0983
io_traces.ns262 S3FIFO-0.2500-1.9000 cache size     7541, 78800000 req, miss ratio 0.0900, byte miss ratio 0.0900
io_traces.ns262 S3FIFO-0.2500-1.9000 cache size    25138, 78800000 req, miss ratio 0.0730, byte miss ratio 0.0730
io_traces.ns262 S3FIFO-0.2500-1.9000 cache size    75414, 78800000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns262 S3FIFO-0.2500-1.9000 cache size   251381, 78800000 req, miss ratio 0.0390, byte miss ratio 0.0390
io_traces.ns262 S3FIFO-0.2500-1.9000 cache size   502763, 78800000 req, miss ratio 0.0381, byte miss ratio 0.0381
