io_traces.ns176 S3FIFO-0.1000-0.9000 cache size     1610, 18800000 req, miss ratio 0.1155, byte miss ratio 0.1155
io_traces.ns176 S3FIFO-0.1000-0.9000 cache size     4830, 18800000 req, miss ratio 0.1140, byte miss ratio 0.1140
io_traces.ns176 S3FIFO-0.1000-0.9000 cache size    16100, 18800000 req, miss ratio 0.1091, byte miss ratio 0.1091
io_traces.ns176 S3FIFO-0.1000-0.9000 cache size    48301, 18800000 req, miss ratio 0.1062, byte miss ratio 0.1062
io_traces.ns176 S3FIFO-0.1000-0.9000 cache size   161006, 18800000 req, miss ratio 0.0991, byte miss ratio 0.0991
io_traces.ns176 S3FIFO-0.1000-0.9000 cache size   322012, 18800000 req, miss ratio 0.0956, byte miss ratio 0.0956
io_traces.ns176 S3FIFO-0.1000-0.9000 cache size   644025, 18800000 req, miss ratio 0.0909, byte miss ratio 0.0909
io_traces.ns176 S3FIFO-0.1000-0.9000 cache size  1288051, 18800000 req, miss ratio 0.0861, byte miss ratio 0.0861
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size     1610, 18800000 req, miss ratio 0.1176, byte miss ratio 0.1176
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size     4830, 18800000 req, miss ratio 0.1143, byte miss ratio 0.1143
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size    16100, 18800000 req, miss ratio 0.1087, byte miss ratio 0.1087
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size    48301, 18800000 req, miss ratio 0.1053, byte miss ratio 0.1053
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size   161006, 18800000 req, miss ratio 0.0985, byte miss ratio 0.0985
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size   322012, 18800000 req, miss ratio 0.0955, byte miss ratio 0.0955
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size   644025, 18800000 req, miss ratio 0.0909, byte miss ratio 0.0909
io_traces.ns176 S3FIFO-0.0250-1.9000 cache size  1288051, 18800000 req, miss ratio 0.0861, byte miss ratio 0.0861
io_traces.ns176 S3FIFO-0.4000-1.9000 cache size     1610, 18800000 req, miss ratio 0.1152, byte miss ratio 0.1152
io_traces.ns176 S3FIFO-0.4000-1.9000 cache size     4830, 18800000 req, miss ratio 0.1140, byte miss ratio 0.1140
io_traces.ns176 S3FIFO-0.4000-1.9000 cache size    16100, 18800000 req, miss ratio 0.1094, byte miss ratio 0.1094
io_traces.ns176 S3FIFO-0.4000-1.9000 cache size    48301, 18800000 req, miss ratio 0.1061, byte miss ratio 0.1061
io_traces.ns176 S3FIFO-0.4000-1.9000 cache size   161006, 18800000 req, miss ratio 0.0991, byte miss ratio 0.0991
