cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size      101, 3114923 req, miss ratio 0.1042, byte miss ratio 0.1042
cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size      304, 3114923 req, miss ratio 0.0936, byte miss ratio 0.0936
cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size     1013, 3114923 req, miss ratio 0.0841, byte miss ratio 0.0841
cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size     3040, 3114923 req, miss ratio 0.0747, byte miss ratio 0.0747
cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size    10135, 3114923 req, miss ratio 0.0616, byte miss ratio 0.0616
cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size    20271, 3114923 req, miss ratio 0.0522, byte miss ratio 0.0522
cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size    40542, 3114923 req, miss ratio 0.0410, byte miss ratio 0.0410
cdn1_allcolo.ns1371 S3FIFO-0.5500-0.9000 cache size    81084, 3114923 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size      101, 3114923 req, miss ratio 0.1011, byte miss ratio 0.1011
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size      304, 3114923 req, miss ratio 0.0922, byte miss ratio 0.0922
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size     1013, 3114923 req, miss ratio 0.0816, byte miss ratio 0.0816
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size     3040, 3114923 req, miss ratio 0.0721, byte miss ratio 0.0721
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size    10135, 3114923 req, miss ratio 0.0586, byte miss ratio 0.0586
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size    20271, 3114923 req, miss ratio 0.0489, byte miss ratio 0.0489
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size    40542, 3114923 req, miss ratio 0.0398, byte miss ratio 0.0398
cdn1_allcolo.ns1371 S3FIFO-0.1500-0.9000 cache size    81084, 3114923 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size      101, 3114923 req, miss ratio 0.1015, byte miss ratio 0.1015
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size      304, 3114923 req, miss ratio 0.0921, byte miss ratio 0.0921
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size     1013, 3114923 req, miss ratio 0.0820, byte miss ratio 0.0820
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size     3040, 3114923 req, miss ratio 0.0725, byte miss ratio 0.0725
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size    10135, 3114923 req, miss ratio 0.0590, byte miss ratio 0.0590
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size    20271, 3114923 req, miss ratio 0.0492, byte miss ratio 0.0492
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size    40542, 3114923 req, miss ratio 0.0399, byte miss ratio 0.0399
cdn1_allcolo.ns1371 S3FIFO-0.2500-0.9000 cache size    81084, 3114923 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size      101, 3114923 req, miss ratio 0.1020, byte miss ratio 0.1020
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size      304, 3114923 req, miss ratio 0.0923, byte miss ratio 0.0923
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size     1013, 3114923 req, miss ratio 0.0826, byte miss ratio 0.0826
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size     3040, 3114923 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size    10135, 3114923 req, miss ratio 0.0596, byte miss ratio 0.0596
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size    20271, 3114923 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size    40542, 3114923 req, miss ratio 0.0402, byte miss ratio 0.0402
cdn1_allcolo.ns1371 S3FIFO-0.3500-0.9000 cache size    81084, 3114923 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size      101, 3114923 req, miss ratio 0.1020, byte miss ratio 0.1020
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size      304, 3114923 req, miss ratio 0.0933, byte miss ratio 0.0933
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size     1013, 3114923 req, miss ratio 0.0833, byte miss ratio 0.0833
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size     3040, 3114923 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size    10135, 3114923 req, miss ratio 0.0589, byte miss ratio 0.0589
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size    20271, 3114923 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size    40542, 3114923 req, miss ratio 0.0399, byte miss ratio 0.0399
cdn1_allcolo.ns1371 S3FIFO-0.0100-1.9000 cache size    81084, 3114923 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size      101, 3114923 req, miss ratio 0.1163, byte miss ratio 0.1163
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size      304, 3114923 req, miss ratio 0.1013, byte miss ratio 0.1013
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size     1013, 3114923 req, miss ratio 0.0902, byte miss ratio 0.0902
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size     3040, 3114923 req, miss ratio 0.0803, byte miss ratio 0.0803
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size    10135, 3114923 req, miss ratio 0.0667, byte miss ratio 0.0667
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size    20271, 3114923 req, miss ratio 0.0563, byte miss ratio 0.0563
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size    40542, 3114923 req, miss ratio 0.0447, byte miss ratio 0.0447
cdn1_allcolo.ns1371 S3FIFO-0.9000-1.9000 cache size    81084, 3114923 req, miss ratio 0.0343, byte miss ratio 0.0343
cdn1_allcolo.ns1371 S3FIFO-0.7500-0.9000 cache size      101, 3114923 req, miss ratio 0.1090, byte miss ratio 0.1090
cdn1_allcolo.ns1371 S3FIFO-0.7500-0.9000 cache size      304, 3114923 req, miss ratio 0.0963, byte miss ratio 0.0963
