io_traces.ns429 S3FIFO-0.3500-1.9000 cache size      232, 2400000 req, miss ratio 0.5741, byte miss ratio 0.5741
io_traces.ns429 S3FIFO-0.3500-1.9000 cache size      698, 2400000 req, miss ratio 0.5619, byte miss ratio 0.5619
io_traces.ns429 S3FIFO-0.3500-1.9000 cache size     2328, 2400000 req, miss ratio 0.5386, byte miss ratio 0.5386
io_traces.ns429 S3FIFO-0.3500-1.9000 cache size     6984, 2400000 req, miss ratio 0.5307, byte miss ratio 0.5307
io_traces.ns429 S3FIFO-0.3500-1.9000 cache size    23282, 2400000 req, miss ratio 0.3420, byte miss ratio 0.3420
io_traces.ns429 S3FIFO-0.3500-1.9000 cache size    46565, 2400000 req, miss ratio 0.1464, byte miss ratio 0.1464
io_traces.ns429 S3FIFO-0.3500-1.9000 cache size    93130, 2400000 req, miss ratio 0.0996, byte miss ratio 0.0996
io_traces.ns429 S3FIFO-0.3500-1.9000 cache size   186261, 2400000 req, miss ratio 0.0971, byte miss ratio 0.0971
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size      232, 2400000 req, miss ratio 0.5944, byte miss ratio 0.5944
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size      698, 2400000 req, miss ratio 0.5860, byte miss ratio 0.5860
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size     2328, 2400000 req, miss ratio 0.5329, byte miss ratio 0.5329
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size     6984, 2400000 req, miss ratio 0.4754, byte miss ratio 0.4754
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size    23282, 2400000 req, miss ratio 0.2896, byte miss ratio 0.2896
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size    46565, 2400000 req, miss ratio 0.1087, byte miss ratio 0.1087
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size    93130, 2400000 req, miss ratio 0.1008, byte miss ratio 0.1008
io_traces.ns429 S3FIFO-0.0100-1.9000 cache size   186261, 2400000 req, miss ratio 0.0971, byte miss ratio 0.0971
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size      232, 2400000 req, miss ratio 0.5750, byte miss ratio 0.5750
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size      698, 2400000 req, miss ratio 0.5617, byte miss ratio 0.5617
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size     2328, 2400000 req, miss ratio 0.5432, byte miss ratio 0.5432
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size     6984, 2400000 req, miss ratio 0.5223, byte miss ratio 0.5223
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size    23282, 2400000 req, miss ratio 0.3553, byte miss ratio 0.3553
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size    46565, 2400000 req, miss ratio 0.1625, byte miss ratio 0.1625
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size    93130, 2400000 req, miss ratio 0.0998, byte miss ratio 0.0998
io_traces.ns429 S3FIFO-0.4500-0.9000 cache size   186261, 2400000 req, miss ratio 0.0971, byte miss ratio 0.0971
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size      232, 2400000 req, miss ratio 0.6615, byte miss ratio 0.6615
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size      698, 2400000 req, miss ratio 0.5734, byte miss ratio 0.5734
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size     2328, 2400000 req, miss ratio 0.5516, byte miss ratio 0.5516
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size     6984, 2400000 req, miss ratio 0.5447, byte miss ratio 0.5447
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size    23282, 2400000 req, miss ratio 0.3851, byte miss ratio 0.3851
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size    46565, 2400000 req, miss ratio 0.2075, byte miss ratio 0.2075
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size    93130, 2400000 req, miss ratio 0.1247, byte miss ratio 0.1247
io_traces.ns429 S3FIFO-0.8500-1.9000 cache size   186261, 2400000 req, miss ratio 0.1035, byte miss ratio 0.1035
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size      232, 2400000 req, miss ratio 0.5755, byte miss ratio 0.5755
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size      698, 2400000 req, miss ratio 0.5603, byte miss ratio 0.5603
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size     2328, 2400000 req, miss ratio 0.5430, byte miss ratio 0.5430
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size     6984, 2400000 req, miss ratio 0.5373, byte miss ratio 0.5373
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size    23282, 2400000 req, miss ratio 0.3609, byte miss ratio 0.3609
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size    46565, 2400000 req, miss ratio 0.1695, byte miss ratio 0.1695
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size    93130, 2400000 req, miss ratio 0.1003, byte miss ratio 0.1003
io_traces.ns429 S3FIFO-0.5000-1.9000 cache size   186261, 2400000 req, miss ratio 0.0971, byte miss ratio 0.0971
io_traces.ns429 S3FIFO-0.5500-1.9000 cache size      232, 2400000 req, miss ratio 0.5775, byte miss ratio 0.5775
io_traces.ns429 S3FIFO-0.5500-1.9000 cache size      698, 2400000 req, miss ratio 0.5599, byte miss ratio 0.5599
io_traces.ns429 S3FIFO-0.5500-1.9000 cache size     2328, 2400000 req, miss ratio 0.5444, byte miss ratio 0.5444
io_traces.ns429 S3FIFO-0.5500-1.9000 cache size     6984, 2400000 req, miss ratio 0.5385, byte miss ratio 0.5385
io_traces.ns429 S3FIFO-0.5500-1.9000 cache size    23282, 2400000 req, miss ratio 0.3645, byte miss ratio 0.3645
io_traces.ns429 S3FIFO-0.5500-1.9000 cache size    46565, 2400000 req, miss ratio 0.1764, byte miss ratio 0.1764
