tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size     2918, 49526846 req, miss ratio 0.7175, byte miss ratio 0.7175
tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size     8755, 49526846 req, miss ratio 0.6083, byte miss ratio 0.6083
tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size    29185, 49526846 req, miss ratio 0.4979, byte miss ratio 0.4979
tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size    87556, 49526846 req, miss ratio 0.3806, byte miss ratio 0.3806
tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size   291854, 49526846 req, miss ratio 0.2109, byte miss ratio 0.2109
tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size   583709, 49526846 req, miss ratio 0.1383, byte miss ratio 0.1383
tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size  1167419, 49526846 req, miss ratio 0.0834, byte miss ratio 0.0834
tencentBlock.ns8420 S3FIFO-0.4000-0.9000 cache size  2334839, 49526846 req, miss ratio 0.0615, byte miss ratio 0.0615
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size     2918, 49526846 req, miss ratio 0.7363, byte miss ratio 0.7363
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size     8755, 49526846 req, miss ratio 0.6316, byte miss ratio 0.6316
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size    29185, 49526846 req, miss ratio 0.4990, byte miss ratio 0.4990
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size    87556, 49526846 req, miss ratio 0.3693, byte miss ratio 0.3693
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size   291854, 49526846 req, miss ratio 0.2080, byte miss ratio 0.2080
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size   583709, 49526846 req, miss ratio 0.1275, byte miss ratio 0.1275
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size  1167419, 49526846 req, miss ratio 0.0810, byte miss ratio 0.0810
tencentBlock.ns8420 S3FIFO-0.1000-0.9000 cache size  2334839, 49526846 req, miss ratio 0.0613, byte miss ratio 0.0613
tencentBlock.ns8420 S3FIFO-0.0010-0.9000 cache size     2918, 49526846 req, miss ratio 0.7553, byte miss ratio 0.7553
tencentBlock.ns8420 S3FIFO-0.0010-0.9000 cache size     8755, 49526846 req, miss ratio 0.6730, byte miss ratio 0.6730
tencentBlock.ns8420 S3FIFO-0.0010-0.9000 cache size    29185, 49526846 req, miss ratio 0.5556, byte miss ratio 0.5556
