cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size      190, 4229096 req, miss ratio 0.8439, byte miss ratio 0.8439
cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size      571, 4229096 req, miss ratio 0.7460, byte miss ratio 0.7460
cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size     1904, 4229096 req, miss ratio 0.6003, byte miss ratio 0.6003
cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size     5713, 4229096 req, miss ratio 0.4363, byte miss ratio 0.4363
cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size    19044, 4229096 req, miss ratio 0.2446, byte miss ratio 0.2446
cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size    38088, 4229096 req, miss ratio 0.1504, byte miss ratio 0.1504
cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size    76176, 4229096 req, miss ratio 0.0837, byte miss ratio 0.0837
cdn1_allcolo.ns2886 S3FIFO-0.8000-0.9000 cache size   152352, 4229096 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size      190, 4229096 req, miss ratio 0.7679, byte miss ratio 0.7679
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size      571, 4229096 req, miss ratio 0.6542, byte miss ratio 0.6542
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size     1904, 4229096 req, miss ratio 0.5070, byte miss ratio 0.5070
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size     5713, 4229096 req, miss ratio 0.3553, byte miss ratio 0.3553
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size    19044, 4229096 req, miss ratio 0.1894, byte miss ratio 0.1894
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size    38088, 4229096 req, miss ratio 0.1138, byte miss ratio 0.1138
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size    76176, 4229096 req, miss ratio 0.0656, byte miss ratio 0.0656
cdn1_allcolo.ns2886 S3FIFO-0.1500-1.9000 cache size   152352, 4229096 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size      190, 4229096 req, miss ratio 0.7577, byte miss ratio 0.7577
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size      571, 4229096 req, miss ratio 0.6398, byte miss ratio 0.6398
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size     1904, 4229096 req, miss ratio 0.4898, byte miss ratio 0.4898
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size     5713, 4229096 req, miss ratio 0.3383, byte miss ratio 0.3383
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size    19044, 4229096 req, miss ratio 0.1784, byte miss ratio 0.1784
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size    38088, 4229096 req, miss ratio 0.1082, byte miss ratio 0.1082
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size    76176, 4229096 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_allcolo.ns2886 S3FIFO-0.0500-0.9000 cache size   152352, 4229096 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size      190, 4229096 req, miss ratio 0.8346, byte miss ratio 0.8346
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size      571, 4229096 req, miss ratio 0.7349, byte miss ratio 0.7349
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size     1904, 4229096 req, miss ratio 0.5892, byte miss ratio 0.5892
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size     5713, 4229096 req, miss ratio 0.4274, byte miss ratio 0.4274
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size    19044, 4229096 req, miss ratio 0.2390, byte miss ratio 0.2390
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size    38088, 4229096 req, miss ratio 0.1467, byte miss ratio 0.1467
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size    76176, 4229096 req, miss ratio 0.0816, byte miss ratio 0.0816
cdn1_allcolo.ns2886 S3FIFO-0.7500-0.9000 cache size   152352, 4229096 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size      190, 4229096 req, miss ratio 0.7573, byte miss ratio 0.7573
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size      571, 4229096 req, miss ratio 0.6400, byte miss ratio 0.6400
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size     1904, 4229096 req, miss ratio 0.4878, byte miss ratio 0.4878
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size     5713, 4229096 req, miss ratio 0.3361, byte miss ratio 0.3361
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size    19044, 4229096 req, miss ratio 0.1771, byte miss ratio 0.1771
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size    38088, 4229096 req, miss ratio 0.1079, byte miss ratio 0.1079
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size    76176, 4229096 req, miss ratio 0.0647, byte miss ratio 0.0647
cdn1_allcolo.ns2886 S3FIFO-0.0100-0.9000 cache size   152352, 4229096 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size      190, 4229096 req, miss ratio 0.7578, byte miss ratio 0.7578
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size      571, 4229096 req, miss ratio 0.6388, byte miss ratio 0.6388
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size     1904, 4229096 req, miss ratio 0.4881, byte miss ratio 0.4881
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size     5713, 4229096 req, miss ratio 0.3367, byte miss ratio 0.3367
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size    19044, 4229096 req, miss ratio 0.1774, byte miss ratio 0.1774
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size    38088, 4229096 req, miss ratio 0.1078, byte miss ratio 0.1078
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size    76176, 4229096 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_allcolo.ns2886 S3FIFO-0.0250-0.9000 cache size   152352, 4229096 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2886 S3FIFO-0.0100-1.9000 cache size      190, 4229096 req, miss ratio 0.7615, byte miss ratio 0.7615
cdn1_allcolo.ns2886 S3FIFO-0.0100-1.9000 cache size      571, 4229096 req, miss ratio 0.6455, byte miss ratio 0.6455
cdn1_allcolo.ns2886 S3FIFO-0.0100-1.9000 cache size     1904, 4229096 req, miss ratio 0.4950, byte miss ratio 0.4950
cdn1_allcolo.ns2886 S3FIFO-0.0100-1.9000 cache size     5713, 4229096 req, miss ratio 0.3436, byte miss ratio 0.3436
cdn1_allcolo.ns2886 S3FIFO-0.0100-1.9000 cache size    19044, 4229096 req, miss ratio 0.1824, byte miss ratio 0.1824
cdn1_allcolo.ns2886 S3FIFO-0.0100-1.9000 cache size    38088, 4229096 req, miss ratio 0.1101, byte miss ratio 0.1101
