tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size     1040, 5825009 req, miss ratio 0.4289, byte miss ratio 0.4289
tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size     3122, 5825009 req, miss ratio 0.3945, byte miss ratio 0.3945
tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size    10408, 5825009 req, miss ratio 0.3877, byte miss ratio 0.3877
tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size    31224, 5825009 req, miss ratio 0.3741, byte miss ratio 0.3741
tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size   104081, 5825009 req, miss ratio 0.3434, byte miss ratio 0.3434
tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size   208162, 5825009 req, miss ratio 0.2643, byte miss ratio 0.2643
tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size   416325, 5825009 req, miss ratio 0.2038, byte miss ratio 0.2038
tencentBlock.ns4607 S3FIFO-0.0050-1.9000 cache size   832650, 5825009 req, miss ratio 0.1819, byte miss ratio 0.1819
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size     1040, 5825009 req, miss ratio 0.4479, byte miss ratio 0.4479
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size     3122, 5825009 req, miss ratio 0.3963, byte miss ratio 0.3963
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size    10408, 5825009 req, miss ratio 0.3816, byte miss ratio 0.3816
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size    31224, 5825009 req, miss ratio 0.3774, byte miss ratio 0.3774
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size   104081, 5825009 req, miss ratio 0.3439, byte miss ratio 0.3439
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size   208162, 5825009 req, miss ratio 0.2729, byte miss ratio 0.2729
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size   416325, 5825009 req, miss ratio 0.2086, byte miss ratio 0.2086
tencentBlock.ns4607 S3FIFO-0.8000-1.9000 cache size   832650, 5825009 req, miss ratio 0.1835, byte miss ratio 0.1835
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size     1040, 5825009 req, miss ratio 0.4407, byte miss ratio 0.4407
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size     3122, 5825009 req, miss ratio 0.3941, byte miss ratio 0.3941
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size    10408, 5825009 req, miss ratio 0.3815, byte miss ratio 0.3815
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size    31224, 5825009 req, miss ratio 0.3775, byte miss ratio 0.3775
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size   104081, 5825009 req, miss ratio 0.3425, byte miss ratio 0.3425
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size   208162, 5825009 req, miss ratio 0.2725, byte miss ratio 0.2725
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size   416325, 5825009 req, miss ratio 0.2065, byte miss ratio 0.2065
tencentBlock.ns4607 S3FIFO-0.7500-1.9000 cache size   832650, 5825009 req, miss ratio 0.1833, byte miss ratio 0.1833
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size     1040, 5825009 req, miss ratio 0.4126, byte miss ratio 0.4126
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size     3122, 5825009 req, miss ratio 0.3853, byte miss ratio 0.3853
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size    10408, 5825009 req, miss ratio 0.3814, byte miss ratio 0.3814
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size    31224, 5825009 req, miss ratio 0.3774, byte miss ratio 0.3774
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size   104081, 5825009 req, miss ratio 0.3446, byte miss ratio 0.3446
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size   208162, 5825009 req, miss ratio 0.2737, byte miss ratio 0.2737
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size   416325, 5825009 req, miss ratio 0.2012, byte miss ratio 0.2012
tencentBlock.ns4607 S3FIFO-0.5500-1.9000 cache size   832650, 5825009 req, miss ratio 0.1824, byte miss ratio 0.1824
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size     1040, 5825009 req, miss ratio 0.4618, byte miss ratio 0.4618
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size     3122, 5825009 req, miss ratio 0.4095, byte miss ratio 0.4095
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size    10408, 5825009 req, miss ratio 0.3854, byte miss ratio 0.3854
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size    31224, 5825009 req, miss ratio 0.3757, byte miss ratio 0.3757
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size   104081, 5825009 req, miss ratio 0.3408, byte miss ratio 0.3408
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size   208162, 5825009 req, miss ratio 0.2727, byte miss ratio 0.2727
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size   416325, 5825009 req, miss ratio 0.2129, byte miss ratio 0.2129
tencentBlock.ns4607 S3FIFO-0.9500-0.9000 cache size   832650, 5825009 req, miss ratio 0.1872, byte miss ratio 0.1872
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size     1040, 5825009 req, miss ratio 0.4127, byte miss ratio 0.4127
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size     3122, 5825009 req, miss ratio 0.3850, byte miss ratio 0.3850
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size    10408, 5825009 req, miss ratio 0.3820, byte miss ratio 0.3820
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size    31224, 5825009 req, miss ratio 0.3752, byte miss ratio 0.3752
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size   104081, 5825009 req, miss ratio 0.3446, byte miss ratio 0.3446
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size   208162, 5825009 req, miss ratio 0.2711, byte miss ratio 0.2711
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size   416325, 5825009 req, miss ratio 0.1997, byte miss ratio 0.1997
tencentBlock.ns4607 S3FIFO-0.2000-1.9000 cache size   832650, 5825009 req, miss ratio 0.1815, byte miss ratio 0.1815
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size     1040, 5825009 req, miss ratio 0.4251, byte miss ratio 0.4251
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size     3122, 5825009 req, miss ratio 0.3926, byte miss ratio 0.3926
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size    10408, 5825009 req, miss ratio 0.3815, byte miss ratio 0.3815
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size    31224, 5825009 req, miss ratio 0.3773, byte miss ratio 0.3773
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size   104081, 5825009 req, miss ratio 0.3439, byte miss ratio 0.3439
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size   208162, 5825009 req, miss ratio 0.2717, byte miss ratio 0.2717
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size   416325, 5825009 req, miss ratio 0.2051, byte miss ratio 0.2051
tencentBlock.ns4607 S3FIFO-0.7000-0.9000 cache size   832650, 5825009 req, miss ratio 0.1831, byte miss ratio 0.1831
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size     1040, 5825009 req, miss ratio 0.4113, byte miss ratio 0.4113
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size     3122, 5825009 req, miss ratio 0.3852, byte miss ratio 0.3852
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size    10408, 5825009 req, miss ratio 0.3813, byte miss ratio 0.3813
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size    31224, 5825009 req, miss ratio 0.3771, byte miss ratio 0.3771
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size   104081, 5825009 req, miss ratio 0.3459, byte miss ratio 0.3459
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size   208162, 5825009 req, miss ratio 0.2780, byte miss ratio 0.2780
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size   416325, 5825009 req, miss ratio 0.1992, byte miss ratio 0.1992
tencentBlock.ns4607 S3FIFO-0.4500-0.9000 cache size   832650, 5825009 req, miss ratio 0.1820, byte miss ratio 0.1820
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size     1040, 5825009 req, miss ratio 0.4144, byte miss ratio 0.4144
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size     3122, 5825009 req, miss ratio 0.3904, byte miss ratio 0.3904
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size    10408, 5825009 req, miss ratio 0.3815, byte miss ratio 0.3815
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size    31224, 5825009 req, miss ratio 0.3774, byte miss ratio 0.3774
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size   104081, 5825009 req, miss ratio 0.3440, byte miss ratio 0.3440
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size   208162, 5825009 req, miss ratio 0.2710, byte miss ratio 0.2710
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size   416325, 5825009 req, miss ratio 0.2038, byte miss ratio 0.2038
tencentBlock.ns4607 S3FIFO-0.6500-0.9000 cache size   832650, 5825009 req, miss ratio 0.1829, byte miss ratio 0.1829
tencentBlock.ns4607 S3FIFO-0.3000-1.9000 cache size     1040, 5825009 req, miss ratio 0.4131, byte miss ratio 0.4131
tencentBlock.ns4607 S3FIFO-0.3000-1.9000 cache size     3122, 5825009 req, miss ratio 0.3850, byte miss ratio 0.3850
tencentBlock.ns4607 S3FIFO-0.3000-1.9000 cache size    10408, 5825009 req, miss ratio 0.3817, byte miss ratio 0.3817
