cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size       11, 3003379 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size       34, 3003379 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size      115, 3003379 req, miss ratio 0.8884, byte miss ratio 0.8884
cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size      346, 3003379 req, miss ratio 0.7950, byte miss ratio 0.7950
cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size     1155, 3003379 req, miss ratio 0.5978, byte miss ratio 0.5978
cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size     2310, 3003379 req, miss ratio 0.4118, byte miss ratio 0.4118
cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size     4620, 3003379 req, miss ratio 0.1716, byte miss ratio 0.1716
cdn1_allcolo.ns2080 S3FIFO-0.0250-1.9000 cache size     9240, 3003379 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size       11, 3003379 req, miss ratio 0.9531, byte miss ratio 0.9531
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size       34, 3003379 req, miss ratio 0.9306, byte miss ratio 0.9306
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size      115, 3003379 req, miss ratio 0.8855, byte miss ratio 0.8855
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size      346, 3003379 req, miss ratio 0.7835, byte miss ratio 0.7835
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size     1155, 3003379 req, miss ratio 0.5708, byte miss ratio 0.5708
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size     2310, 3003379 req, miss ratio 0.3996, byte miss ratio 0.3996
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size     4620, 3003379 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_allcolo.ns2080 S3FIFO-0.1000-0.9000 cache size     9240, 3003379 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size       11, 3003379 req, miss ratio 0.9626, byte miss ratio 0.9626
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size       34, 3003379 req, miss ratio 0.9397, byte miss ratio 0.9397
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size      115, 3003379 req, miss ratio 0.8909, byte miss ratio 0.8909
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size      346, 3003379 req, miss ratio 0.8162, byte miss ratio 0.8162
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size     1155, 3003379 req, miss ratio 0.6600, byte miss ratio 0.6600
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size     2310, 3003379 req, miss ratio 0.4775, byte miss ratio 0.4775
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size     4620, 3003379 req, miss ratio 0.2150, byte miss ratio 0.2150
cdn1_allcolo.ns2080 S3FIFO-0.4500-1.9000 cache size     9240, 3003379 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size       11, 3003379 req, miss ratio 0.9635, byte miss ratio 0.9635
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size       34, 3003379 req, miss ratio 0.9437, byte miss ratio 0.9437
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size      115, 3003379 req, miss ratio 0.8915, byte miss ratio 0.8915
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size      346, 3003379 req, miss ratio 0.8198, byte miss ratio 0.8198
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size     1155, 3003379 req, miss ratio 0.6663, byte miss ratio 0.6663
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size     2310, 3003379 req, miss ratio 0.4824, byte miss ratio 0.4824
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size     4620, 3003379 req, miss ratio 0.2194, byte miss ratio 0.2194
cdn1_allcolo.ns2080 S3FIFO-0.5000-1.9000 cache size     9240, 3003379 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size       11, 3003379 req, miss ratio 0.9640, byte miss ratio 0.9640
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size       34, 3003379 req, miss ratio 0.9480, byte miss ratio 0.9480
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size      115, 3003379 req, miss ratio 0.8934, byte miss ratio 0.8934
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size      346, 3003379 req, miss ratio 0.8268, byte miss ratio 0.8268
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size     1155, 3003379 req, miss ratio 0.6772, byte miss ratio 0.6772
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size     2310, 3003379 req, miss ratio 0.4920, byte miss ratio 0.4920
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size     4620, 3003379 req, miss ratio 0.2297, byte miss ratio 0.2297
cdn1_allcolo.ns2080 S3FIFO-0.6000-1.9000 cache size     9240, 3003379 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size       11, 3003379 req, miss ratio 0.9718, byte miss ratio 0.9718
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size       34, 3003379 req, miss ratio 0.9526, byte miss ratio 0.9526
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size      115, 3003379 req, miss ratio 0.9175, byte miss ratio 0.9175
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size      346, 3003379 req, miss ratio 0.8549, byte miss ratio 0.8549
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size     1155, 3003379 req, miss ratio 0.7094, byte miss ratio 0.7094
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size     2310, 3003379 req, miss ratio 0.5161, byte miss ratio 0.5161
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size     4620, 3003379 req, miss ratio 0.2618, byte miss ratio 0.2618
cdn1_allcolo.ns2080 S3FIFO-0.9500-0.9000 cache size     9240, 3003379 req, miss ratio 0.0338, byte miss ratio 0.0338
cdn1_allcolo.ns2080 S3FIFO-0.0100-0.9000 cache size       11, 3003379 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2080 S3FIFO-0.0100-0.9000 cache size       34, 3003379 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2080 S3FIFO-0.0100-0.9000 cache size      115, 3003379 req, miss ratio 0.8837, byte miss ratio 0.8837
cdn1_allcolo.ns2080 S3FIFO-0.0100-0.9000 cache size      346, 3003379 req, miss ratio 0.7828, byte miss ratio 0.7828
cdn1_allcolo.ns2080 S3FIFO-0.0100-0.9000 cache size     1155, 3003379 req, miss ratio 0.5621, byte miss ratio 0.5621
