cdn1_colo28.ns384 S3FIFO-0.9500-0.9000 cache size     1453, 10479205 req, miss ratio 0.9280, byte miss ratio 0.9280
cdn1_colo28.ns384 S3FIFO-0.6500-0.9000 cache size   581401, 10479205 req, miss ratio 0.1880, byte miss ratio 0.1880
cdn1_colo28.ns384 S3FIFO-0.6500-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1420, byte miss ratio 0.1420
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size     1453, 10479205 req, miss ratio 0.9181, byte miss ratio 0.9181
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size     4360, 10479205 req, miss ratio 0.8549, byte miss ratio 0.8549
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size    14535, 10479205 req, miss ratio 0.7425, byte miss ratio 0.7425
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size    43605, 10479205 req, miss ratio 0.5945, byte miss ratio 0.5945
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size   145350, 10479205 req, miss ratio 0.4010, byte miss ratio 0.4010
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size   290700, 10479205 req, miss ratio 0.2912, byte miss ratio 0.2912
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size   581401, 10479205 req, miss ratio 0.2027, byte miss ratio 0.2027
cdn1_colo28.ns384 S3FIFO-0.8500-1.9000 cache size  1162803, 10479205 req, miss ratio 0.1467, byte miss ratio 0.1467
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size     1453, 10479205 req, miss ratio 0.9303, byte miss ratio 0.9303
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size     4360, 10479205 req, miss ratio 0.8718, byte miss ratio 0.8718
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size    14535, 10479205 req, miss ratio 0.7619, byte miss ratio 0.7619
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size    43605, 10479205 req, miss ratio 0.6136, byte miss ratio 0.6136
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size   145350, 10479205 req, miss ratio 0.4164, byte miss ratio 0.4164
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size   290700, 10479205 req, miss ratio 0.3037, byte miss ratio 0.3037
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size   581401, 10479205 req, miss ratio 0.2124, byte miss ratio 0.2124
cdn1_colo28.ns384 S3FIFO-0.9500-1.9000 cache size  1162803, 10479205 req, miss ratio 0.1526, byte miss ratio 0.1526
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size     1453, 10479205 req, miss ratio 0.9078, byte miss ratio 0.9078
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size     4360, 10479205 req, miss ratio 0.8405, byte miss ratio 0.8405
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size    14535, 10479205 req, miss ratio 0.7249, byte miss ratio 0.7249
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size    43605, 10479205 req, miss ratio 0.5767, byte miss ratio 0.5767
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size   145350, 10479205 req, miss ratio 0.3868, byte miss ratio 0.3868
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size   290700, 10479205 req, miss ratio 0.2804, byte miss ratio 0.2804
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size   581401, 10479205 req, miss ratio 0.1948, byte miss ratio 0.1948
cdn1_colo28.ns384 S3FIFO-0.7500-1.9000 cache size  1162803, 10479205 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size     1453, 10479205 req, miss ratio 0.8773, byte miss ratio 0.8773
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size     4360, 10479205 req, miss ratio 0.7944, byte miss ratio 0.7944
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size    14535, 10479205 req, miss ratio 0.6614, byte miss ratio 0.6614
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size    43605, 10479205 req, miss ratio 0.5061, byte miss ratio 0.5061
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size   145350, 10479205 req, miss ratio 0.3269, byte miss ratio 0.3269
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size   290700, 10479205 req, miss ratio 0.2378, byte miss ratio 0.2378
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size   581401, 10479205 req, miss ratio 0.1721, byte miss ratio 0.1721
cdn1_colo28.ns384 S3FIFO-0.2500-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size     1453, 10479205 req, miss ratio 0.9053, byte miss ratio 0.9053
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size     4360, 10479205 req, miss ratio 0.8360, byte miss ratio 0.8360
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size    14535, 10479205 req, miss ratio 0.7185, byte miss ratio 0.7185
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size    43605, 10479205 req, miss ratio 0.5713, byte miss ratio 0.5713
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size   145350, 10479205 req, miss ratio 0.3854, byte miss ratio 0.3854
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size   290700, 10479205 req, miss ratio 0.2807, byte miss ratio 0.2807
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size   581401, 10479205 req, miss ratio 0.1948, byte miss ratio 0.1948
cdn1_colo28.ns384 S3FIFO-0.7500-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size     1453, 10479205 req, miss ratio 0.9100, byte miss ratio 0.9100
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size     4360, 10479205 req, miss ratio 0.8428, byte miss ratio 0.8428
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size    14535, 10479205 req, miss ratio 0.7273, byte miss ratio 0.7273
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size    43605, 10479205 req, miss ratio 0.5806, byte miss ratio 0.5806
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size   145350, 10479205 req, miss ratio 0.3932, byte miss ratio 0.3932
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size   290700, 10479205 req, miss ratio 0.2865, byte miss ratio 0.2865
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size   581401, 10479205 req, miss ratio 0.1986, byte miss ratio 0.1986
cdn1_colo28.ns384 S3FIFO-0.8000-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1448, byte miss ratio 0.1448
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size     1453, 10479205 req, miss ratio 0.8741, byte miss ratio 0.8741
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size     4360, 10479205 req, miss ratio 0.7885, byte miss ratio 0.7885
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size    14535, 10479205 req, miss ratio 0.6536, byte miss ratio 0.6536
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size    43605, 10479205 req, miss ratio 0.4962, byte miss ratio 0.4962
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size   145350, 10479205 req, miss ratio 0.3165, byte miss ratio 0.3165
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size   290700, 10479205 req, miss ratio 0.2301, byte miss ratio 0.2301
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size   581401, 10479205 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_colo28.ns384 S3FIFO-0.0250-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size     1453, 10479205 req, miss ratio 0.8733, byte miss ratio 0.8733
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size     4360, 10479205 req, miss ratio 0.7885, byte miss ratio 0.7885
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size    14535, 10479205 req, miss ratio 0.6561, byte miss ratio 0.6561
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size    43605, 10479205 req, miss ratio 0.5013, byte miss ratio 0.5013
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size   145350, 10479205 req, miss ratio 0.3217, byte miss ratio 0.3217
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size   290700, 10479205 req, miss ratio 0.2331, byte miss ratio 0.2331
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size   581401, 10479205 req, miss ratio 0.1703, byte miss ratio 0.1703
cdn1_colo28.ns384 S3FIFO-0.0100-1.9000 cache size  1162803, 10479205 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size     1453, 10479205 req, miss ratio 0.9333, byte miss ratio 0.9333
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size     4360, 10479205 req, miss ratio 0.8755, byte miss ratio 0.8755
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size    14535, 10479205 req, miss ratio 0.7663, byte miss ratio 0.7663
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size    43605, 10479205 req, miss ratio 0.6201, byte miss ratio 0.6201
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size   145350, 10479205 req, miss ratio 0.4255, byte miss ratio 0.4255
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size   290700, 10479205 req, miss ratio 0.3117, byte miss ratio 0.3117
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size   581401, 10479205 req, miss ratio 0.2168, byte miss ratio 0.2168
cdn1_colo28.ns384 S3FIFO-0.9900-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1554, byte miss ratio 0.1554
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size     1453, 10479205 req, miss ratio 0.8809, byte miss ratio 0.8809
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size     4360, 10479205 req, miss ratio 0.8000, byte miss ratio 0.8000
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size    14535, 10479205 req, miss ratio 0.6691, byte miss ratio 0.6691
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size    43605, 10479205 req, miss ratio 0.5154, byte miss ratio 0.5154
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size   145350, 10479205 req, miss ratio 0.3360, byte miss ratio 0.3360
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size   290700, 10479205 req, miss ratio 0.2441, byte miss ratio 0.2441
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size   581401, 10479205 req, miss ratio 0.1748, byte miss ratio 0.1748
cdn1_colo28.ns384 S3FIFO-0.3500-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size     1453, 10479205 req, miss ratio 0.8715, byte miss ratio 0.8715
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size     4360, 10479205 req, miss ratio 0.7875, byte miss ratio 0.7875
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size    14535, 10479205 req, miss ratio 0.6551, byte miss ratio 0.6551
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size    43605, 10479205 req, miss ratio 0.4994, byte miss ratio 0.4994
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size   145350, 10479205 req, miss ratio 0.3200, byte miss ratio 0.3200
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size   290700, 10479205 req, miss ratio 0.2318, byte miss ratio 0.2318
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size   581401, 10479205 req, miss ratio 0.1698, byte miss ratio 0.1698
cdn1_colo28.ns384 S3FIFO-0.0500-1.9000 cache size  1162803, 10479205 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size     1453, 10479205 req, miss ratio 0.8735, byte miss ratio 0.8735
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size     4360, 10479205 req, miss ratio 0.7881, byte miss ratio 0.7881
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size    14535, 10479205 req, miss ratio 0.6532, byte miss ratio 0.6532
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size    43605, 10479205 req, miss ratio 0.4954, byte miss ratio 0.4954
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size   145350, 10479205 req, miss ratio 0.3159, byte miss ratio 0.3159
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size   290700, 10479205 req, miss ratio 0.2297, byte miss ratio 0.2297
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size   581401, 10479205 req, miss ratio 0.1699, byte miss ratio 0.1699
cdn1_colo28.ns384 S3FIFO-0.0500-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size     1453, 10479205 req, miss ratio 0.8957, byte miss ratio 0.8957
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size     4360, 10479205 req, miss ratio 0.8232, byte miss ratio 0.8232
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size    14535, 10479205 req, miss ratio 0.7024, byte miss ratio 0.7024
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size    43605, 10479205 req, miss ratio 0.5531, byte miss ratio 0.5531
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size   145350, 10479205 req, miss ratio 0.3678, byte miss ratio 0.3678
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size   290700, 10479205 req, miss ratio 0.2658, byte miss ratio 0.2658
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size   581401, 10479205 req, miss ratio 0.1851, byte miss ratio 0.1851
cdn1_colo28.ns384 S3FIFO-0.6000-1.9000 cache size  1162803, 10479205 req, miss ratio 0.1414, byte miss ratio 0.1414
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size     1453, 10479205 req, miss ratio 0.8772, byte miss ratio 0.8772
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size     4360, 10479205 req, miss ratio 0.7931, byte miss ratio 0.7931
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size    14535, 10479205 req, miss ratio 0.6582, byte miss ratio 0.6582
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size    43605, 10479205 req, miss ratio 0.5012, byte miss ratio 0.5012
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size   145350, 10479205 req, miss ratio 0.3216, byte miss ratio 0.3216
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size   290700, 10479205 req, miss ratio 0.2342, byte miss ratio 0.2342
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size   581401, 10479205 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_colo28.ns384 S3FIFO-0.0010-0.9000 cache size  1162803, 10479205 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size     1453, 10479205 req, miss ratio 0.8994, byte miss ratio 0.8994
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size     4360, 10479205 req, miss ratio 0.8285, byte miss ratio 0.8285
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size    14535, 10479205 req, miss ratio 0.7094, byte miss ratio 0.7094
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size    43605, 10479205 req, miss ratio 0.5607, byte miss ratio 0.5607
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size   145350, 10479205 req, miss ratio 0.3738, byte miss ratio 0.3738
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size   290700, 10479205 req, miss ratio 0.2704, byte miss ratio 0.2704
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size   581401, 10479205 req, miss ratio 0.1880, byte miss ratio 0.1880
cdn1_colo28.ns384 S3FIFO-0.6500-1.9000 cache size  1162803, 10479205 req, miss ratio 0.1420, byte miss ratio 0.1420
cdn1_colo28.ns384 S3FIFO-0.5000-1.9000 cache size     1453, 10479205 req, miss ratio 0.8892, byte miss ratio 0.8892
cdn1_colo28.ns384 S3FIFO-0.5000-1.9000 cache size     4360, 10479205 req, miss ratio 0.8137, byte miss ratio 0.8137
cdn1_colo28.ns384 S3FIFO-0.5000-1.9000 cache size    14535, 10479205 req, miss ratio 0.6897, byte miss ratio 0.6897
cdn1_colo28.ns384 S3FIFO-0.5000-1.9000 cache size    43605, 10479205 req, miss ratio 0.5393, byte miss ratio 0.5393
