cdn1_colo28.ns2552 S3FIFO-0.5500-0.9000 cache size        9, 6229690 req, miss ratio 0.8256, byte miss ratio 0.8256
cdn1_colo28.ns2552 S3FIFO-0.5500-0.9000 cache size       19, 6229690 req, miss ratio 0.7764, byte miss ratio 0.7764
cdn1_colo28.ns2552 S3FIFO-0.5500-0.9000 cache size       39, 6229690 req, miss ratio 0.5980, byte miss ratio 0.5980
cdn1_colo28.ns2552 S3FIFO-0.1500-1.9000 cache size        9, 6229690 req, miss ratio 0.7831, byte miss ratio 0.7831
cdn1_colo28.ns2552 S3FIFO-0.1500-1.9000 cache size       19, 6229690 req, miss ratio 0.8103, byte miss ratio 0.8103
cdn1_colo28.ns2552 S3FIFO-0.1500-1.9000 cache size       39, 6229690 req, miss ratio 0.4241, byte miss ratio 0.4241
cdn1_colo28.ns2552 S3FIFO-0.8000-1.9000 cache size        9, 6229690 req, miss ratio 0.8774, byte miss ratio 0.8774
cdn1_colo28.ns2552 S3FIFO-0.8000-1.9000 cache size       19, 6229690 req, miss ratio 0.8079, byte miss ratio 0.8079
cdn1_colo28.ns2552 S3FIFO-0.8000-1.9000 cache size       39, 6229690 req, miss ratio 0.4427, byte miss ratio 0.4427
cdn1_colo28.ns2552 S3FIFO-0.9500-1.9000 cache size        9, 6229690 req, miss ratio 0.8899, byte miss ratio 0.8899
cdn1_colo28.ns2552 S3FIFO-0.9500-1.9000 cache size       19, 6229690 req, miss ratio 0.7770, byte miss ratio 0.7770
cdn1_colo28.ns2552 S3FIFO-0.9500-1.9000 cache size       39, 6229690 req, miss ratio 0.4007, byte miss ratio 0.4007
cdn1_colo28.ns2552 S3FIFO-0.0010-0.9000 cache size        9, 6229690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2552 S3FIFO-0.0010-0.9000 cache size       19, 6229690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2552 S3FIFO-0.0010-0.9000 cache size       39, 6229690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2552 S3FIFO-0.7500-0.9000 cache size        9, 6229690 req, miss ratio 0.8581, byte miss ratio 0.8581
cdn1_colo28.ns2552 S3FIFO-0.7500-0.9000 cache size       19, 6229690 req, miss ratio 0.8392, byte miss ratio 0.8392
cdn1_colo28.ns2552 S3FIFO-0.7500-0.9000 cache size       39, 6229690 req, miss ratio 0.4624, byte miss ratio 0.4624
cdn1_colo28.ns2552 S3FIFO-0.2500-0.9000 cache size        9, 6229690 req, miss ratio 0.7924, byte miss ratio 0.7924
cdn1_colo28.ns2552 S3FIFO-0.2500-0.9000 cache size       19, 6229690 req, miss ratio 0.6697, byte miss ratio 0.6697
cdn1_colo28.ns2552 S3FIFO-0.2500-0.9000 cache size       39, 6229690 req, miss ratio 0.5156, byte miss ratio 0.5156
cdn1_colo28.ns2552 S3FIFO-0.2000-1.9000 cache size        9, 6229690 req, miss ratio 0.7831, byte miss ratio 0.7831
cdn1_colo28.ns2552 S3FIFO-0.2000-1.9000 cache size       19, 6229690 req, miss ratio 0.8171, byte miss ratio 0.8171
cdn1_colo28.ns2552 S3FIFO-0.2000-1.9000 cache size       39, 6229690 req, miss ratio 0.4747, byte miss ratio 0.4747
cdn1_colo28.ns2552 S3FIFO-0.9500-0.9000 cache size        9, 6229690 req, miss ratio 0.8891, byte miss ratio 0.8891
cdn1_colo28.ns2552 S3FIFO-0.9500-0.9000 cache size       19, 6229690 req, miss ratio 0.8429, byte miss ratio 0.8429
cdn1_colo28.ns2552 S3FIFO-0.9500-0.9000 cache size       39, 6229690 req, miss ratio 0.4007, byte miss ratio 0.4007
cdn1_colo28.ns2552 S3FIFO-0.9900-0.9000 cache size        9, 6229690 req, miss ratio 0.8891, byte miss ratio 0.8891
cdn1_colo28.ns2552 S3FIFO-0.9900-0.9000 cache size       19, 6229690 req, miss ratio 0.8429, byte miss ratio 0.8429
cdn1_colo28.ns2552 S3FIFO-0.9900-0.9000 cache size       39, 6229690 req, miss ratio 0.3959, byte miss ratio 0.3959
cdn1_colo28.ns2552 S3FIFO-0.3500-0.9000 cache size        9, 6229690 req, miss ratio 0.8091, byte miss ratio 0.8091
cdn1_colo28.ns2552 S3FIFO-0.3500-0.9000 cache size       19, 6229690 req, miss ratio 0.7055, byte miss ratio 0.7055
cdn1_colo28.ns2552 S3FIFO-0.3500-0.9000 cache size       39, 6229690 req, miss ratio 0.5810, byte miss ratio 0.5810
cdn1_colo28.ns2552 S3FIFO-0.1000-0.9000 cache size        9, 6229690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2552 S3FIFO-0.1000-0.9000 cache size       19, 6229690 req, miss ratio 0.6144, byte miss ratio 0.6144
cdn1_colo28.ns2552 S3FIFO-0.1000-0.9000 cache size       39, 6229690 req, miss ratio 0.3652, byte miss ratio 0.3652
cdn1_colo28.ns2552 S3FIFO-0.0100-0.9000 cache size        9, 6229690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2552 S3FIFO-0.0100-0.9000 cache size       19, 6229690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2552 S3FIFO-0.0100-0.9000 cache size       39, 6229690 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2552 S3FIFO-0.3000-0.9000 cache size        9, 6229690 req, miss ratio 0.7924, byte miss ratio 0.7924
