tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size      424, 4126818 req, miss ratio 0.4593, byte miss ratio 0.4593
tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size     1274, 4126818 req, miss ratio 0.4297, byte miss ratio 0.4297
tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size     4249, 4126818 req, miss ratio 0.3549, byte miss ratio 0.3549
tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size    12749, 4126818 req, miss ratio 0.3145, byte miss ratio 0.3145
tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size    42497, 4126818 req, miss ratio 0.2682, byte miss ratio 0.2682
tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size    84995, 4126818 req, miss ratio 0.2213, byte miss ratio 0.2213
tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size   169991, 4126818 req, miss ratio 0.1395, byte miss ratio 0.1395
tencentBlock.ns17541 S3FIFO-0.5500-0.9000 cache size   339982, 4126818 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size      424, 4126818 req, miss ratio 0.4613, byte miss ratio 0.4613
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size     1274, 4126818 req, miss ratio 0.4160, byte miss ratio 0.4160
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size     4249, 4126818 req, miss ratio 0.3265, byte miss ratio 0.3265
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size    12749, 4126818 req, miss ratio 0.3010, byte miss ratio 0.3010
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size    42497, 4126818 req, miss ratio 0.2622, byte miss ratio 0.2622
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size    84995, 4126818 req, miss ratio 0.2136, byte miss ratio 0.2136
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size   169991, 4126818 req, miss ratio 0.1246, byte miss ratio 0.1246
tencentBlock.ns17541 S3FIFO-0.2000-1.9000 cache size   339982, 4126818 req, miss ratio 0.1041, byte miss ratio 0.1041
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size      424, 4126818 req, miss ratio 0.5625, byte miss ratio 0.5625
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size     1274, 4126818 req, miss ratio 0.4400, byte miss ratio 0.4400
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size     4249, 4126818 req, miss ratio 0.3900, byte miss ratio 0.3900
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size    12749, 4126818 req, miss ratio 0.3309, byte miss ratio 0.3309
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size    42497, 4126818 req, miss ratio 0.2730, byte miss ratio 0.2730
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size    84995, 4126818 req, miss ratio 0.2243, byte miss ratio 0.2243
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size   169991, 4126818 req, miss ratio 0.1522, byte miss ratio 0.1522
tencentBlock.ns17541 S3FIFO-0.8500-0.9000 cache size   339982, 4126818 req, miss ratio 0.1093, byte miss ratio 0.1093
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size      424, 4126818 req, miss ratio 0.4800, byte miss ratio 0.4800
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size     1274, 4126818 req, miss ratio 0.4312, byte miss ratio 0.4312
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size     4249, 4126818 req, miss ratio 0.3278, byte miss ratio 0.3278
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size    12749, 4126818 req, miss ratio 0.3004, byte miss ratio 0.3004
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size    42497, 4126818 req, miss ratio 0.2600, byte miss ratio 0.2600
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size    84995, 4126818 req, miss ratio 0.2037, byte miss ratio 0.2037
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size   169991, 4126818 req, miss ratio 0.1236, byte miss ratio 0.1236
tencentBlock.ns17541 S3FIFO-0.0250-1.9000 cache size   339982, 4126818 req, miss ratio 0.1041, byte miss ratio 0.1041
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size      424, 4126818 req, miss ratio 0.4661, byte miss ratio 0.4661
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size     1274, 4126818 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size     4249, 4126818 req, miss ratio 0.3260, byte miss ratio 0.3260
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size    12749, 4126818 req, miss ratio 0.3007, byte miss ratio 0.3007
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size    42497, 4126818 req, miss ratio 0.2606, byte miss ratio 0.2606
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size    84995, 4126818 req, miss ratio 0.2116, byte miss ratio 0.2116
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size   169991, 4126818 req, miss ratio 0.1233, byte miss ratio 0.1233
tencentBlock.ns17541 S3FIFO-0.1500-1.9000 cache size   339982, 4126818 req, miss ratio 0.1041, byte miss ratio 0.1041
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size      424, 4126818 req, miss ratio 0.4820, byte miss ratio 0.4820
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size     1274, 4126818 req, miss ratio 0.4352, byte miss ratio 0.4352
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size     4249, 4126818 req, miss ratio 0.3285, byte miss ratio 0.3285
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size    12749, 4126818 req, miss ratio 0.3149, byte miss ratio 0.3149
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size    42497, 4126818 req, miss ratio 0.2554, byte miss ratio 0.2554
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size    84995, 4126818 req, miss ratio 0.2018, byte miss ratio 0.2018
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size   169991, 4126818 req, miss ratio 0.1236, byte miss ratio 0.1236
tencentBlock.ns17541 S3FIFO-0.0250-0.9000 cache size   339982, 4126818 req, miss ratio 0.1041, byte miss ratio 0.1041
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size      424, 4126818 req, miss ratio 0.4573, byte miss ratio 0.4573
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size     1274, 4126818 req, miss ratio 0.4265, byte miss ratio 0.4265
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size     4249, 4126818 req, miss ratio 0.3431, byte miss ratio 0.3431
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size    12749, 4126818 req, miss ratio 0.3133, byte miss ratio 0.3133
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size    42497, 4126818 req, miss ratio 0.2648, byte miss ratio 0.2648
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size    84995, 4126818 req, miss ratio 0.2206, byte miss ratio 0.2206
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size   169991, 4126818 req, miss ratio 0.1331, byte miss ratio 0.1331
tencentBlock.ns17541 S3FIFO-0.4500-0.9000 cache size   339982, 4126818 req, miss ratio 0.1043, byte miss ratio 0.1043
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size      424, 4126818 req, miss ratio 0.6107, byte miss ratio 0.6107
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size     1274, 4126818 req, miss ratio 0.4835, byte miss ratio 0.4835
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size     4249, 4126818 req, miss ratio 0.4098, byte miss ratio 0.4098
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size    12749, 4126818 req, miss ratio 0.3537, byte miss ratio 0.3537
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size    42497, 4126818 req, miss ratio 0.2797, byte miss ratio 0.2797
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size    84995, 4126818 req, miss ratio 0.2179, byte miss ratio 0.2179
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size   169991, 4126818 req, miss ratio 0.1568, byte miss ratio 0.1568
tencentBlock.ns17541 S3FIFO-0.9900-0.9000 cache size   339982, 4126818 req, miss ratio 0.1137, byte miss ratio 0.1137
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size      424, 4126818 req, miss ratio 0.6092, byte miss ratio 0.6092
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size     1274, 4126818 req, miss ratio 0.4839, byte miss ratio 0.4839
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size     4249, 4126818 req, miss ratio 0.4119, byte miss ratio 0.4119
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size    12749, 4126818 req, miss ratio 0.3513, byte miss ratio 0.3513
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size    42497, 4126818 req, miss ratio 0.2795, byte miss ratio 0.2795
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size    84995, 4126818 req, miss ratio 0.2176, byte miss ratio 0.2176
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size   169991, 4126818 req, miss ratio 0.1568, byte miss ratio 0.1568
tencentBlock.ns17541 S3FIFO-0.9900-1.9000 cache size   339982, 4126818 req, miss ratio 0.1137, byte miss ratio 0.1137
tencentBlock.ns17541 S3FIFO-0.4000-0.9000 cache size      424, 4126818 req, miss ratio 0.4573, byte miss ratio 0.4573
tencentBlock.ns17541 S3FIFO-0.4000-0.9000 cache size     1274, 4126818 req, miss ratio 0.4249, byte miss ratio 0.4249
tencentBlock.ns17541 S3FIFO-0.4000-0.9000 cache size     4249, 4126818 req, miss ratio 0.3375, byte miss ratio 0.3375
tencentBlock.ns17541 S3FIFO-0.4000-0.9000 cache size    12749, 4126818 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns17541 S3FIFO-0.4000-0.9000 cache size    42497, 4126818 req, miss ratio 0.2654, byte miss ratio 0.2654
tencentBlock.ns17541 S3FIFO-0.4000-0.9000 cache size    84995, 4126818 req, miss ratio 0.2185, byte miss ratio 0.2185
tencentBlock.ns17541 S3FIFO-0.4000-0.9000 cache size   169991, 4126818 req, miss ratio 0.1309, byte miss ratio 0.1309
