io_traces.ns770 S3FIFO-0.3000-1.9000 cache size      311, 3600000 req, miss ratio 0.3313, byte miss ratio 0.3313
io_traces.ns770 S3FIFO-0.3000-1.9000 cache size      935, 3600000 req, miss ratio 0.2750, byte miss ratio 0.2750
io_traces.ns770 S3FIFO-0.3000-1.9000 cache size     3116, 3600000 req, miss ratio 0.2552, byte miss ratio 0.2552
io_traces.ns770 S3FIFO-0.3000-1.9000 cache size     9350, 3600000 req, miss ratio 0.2146, byte miss ratio 0.2146
io_traces.ns770 S3FIFO-0.3000-1.9000 cache size    31168, 3600000 req, miss ratio 0.1641, byte miss ratio 0.1641
io_traces.ns770 S3FIFO-0.3000-1.9000 cache size    62336, 3600000 req, miss ratio 0.1288, byte miss ratio 0.1288
io_traces.ns770 S3FIFO-0.3000-1.9000 cache size   124673, 3600000 req, miss ratio 0.1026, byte miss ratio 0.1026
io_traces.ns770 S3FIFO-0.3000-1.9000 cache size   249347, 3600000 req, miss ratio 0.0869, byte miss ratio 0.0869
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size      311, 3600000 req, miss ratio 0.3299, byte miss ratio 0.3299
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size      935, 3600000 req, miss ratio 0.2753, byte miss ratio 0.2753
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size     3116, 3600000 req, miss ratio 0.2534, byte miss ratio 0.2534
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size     9350, 3600000 req, miss ratio 0.2136, byte miss ratio 0.2136
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size    31168, 3600000 req, miss ratio 0.1613, byte miss ratio 0.1613
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size    62336, 3600000 req, miss ratio 0.1289, byte miss ratio 0.1289
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size   124673, 3600000 req, miss ratio 0.1026, byte miss ratio 0.1026
io_traces.ns770 S3FIFO-0.3000-0.9000 cache size   249347, 3600000 req, miss ratio 0.0869, byte miss ratio 0.0869
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size      311, 3600000 req, miss ratio 0.4000, byte miss ratio 0.4000
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size      935, 3600000 req, miss ratio 0.3055, byte miss ratio 0.3055
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size     3116, 3600000 req, miss ratio 0.2692, byte miss ratio 0.2692
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size     9350, 3600000 req, miss ratio 0.2348, byte miss ratio 0.2348
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size    31168, 3600000 req, miss ratio 0.1784, byte miss ratio 0.1784
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size    62336, 3600000 req, miss ratio 0.1389, byte miss ratio 0.1389
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size   124673, 3600000 req, miss ratio 0.1021, byte miss ratio 0.1021
io_traces.ns770 S3FIFO-0.8500-0.9000 cache size   249347, 3600000 req, miss ratio 0.0872, byte miss ratio 0.0872
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size      311, 3600000 req, miss ratio 0.3911, byte miss ratio 0.3911
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size      935, 3600000 req, miss ratio 0.2996, byte miss ratio 0.2996
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size     3116, 3600000 req, miss ratio 0.2671, byte miss ratio 0.2671
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size     9350, 3600000 req, miss ratio 0.2338, byte miss ratio 0.2338
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size    31168, 3600000 req, miss ratio 0.1758, byte miss ratio 0.1758
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size    62336, 3600000 req, miss ratio 0.1381, byte miss ratio 0.1381
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size   124673, 3600000 req, miss ratio 0.1016, byte miss ratio 0.1016
io_traces.ns770 S3FIFO-0.8000-0.9000 cache size   249347, 3600000 req, miss ratio 0.0871, byte miss ratio 0.0871
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size      311, 3600000 req, miss ratio 0.3247, byte miss ratio 0.3247
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size      935, 3600000 req, miss ratio 0.2741, byte miss ratio 0.2741
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size     3116, 3600000 req, miss ratio 0.2506, byte miss ratio 0.2506
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size     9350, 3600000 req, miss ratio 0.2114, byte miss ratio 0.2114
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size    31168, 3600000 req, miss ratio 0.1617, byte miss ratio 0.1617
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size    62336, 3600000 req, miss ratio 0.1282, byte miss ratio 0.1282
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size   124673, 3600000 req, miss ratio 0.1035, byte miss ratio 0.1035
io_traces.ns770 S3FIFO-0.1500-1.9000 cache size   249347, 3600000 req, miss ratio 0.0869, byte miss ratio 0.0869
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size      311, 3600000 req, miss ratio 0.3580, byte miss ratio 0.3580
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size      935, 3600000 req, miss ratio 0.2831, byte miss ratio 0.2831
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size     3116, 3600000 req, miss ratio 0.2608, byte miss ratio 0.2608
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size     9350, 3600000 req, miss ratio 0.2333, byte miss ratio 0.2333
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size    31168, 3600000 req, miss ratio 0.1700, byte miss ratio 0.1700
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size    62336, 3600000 req, miss ratio 0.1364, byte miss ratio 0.1364
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size   124673, 3600000 req, miss ratio 0.1004, byte miss ratio 0.1004
io_traces.ns770 S3FIFO-0.6000-0.9000 cache size   249347, 3600000 req, miss ratio 0.0869, byte miss ratio 0.0869
io_traces.ns770 S3FIFO-0.0010-1.9000 cache size      311, 3600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns770 S3FIFO-0.0010-1.9000 cache size      935, 3600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns770 S3FIFO-0.0010-1.9000 cache size     3116, 3600000 req, miss ratio 0.2678, byte miss ratio 0.2678
