cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size      121, 16796358 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size      365, 16796358 req, miss ratio 0.2945, byte miss ratio 0.2945
cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size     1218, 16796358 req, miss ratio 0.1709, byte miss ratio 0.1709
cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size     3655, 16796358 req, miss ratio 0.0823, byte miss ratio 0.0823
cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size    12185, 16796358 req, miss ratio 0.0301, byte miss ratio 0.0301
cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size    24371, 16796358 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size    48743, 16796358 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns980 S3FIFO-0.0050-1.9000 cache size    97487, 16796358 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size      121, 16796358 req, miss ratio 0.4319, byte miss ratio 0.4319
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size      365, 16796358 req, miss ratio 0.3510, byte miss ratio 0.3510
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size     1218, 16796358 req, miss ratio 0.2258, byte miss ratio 0.2258
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size     3655, 16796358 req, miss ratio 0.1154, byte miss ratio 0.1154
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size    12185, 16796358 req, miss ratio 0.0414, byte miss ratio 0.0414
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size    24371, 16796358 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size    48743, 16796358 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns980 S3FIFO-0.7000-0.9000 cache size    97487, 16796358 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns980 S3FIFO-0.8000-0.9000 cache size      121, 16796358 req, miss ratio 0.4408, byte miss ratio 0.4408
cdn1_allcolo.ns980 S3FIFO-0.8000-0.9000 cache size      365, 16796358 req, miss ratio 0.3629, byte miss ratio 0.3629
cdn1_allcolo.ns980 S3FIFO-0.8000-0.9000 cache size     1218, 16796358 req, miss ratio 0.2364, byte miss ratio 0.2364
