io_traces.ns223 S3FIFO-0.9900-1.9000 cache size     1356, 13200000 req, miss ratio 0.6091, byte miss ratio 0.6091
io_traces.ns223 S3FIFO-0.9900-1.9000 cache size     4068, 13200000 req, miss ratio 0.5660, byte miss ratio 0.5660
io_traces.ns223 S3FIFO-0.9900-1.9000 cache size    13560, 13200000 req, miss ratio 0.5198, byte miss ratio 0.5198
io_traces.ns223 S3FIFO-0.9900-1.9000 cache size    40680, 13200000 req, miss ratio 0.4495, byte miss ratio 0.4495
io_traces.ns223 S3FIFO-0.9900-1.9000 cache size   135602, 13200000 req, miss ratio 0.2431, byte miss ratio 0.2431
io_traces.ns223 S3FIFO-0.9900-1.9000 cache size   271204, 13200000 req, miss ratio 0.1577, byte miss ratio 0.1577
io_traces.ns223 S3FIFO-0.9900-1.9000 cache size   542409, 13200000 req, miss ratio 0.1239, byte miss ratio 0.1239
io_traces.ns223 S3FIFO-0.9900-1.9000 cache size  1084819, 13200000 req, miss ratio 0.1104, byte miss ratio 0.1104
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size     1356, 13200000 req, miss ratio 0.5489, byte miss ratio 0.5489
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size     4068, 13200000 req, miss ratio 0.4988, byte miss ratio 0.4988
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size    13560, 13200000 req, miss ratio 0.4744, byte miss ratio 0.4744
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size    40680, 13200000 req, miss ratio 0.4354, byte miss ratio 0.4354
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size   135602, 13200000 req, miss ratio 0.1842, byte miss ratio 0.1842
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size   271204, 13200000 req, miss ratio 0.1135, byte miss ratio 0.1135
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size   542409, 13200000 req, miss ratio 0.1077, byte miss ratio 0.1077
io_traces.ns223 S3FIFO-0.5000-1.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size     1356, 13200000 req, miss ratio 0.5661, byte miss ratio 0.5661
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size     4068, 13200000 req, miss ratio 0.5187, byte miss ratio 0.5187
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size    13560, 13200000 req, miss ratio 0.4862, byte miss ratio 0.4862
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size    40680, 13200000 req, miss ratio 0.4379, byte miss ratio 0.4379
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size   135602, 13200000 req, miss ratio 0.2197, byte miss ratio 0.2197
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size   271204, 13200000 req, miss ratio 0.1323, byte miss ratio 0.1323
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size   542409, 13200000 req, miss ratio 0.1085, byte miss ratio 0.1085
io_traces.ns223 S3FIFO-0.7500-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size     1356, 13200000 req, miss ratio 0.5741, byte miss ratio 0.5741
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size     4068, 13200000 req, miss ratio 0.5361, byte miss ratio 0.5361
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size    13560, 13200000 req, miss ratio 0.4934, byte miss ratio 0.4934
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size    40680, 13200000 req, miss ratio 0.4428, byte miss ratio 0.4428
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size   135602, 13200000 req, miss ratio 0.2300, byte miss ratio 0.2300
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size   271204, 13200000 req, miss ratio 0.1439, byte miss ratio 0.1439
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size   542409, 13200000 req, miss ratio 0.1134, byte miss ratio 0.1134
io_traces.ns223 S3FIFO-0.8500-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1035, byte miss ratio 0.1035
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size     1356, 13200000 req, miss ratio 0.5454, byte miss ratio 0.5454
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size     4068, 13200000 req, miss ratio 0.4988, byte miss ratio 0.4988
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size    13560, 13200000 req, miss ratio 0.4710, byte miss ratio 0.4710
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size    40680, 13200000 req, miss ratio 0.4134, byte miss ratio 0.4134
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size   135602, 13200000 req, miss ratio 0.1768, byte miss ratio 0.1768
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size   271204, 13200000 req, miss ratio 0.1125, byte miss ratio 0.1125
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size   542409, 13200000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns223 S3FIFO-0.4500-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size     1356, 13200000 req, miss ratio 0.5296, byte miss ratio 0.5296
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size     4068, 13200000 req, miss ratio 0.4965, byte miss ratio 0.4965
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size    13560, 13200000 req, miss ratio 0.4605, byte miss ratio 0.4605
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size    40680, 13200000 req, miss ratio 0.3808, byte miss ratio 0.3808
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size   135602, 13200000 req, miss ratio 0.1395, byte miss ratio 0.1395
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size   271204, 13200000 req, miss ratio 0.1120, byte miss ratio 0.1120
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size   542409, 13200000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns223 S3FIFO-0.2000-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size     1356, 13200000 req, miss ratio 0.5276, byte miss ratio 0.5276
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size     4068, 13200000 req, miss ratio 0.4962, byte miss ratio 0.4962
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size    13560, 13200000 req, miss ratio 0.4586, byte miss ratio 0.4586
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size    40680, 13200000 req, miss ratio 0.3737, byte miss ratio 0.3737
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size   135602, 13200000 req, miss ratio 0.1325, byte miss ratio 0.1325
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size   271204, 13200000 req, miss ratio 0.1120, byte miss ratio 0.1120
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size   542409, 13200000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns223 S3FIFO-0.1500-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size     1356, 13200000 req, miss ratio 0.5350, byte miss ratio 0.5350
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size     4068, 13200000 req, miss ratio 0.4971, byte miss ratio 0.4971
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size    13560, 13200000 req, miss ratio 0.4643, byte miss ratio 0.4643
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size    40680, 13200000 req, miss ratio 0.3957, byte miss ratio 0.3957
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size   135602, 13200000 req, miss ratio 0.1565, byte miss ratio 0.1565
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size   271204, 13200000 req, miss ratio 0.1119, byte miss ratio 0.1119
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size   542409, 13200000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns223 S3FIFO-0.3000-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size     1356, 13200000 req, miss ratio 0.5793, byte miss ratio 0.5793
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size     4068, 13200000 req, miss ratio 0.5461, byte miss ratio 0.5461
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size    13560, 13200000 req, miss ratio 0.5034, byte miss ratio 0.5034
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size    40680, 13200000 req, miss ratio 0.4473, byte miss ratio 0.4473
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size   135602, 13200000 req, miss ratio 0.2336, byte miss ratio 0.2336
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size   271204, 13200000 req, miss ratio 0.1493, byte miss ratio 0.1493
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size   542409, 13200000 req, miss ratio 0.1173, byte miss ratio 0.1173
io_traces.ns223 S3FIFO-0.9000-1.9000 cache size  1084819, 13200000 req, miss ratio 0.1040, byte miss ratio 0.1040
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size     1356, 13200000 req, miss ratio 0.5594, byte miss ratio 0.5594
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size     4068, 13200000 req, miss ratio 0.5036, byte miss ratio 0.5036
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size    13560, 13200000 req, miss ratio 0.4803, byte miss ratio 0.4803
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size    40680, 13200000 req, miss ratio 0.4319, byte miss ratio 0.4319
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size   135602, 13200000 req, miss ratio 0.2053, byte miss ratio 0.2053
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size   271204, 13200000 req, miss ratio 0.1216, byte miss ratio 0.1216
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size   542409, 13200000 req, miss ratio 0.1077, byte miss ratio 0.1077
io_traces.ns223 S3FIFO-0.6500-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size     1356, 13200000 req, miss ratio 0.5924, byte miss ratio 0.5924
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size     4068, 13200000 req, miss ratio 0.5526, byte miss ratio 0.5526
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size    13560, 13200000 req, miss ratio 0.5120, byte miss ratio 0.5120
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size    40680, 13200000 req, miss ratio 0.4474, byte miss ratio 0.4474
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size   135602, 13200000 req, miss ratio 0.2383, byte miss ratio 0.2383
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size   271204, 13200000 req, miss ratio 0.1555, byte miss ratio 0.1555
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size   542409, 13200000 req, miss ratio 0.1211, byte miss ratio 0.1211
io_traces.ns223 S3FIFO-0.9500-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1074, byte miss ratio 0.1074
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size     1356, 13200000 req, miss ratio 0.5280, byte miss ratio 0.5280
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size     4068, 13200000 req, miss ratio 0.5037, byte miss ratio 0.5037
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size    13560, 13200000 req, miss ratio 0.4626, byte miss ratio 0.4626
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size    40680, 13200000 req, miss ratio 0.3580, byte miss ratio 0.3580
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size   135602, 13200000 req, miss ratio 0.1258, byte miss ratio 0.1258
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size   271204, 13200000 req, miss ratio 0.1135, byte miss ratio 0.1135
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size   542409, 13200000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns223 S3FIFO-0.0010-0.9000 cache size  1084819, 13200000 req, miss ratio 0.1032, byte miss ratio 0.1032
io_traces.ns223 S3FIFO-0.5000-0.9000 cache size     1356, 13200000 req, miss ratio 0.5489, byte miss ratio 0.5489
