cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size     5990, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size    17970, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size    59901, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size   179705, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size   599017, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size  1198035, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size  2396070, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.4000-1.9000 cache size  4792141, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size     5990, 12009232 req, miss ratio 0.5052, byte miss ratio 0.5052
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size    17970, 12009232 req, miss ratio 0.5000, byte miss ratio 0.5000
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size    59901, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size   179705, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size   599017, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size  1198035, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size  2396070, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.0010-1.9000 cache size  4792141, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size     5990, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size    17970, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size    59901, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size   179705, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size   599017, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size  1198035, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size  2396070, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.8500-1.9000 cache size  4792141, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size     5990, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size    17970, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size    59901, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size   179705, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size   599017, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size  1198035, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size  2396070, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.2000-0.9000 cache size  4792141, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.5000-0.9000 cache size     5990, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.5000-0.9000 cache size    17970, 12009232 req, miss ratio 0.4990, byte miss ratio 0.4990
cdn1_colo28.ns783 S3FIFO-0.5000-0.9000 cache size    59901, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.5000-0.9000 cache size   179705, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.5000-0.9000 cache size   599017, 12009232 req, miss ratio 0.4989, byte miss ratio 0.4989
cdn1_colo28.ns783 S3FIFO-0.5000-0.9000 cache size  1198035, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_colo28.ns783 S3FIFO-0.5000-0.9000 cache size  2396070, 12009232 req, miss ratio 0.4988, byte miss ratio 0.4988
