cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size     1122, 11162835 req, miss ratio 0.1008, byte miss ratio 0.1008
cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size     3366, 11162835 req, miss ratio 0.1007, byte miss ratio 0.1007
cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size    11221, 11162835 req, miss ratio 0.1007, byte miss ratio 0.1007
cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size    33663, 11162835 req, miss ratio 0.1007, byte miss ratio 0.1007
cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size   112210, 11162835 req, miss ratio 0.1006, byte miss ratio 0.1006
cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size   224421, 11162835 req, miss ratio 0.1006, byte miss ratio 0.1006
cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size   448843, 11162835 req, miss ratio 0.1005, byte miss ratio 0.1005
cdn1_colo28.ns364 S3FIFO-0.5000-1.9000 cache size   897686, 11162835 req, miss ratio 0.1005, byte miss ratio 0.1005
cdn1_colo28.ns364 S3FIFO-0.5500-1.9000 cache size     1122, 11162835 req, miss ratio 0.1008, byte miss ratio 0.1008
cdn1_colo28.ns364 S3FIFO-0.5500-1.9000 cache size     3366, 11162835 req, miss ratio 0.1007, byte miss ratio 0.1007
cdn1_colo28.ns364 S3FIFO-0.5500-1.9000 cache size    11221, 11162835 req, miss ratio 0.1007, byte miss ratio 0.1007
cdn1_colo28.ns364 S3FIFO-0.5500-1.9000 cache size    33663, 11162835 req, miss ratio 0.1007, byte miss ratio 0.1007
cdn1_colo28.ns364 S3FIFO-0.5500-1.9000 cache size   112210, 11162835 req, miss ratio 0.1006, byte miss ratio 0.1006
cdn1_colo28.ns364 S3FIFO-0.5500-1.9000 cache size   224421, 11162835 req, miss ratio 0.1006, byte miss ratio 0.1006
cdn1_colo28.ns364 S3FIFO-0.5500-1.9000 cache size   448843, 11162835 req, miss ratio 0.1005, byte miss ratio 0.1005
