tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size       69, 15000762 req, miss ratio 0.8892, byte miss ratio 0.8892
tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size      207, 15000762 req, miss ratio 0.7453, byte miss ratio 0.7453
tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size      690, 15000762 req, miss ratio 0.4463, byte miss ratio 0.4463
tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size     2072, 15000762 req, miss ratio 0.1739, byte miss ratio 0.1739
tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size     6908, 15000762 req, miss ratio 0.1013, byte miss ratio 0.1013
tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size    13817, 15000762 req, miss ratio 0.0733, byte miss ratio 0.0733
tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size    27635, 15000762 req, miss ratio 0.0378, byte miss ratio 0.0378
tencentBlock.ns12963 S3FIFO-0.9500-0.9000 cache size    55271, 15000762 req, miss ratio 0.0122, byte miss ratio 0.0122
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size       69, 15000762 req, miss ratio 0.8830, byte miss ratio 0.8830
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size      207, 15000762 req, miss ratio 0.7350, byte miss ratio 0.7350
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size      690, 15000762 req, miss ratio 0.4397, byte miss ratio 0.4397
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size     2072, 15000762 req, miss ratio 0.1643, byte miss ratio 0.1643
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size     6908, 15000762 req, miss ratio 0.0977, byte miss ratio 0.0977
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size    13817, 15000762 req, miss ratio 0.0645, byte miss ratio 0.0645
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size    27635, 15000762 req, miss ratio 0.0374, byte miss ratio 0.0374
tencentBlock.ns12963 S3FIFO-0.9000-1.9000 cache size    55271, 15000762 req, miss ratio 0.0118, byte miss ratio 0.0118
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size       69, 15000762 req, miss ratio 0.8914, byte miss ratio 0.8914
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size      207, 15000762 req, miss ratio 0.7474, byte miss ratio 0.7474
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size      690, 15000762 req, miss ratio 0.4407, byte miss ratio 0.4407
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size     2072, 15000762 req, miss ratio 0.1752, byte miss ratio 0.1752
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size     6908, 15000762 req, miss ratio 0.1040, byte miss ratio 0.1040
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size    13817, 15000762 req, miss ratio 0.0674, byte miss ratio 0.0674
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size    27635, 15000762 req, miss ratio 0.0385, byte miss ratio 0.0385
tencentBlock.ns12963 S3FIFO-0.9900-1.9000 cache size    55271, 15000762 req, miss ratio 0.0124, byte miss ratio 0.0124
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size       69, 15000762 req, miss ratio 0.6959, byte miss ratio 0.6959
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size      207, 15000762 req, miss ratio 0.5009, byte miss ratio 0.5009
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size      690, 15000762 req, miss ratio 0.3731, byte miss ratio 0.3731
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size     2072, 15000762 req, miss ratio 0.1106, byte miss ratio 0.1106
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size     6908, 15000762 req, miss ratio 0.0868, byte miss ratio 0.0868
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size    13817, 15000762 req, miss ratio 0.0566, byte miss ratio 0.0566
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size    27635, 15000762 req, miss ratio 0.0257, byte miss ratio 0.0257
tencentBlock.ns12963 S3FIFO-0.2500-0.9000 cache size    55271, 15000762 req, miss ratio 0.0109, byte miss ratio 0.0109
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size       69, 15000762 req, miss ratio 0.6851, byte miss ratio 0.6851
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size      207, 15000762 req, miss ratio 0.4937, byte miss ratio 0.4937
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size      690, 15000762 req, miss ratio 0.3580, byte miss ratio 0.3580
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size     2072, 15000762 req, miss ratio 0.1102, byte miss ratio 0.1102
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size     6908, 15000762 req, miss ratio 0.0862, byte miss ratio 0.0862
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size    13817, 15000762 req, miss ratio 0.0550, byte miss ratio 0.0550
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size    27635, 15000762 req, miss ratio 0.0250, byte miss ratio 0.0250
tencentBlock.ns12963 S3FIFO-0.2000-0.9000 cache size    55271, 15000762 req, miss ratio 0.0105, byte miss ratio 0.0105
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size       69, 15000762 req, miss ratio 0.8410, byte miss ratio 0.8410
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size      207, 15000762 req, miss ratio 0.6957, byte miss ratio 0.6957
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size      690, 15000762 req, miss ratio 0.4239, byte miss ratio 0.4239
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size     2072, 15000762 req, miss ratio 0.1444, byte miss ratio 0.1444
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size     6908, 15000762 req, miss ratio 0.0932, byte miss ratio 0.0932
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size    13817, 15000762 req, miss ratio 0.0639, byte miss ratio 0.0639
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size    27635, 15000762 req, miss ratio 0.0358, byte miss ratio 0.0358
tencentBlock.ns12963 S3FIFO-0.7500-1.9000 cache size    55271, 15000762 req, miss ratio 0.0110, byte miss ratio 0.0110
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size       69, 15000762 req, miss ratio 0.7690, byte miss ratio 0.7690
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size      207, 15000762 req, miss ratio 0.6046, byte miss ratio 0.6046
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size      690, 15000762 req, miss ratio 0.4502, byte miss ratio 0.4502
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size     2072, 15000762 req, miss ratio 0.1186, byte miss ratio 0.1186
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size     6908, 15000762 req, miss ratio 0.0908, byte miss ratio 0.0908
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size    13817, 15000762 req, miss ratio 0.0627, byte miss ratio 0.0627
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size    27635, 15000762 req, miss ratio 0.0324, byte miss ratio 0.0324
tencentBlock.ns12963 S3FIFO-0.5500-1.9000 cache size    55271, 15000762 req, miss ratio 0.0109, byte miss ratio 0.0109
