cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size      576, 1175868 req, miss ratio 0.5926, byte miss ratio 0.5926
cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size     1728, 1175868 req, miss ratio 0.5863, byte miss ratio 0.5863
cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size     5760, 1175868 req, miss ratio 0.5792, byte miss ratio 0.5792
cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size    17280, 1175868 req, miss ratio 0.5668, byte miss ratio 0.5668
cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size    57603, 1175868 req, miss ratio 0.5450, byte miss ratio 0.5450
cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size   115206, 1175868 req, miss ratio 0.5364, byte miss ratio 0.5364
cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size   230412, 1175868 req, miss ratio 0.5283, byte miss ratio 0.5283
cdn1_colo28.ns1402 S3FIFO-0.5000-0.9000 cache size   460824, 1175868 req, miss ratio 0.4909, byte miss ratio 0.4909
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size      576, 1175868 req, miss ratio 0.5911, byte miss ratio 0.5911
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size     1728, 1175868 req, miss ratio 0.5857, byte miss ratio 0.5857
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size     5760, 1175868 req, miss ratio 0.5789, byte miss ratio 0.5789
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size    17280, 1175868 req, miss ratio 0.5667, byte miss ratio 0.5667
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size    57603, 1175868 req, miss ratio 0.5450, byte miss ratio 0.5450
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size   115206, 1175868 req, miss ratio 0.5364, byte miss ratio 0.5364
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size   230412, 1175868 req, miss ratio 0.5283, byte miss ratio 0.5283
cdn1_colo28.ns1402 S3FIFO-0.1000-0.9000 cache size   460824, 1175868 req, miss ratio 0.4909, byte miss ratio 0.4909
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size      576, 1175868 req, miss ratio 0.5930, byte miss ratio 0.5930
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size     1728, 1175868 req, miss ratio 0.5860, byte miss ratio 0.5860
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size     5760, 1175868 req, miss ratio 0.5782, byte miss ratio 0.5782
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size    17280, 1175868 req, miss ratio 0.5631, byte miss ratio 0.5631
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size    57603, 1175868 req, miss ratio 0.5440, byte miss ratio 0.5440
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size   115206, 1175868 req, miss ratio 0.5360, byte miss ratio 0.5360
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size   230412, 1175868 req, miss ratio 0.5283, byte miss ratio 0.5283
cdn1_colo28.ns1402 S3FIFO-0.5500-1.9000 cache size   460824, 1175868 req, miss ratio 0.4909, byte miss ratio 0.4909
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size      576, 1175868 req, miss ratio 0.5903, byte miss ratio 0.5903
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size     1728, 1175868 req, miss ratio 0.5844, byte miss ratio 0.5844
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size     5760, 1175868 req, miss ratio 0.5770, byte miss ratio 0.5770
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size    17280, 1175868 req, miss ratio 0.5610, byte miss ratio 0.5610
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size    57603, 1175868 req, miss ratio 0.5440, byte miss ratio 0.5440
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size   115206, 1175868 req, miss ratio 0.5359, byte miss ratio 0.5359
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size   230412, 1175868 req, miss ratio 0.5283, byte miss ratio 0.5283
cdn1_colo28.ns1402 S3FIFO-0.1500-1.9000 cache size   460824, 1175868 req, miss ratio 0.4909, byte miss ratio 0.4909
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size      576, 1175868 req, miss ratio 0.5911, byte miss ratio 0.5911
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size     1728, 1175868 req, miss ratio 0.5858, byte miss ratio 0.5858
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size     5760, 1175868 req, miss ratio 0.5789, byte miss ratio 0.5789
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size    17280, 1175868 req, miss ratio 0.5667, byte miss ratio 0.5667
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size    57603, 1175868 req, miss ratio 0.5450, byte miss ratio 0.5450
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size   115206, 1175868 req, miss ratio 0.5364, byte miss ratio 0.5364
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size   230412, 1175868 req, miss ratio 0.5283, byte miss ratio 0.5283
cdn1_colo28.ns1402 S3FIFO-0.0250-0.9000 cache size   460824, 1175868 req, miss ratio 0.4909, byte miss ratio 0.4909
cdn1_colo28.ns1402 S3FIFO-0.4000-1.9000 cache size      576, 1175868 req, miss ratio 0.5916, byte miss ratio 0.5916
cdn1_colo28.ns1402 S3FIFO-0.4000-1.9000 cache size     1728, 1175868 req, miss ratio 0.5851, byte miss ratio 0.5851
