tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size      332, 4140706 req, miss ratio 0.4409, byte miss ratio 0.4409
tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size      997, 4140706 req, miss ratio 0.3958, byte miss ratio 0.3958
tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size     3324, 4140706 req, miss ratio 0.3520, byte miss ratio 0.3520
tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size     9972, 4140706 req, miss ratio 0.2986, byte miss ratio 0.2986
tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size    33241, 4140706 req, miss ratio 0.2232, byte miss ratio 0.2232
tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size    66482, 4140706 req, miss ratio 0.1554, byte miss ratio 0.1554
tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size   132964, 4140706 req, miss ratio 0.0959, byte miss ratio 0.0959
tencentBlock.ns5441 S3FIFO-0.0500-1.9000 cache size   265928, 4140706 req, miss ratio 0.0807, byte miss ratio 0.0807
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size      332, 4140706 req, miss ratio 0.4372, byte miss ratio 0.4372
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size      997, 4140706 req, miss ratio 0.3967, byte miss ratio 0.3967
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size     3324, 4140706 req, miss ratio 0.3573, byte miss ratio 0.3573
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size     9972, 4140706 req, miss ratio 0.3043, byte miss ratio 0.3043
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size    33241, 4140706 req, miss ratio 0.2161, byte miss ratio 0.2161
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size    66482, 4140706 req, miss ratio 0.1588, byte miss ratio 0.1588
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size   132964, 4140706 req, miss ratio 0.0938, byte miss ratio 0.0938
tencentBlock.ns5441 S3FIFO-0.1500-0.9000 cache size   265928, 4140706 req, miss ratio 0.0807, byte miss ratio 0.0807
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size      332, 4140706 req, miss ratio 0.5221, byte miss ratio 0.5221
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size      997, 4140706 req, miss ratio 0.4481, byte miss ratio 0.4481
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size     3324, 4140706 req, miss ratio 0.3961, byte miss ratio 0.3961
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size     9972, 4140706 req, miss ratio 0.3492, byte miss ratio 0.3492
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size    33241, 4140706 req, miss ratio 0.2550, byte miss ratio 0.2550
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size    66482, 4140706 req, miss ratio 0.1865, byte miss ratio 0.1865
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size   132964, 4140706 req, miss ratio 0.1205, byte miss ratio 0.1205
tencentBlock.ns5441 S3FIFO-0.9000-0.9000 cache size   265928, 4140706 req, miss ratio 0.0876, byte miss ratio 0.0876
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size      332, 4140706 req, miss ratio 0.5232, byte miss ratio 0.5232
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size      997, 4140706 req, miss ratio 0.4493, byte miss ratio 0.4493
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size     3324, 4140706 req, miss ratio 0.3977, byte miss ratio 0.3977
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size     9972, 4140706 req, miss ratio 0.3484, byte miss ratio 0.3484
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size    33241, 4140706 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size    66482, 4140706 req, miss ratio 0.1859, byte miss ratio 0.1859
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size   132964, 4140706 req, miss ratio 0.1205, byte miss ratio 0.1205
tencentBlock.ns5441 S3FIFO-0.9000-1.9000 cache size   265928, 4140706 req, miss ratio 0.0876, byte miss ratio 0.0876
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size      332, 4140706 req, miss ratio 0.5424, byte miss ratio 0.5424
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size      997, 4140706 req, miss ratio 0.4670, byte miss ratio 0.4670
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size     3324, 4140706 req, miss ratio 0.4120, byte miss ratio 0.4120
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size     9972, 4140706 req, miss ratio 0.3578, byte miss ratio 0.3578
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size    33241, 4140706 req, miss ratio 0.2590, byte miss ratio 0.2590
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size    66482, 4140706 req, miss ratio 0.1880, byte miss ratio 0.1880
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size   132964, 4140706 req, miss ratio 0.1245, byte miss ratio 0.1245
tencentBlock.ns5441 S3FIFO-0.9900-0.9000 cache size   265928, 4140706 req, miss ratio 0.0912, byte miss ratio 0.0912
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size      332, 4140706 req, miss ratio 0.5345, byte miss ratio 0.5345
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size      997, 4140706 req, miss ratio 0.4589, byte miss ratio 0.4589
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size     3324, 4140706 req, miss ratio 0.4054, byte miss ratio 0.4054
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size     9972, 4140706 req, miss ratio 0.3512, byte miss ratio 0.3512
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size    33241, 4140706 req, miss ratio 0.2549, byte miss ratio 0.2549
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size    66482, 4140706 req, miss ratio 0.1867, byte miss ratio 0.1867
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size   132964, 4140706 req, miss ratio 0.1231, byte miss ratio 0.1231
tencentBlock.ns5441 S3FIFO-0.9500-1.9000 cache size   265928, 4140706 req, miss ratio 0.0898, byte miss ratio 0.0898
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size      332, 4140706 req, miss ratio 0.4709, byte miss ratio 0.4709
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size      997, 4140706 req, miss ratio 0.4017, byte miss ratio 0.4017
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size     3324, 4140706 req, miss ratio 0.3651, byte miss ratio 0.3651
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size     9972, 4140706 req, miss ratio 0.3243, byte miss ratio 0.3243
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size    33241, 4140706 req, miss ratio 0.2322, byte miss ratio 0.2322
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size    66482, 4140706 req, miss ratio 0.1743, byte miss ratio 0.1743
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size   132964, 4140706 req, miss ratio 0.0988, byte miss ratio 0.0988
tencentBlock.ns5441 S3FIFO-0.4500-1.9000 cache size   265928, 4140706 req, miss ratio 0.0807, byte miss ratio 0.0807
tencentBlock.ns5441 S3FIFO-0.9500-0.9000 cache size      332, 4140706 req, miss ratio 0.5336, byte miss ratio 0.5336
tencentBlock.ns5441 S3FIFO-0.9500-0.9000 cache size      997, 4140706 req, miss ratio 0.4580, byte miss ratio 0.4580
