cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size      118, 1060216 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size      356, 1060216 req, miss ratio 0.1398, byte miss ratio 0.1398
cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size     1188, 1060216 req, miss ratio 0.1209, byte miss ratio 0.1209
cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size     3564, 1060216 req, miss ratio 0.1165, byte miss ratio 0.1165
cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size    11881, 1060216 req, miss ratio 0.1138, byte miss ratio 0.1138
cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size    23762, 1060216 req, miss ratio 0.1129, byte miss ratio 0.1129
cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size    47525, 1060216 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_colo28.ns3538 S3FIFO-0.0050-0.9000 cache size    95050, 1060216 req, miss ratio 0.1121, byte miss ratio 0.1121
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size      118, 1060216 req, miss ratio 0.2230, byte miss ratio 0.2230
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size      356, 1060216 req, miss ratio 0.1642, byte miss ratio 0.1642
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size     1188, 1060216 req, miss ratio 0.1345, byte miss ratio 0.1345
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size     3564, 1060216 req, miss ratio 0.1195, byte miss ratio 0.1195
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size    11881, 1060216 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size    23762, 1060216 req, miss ratio 0.1129, byte miss ratio 0.1129
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size    47525, 1060216 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_colo28.ns3538 S3FIFO-0.7000-1.9000 cache size    95050, 1060216 req, miss ratio 0.1121, byte miss ratio 0.1121
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size      118, 1060216 req, miss ratio 0.1820, byte miss ratio 0.1820
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size      356, 1060216 req, miss ratio 0.1437, byte miss ratio 0.1437
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size     1188, 1060216 req, miss ratio 0.1228, byte miss ratio 0.1228
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size     3564, 1060216 req, miss ratio 0.1161, byte miss ratio 0.1161
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size    11881, 1060216 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size    23762, 1060216 req, miss ratio 0.1129, byte miss ratio 0.1129
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size    47525, 1060216 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_colo28.ns3538 S3FIFO-0.2500-1.9000 cache size    95050, 1060216 req, miss ratio 0.1121, byte miss ratio 0.1121
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size      118, 1060216 req, miss ratio 0.2038, byte miss ratio 0.2038
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size      356, 1060216 req, miss ratio 0.1531, byte miss ratio 0.1531
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size     1188, 1060216 req, miss ratio 0.1290, byte miss ratio 0.1290
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size     3564, 1060216 req, miss ratio 0.1168, byte miss ratio 0.1168
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size    11881, 1060216 req, miss ratio 0.1138, byte miss ratio 0.1138
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size    23762, 1060216 req, miss ratio 0.1129, byte miss ratio 0.1129
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size    47525, 1060216 req, miss ratio 0.1125, byte miss ratio 0.1125
cdn1_colo28.ns3538 S3FIFO-0.5500-0.9000 cache size    95050, 1060216 req, miss ratio 0.1121, byte miss ratio 0.1121
cdn1_colo28.ns3538 S3FIFO-0.8000-1.9000 cache size      118, 1060216 req, miss ratio 0.2380, byte miss ratio 0.2380
