tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size       66, 2925208 req, miss ratio 0.4313, byte miss ratio 0.4313
tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size      198, 2925208 req, miss ratio 0.2100, byte miss ratio 0.2100
tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size      660, 2925208 req, miss ratio 0.1163, byte miss ratio 0.1163
tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size     1982, 2925208 req, miss ratio 0.0910, byte miss ratio 0.0910
tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size     6607, 2925208 req, miss ratio 0.0712, byte miss ratio 0.0712
tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size    13214, 2925208 req, miss ratio 0.0606, byte miss ratio 0.0606
tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size    26429, 2925208 req, miss ratio 0.0431, byte miss ratio 0.0431
tencentBlock.ns11394 S3FIFO-0.5000-0.9000 cache size    52858, 2925208 req, miss ratio 0.0244, byte miss ratio 0.0244
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size       66, 2925208 req, miss ratio 0.4458, byte miss ratio 0.4458
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size      198, 2925208 req, miss ratio 0.2172, byte miss ratio 0.2172
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size      660, 2925208 req, miss ratio 0.1201, byte miss ratio 0.1201
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size     1982, 2925208 req, miss ratio 0.0927, byte miss ratio 0.0927
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size     6607, 2925208 req, miss ratio 0.0726, byte miss ratio 0.0726
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size    13214, 2925208 req, miss ratio 0.0609, byte miss ratio 0.0609
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size    26429, 2925208 req, miss ratio 0.0430, byte miss ratio 0.0430
tencentBlock.ns11394 S3FIFO-0.6000-0.9000 cache size    52858, 2925208 req, miss ratio 0.0244, byte miss ratio 0.0244
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size       66, 2925208 req, miss ratio 0.4542, byte miss ratio 0.4542
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size      198, 2925208 req, miss ratio 0.2217, byte miss ratio 0.2217
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size      660, 2925208 req, miss ratio 0.1214, byte miss ratio 0.1214
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size     1982, 2925208 req, miss ratio 0.0937, byte miss ratio 0.0937
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size     6607, 2925208 req, miss ratio 0.0728, byte miss ratio 0.0728
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size    13214, 2925208 req, miss ratio 0.0611, byte miss ratio 0.0611
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size    26429, 2925208 req, miss ratio 0.0429, byte miss ratio 0.0429
tencentBlock.ns11394 S3FIFO-0.6500-0.9000 cache size    52858, 2925208 req, miss ratio 0.0245, byte miss ratio 0.0245
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size       66, 2925208 req, miss ratio 0.4965, byte miss ratio 0.4965
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size      198, 2925208 req, miss ratio 0.2550, byte miss ratio 0.2550
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size      660, 2925208 req, miss ratio 0.1368, byte miss ratio 0.1368
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size     1982, 2925208 req, miss ratio 0.1025, byte miss ratio 0.1025
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size     6607, 2925208 req, miss ratio 0.0761, byte miss ratio 0.0761
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size    13214, 2925208 req, miss ratio 0.0645, byte miss ratio 0.0645
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size    26429, 2925208 req, miss ratio 0.0446, byte miss ratio 0.0446
tencentBlock.ns11394 S3FIFO-0.9500-1.9000 cache size    52858, 2925208 req, miss ratio 0.0255, byte miss ratio 0.0255
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size       66, 2925208 req, miss ratio 0.3751, byte miss ratio 0.3751
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size      198, 2925208 req, miss ratio 0.1821, byte miss ratio 0.1821
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size      660, 2925208 req, miss ratio 0.1069, byte miss ratio 0.1069
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size     1982, 2925208 req, miss ratio 0.0863, byte miss ratio 0.0863
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size     6607, 2925208 req, miss ratio 0.0670, byte miss ratio 0.0670
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size    13214, 2925208 req, miss ratio 0.0589, byte miss ratio 0.0589
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size    26429, 2925208 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns11394 S3FIFO-0.1000-0.9000 cache size    52858, 2925208 req, miss ratio 0.0239, byte miss ratio 0.0239
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size       66, 2925208 req, miss ratio 0.3801, byte miss ratio 0.3801
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size      198, 2925208 req, miss ratio 0.1841, byte miss ratio 0.1841
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size      660, 2925208 req, miss ratio 0.1067, byte miss ratio 0.1067
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size     1982, 2925208 req, miss ratio 0.0865, byte miss ratio 0.0865
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size     6607, 2925208 req, miss ratio 0.0677, byte miss ratio 0.0677
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size    13214, 2925208 req, miss ratio 0.0589, byte miss ratio 0.0589
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size    26429, 2925208 req, miss ratio 0.0413, byte miss ratio 0.0413
tencentBlock.ns11394 S3FIFO-0.1500-0.9000 cache size    52858, 2925208 req, miss ratio 0.0240, byte miss ratio 0.0240
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size       66, 2925208 req, miss ratio 0.4152, byte miss ratio 0.4152
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size      198, 2925208 req, miss ratio 0.2029, byte miss ratio 0.2029
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size      660, 2925208 req, miss ratio 0.1114, byte miss ratio 0.1114
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size     1982, 2925208 req, miss ratio 0.0894, byte miss ratio 0.0894
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size     6607, 2925208 req, miss ratio 0.0693, byte miss ratio 0.0693
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size    13214, 2925208 req, miss ratio 0.0596, byte miss ratio 0.0596
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size    26429, 2925208 req, miss ratio 0.0428, byte miss ratio 0.0428
tencentBlock.ns11394 S3FIFO-0.4000-0.9000 cache size    52858, 2925208 req, miss ratio 0.0244, byte miss ratio 0.0244
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size       66, 2925208 req, miss ratio 0.3701, byte miss ratio 0.3701
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size      198, 2925208 req, miss ratio 0.1882, byte miss ratio 0.1882
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size      660, 2925208 req, miss ratio 0.1082, byte miss ratio 0.1082
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size     1982, 2925208 req, miss ratio 0.0870, byte miss ratio 0.0870
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size     6607, 2925208 req, miss ratio 0.0672, byte miss ratio 0.0672
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size    13214, 2925208 req, miss ratio 0.0585, byte miss ratio 0.0585
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size    26429, 2925208 req, miss ratio 0.0410, byte miss ratio 0.0410
tencentBlock.ns11394 S3FIFO-0.0500-0.9000 cache size    52858, 2925208 req, miss ratio 0.0239, byte miss ratio 0.0239
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size       66, 2925208 req, miss ratio 0.4224, byte miss ratio 0.4224
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size      198, 2925208 req, miss ratio 0.2065, byte miss ratio 0.2065
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size      660, 2925208 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size     1982, 2925208 req, miss ratio 0.0903, byte miss ratio 0.0903
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size     6607, 2925208 req, miss ratio 0.0691, byte miss ratio 0.0691
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size    13214, 2925208 req, miss ratio 0.0600, byte miss ratio 0.0600
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size    26429, 2925208 req, miss ratio 0.0431, byte miss ratio 0.0431
tencentBlock.ns11394 S3FIFO-0.4500-0.9000 cache size    52858, 2925208 req, miss ratio 0.0243, byte miss ratio 0.0243
