io_traces.ns95 S3FIFO-0.5500-0.9000 cache size      333, 1400000 req, miss ratio 0.7184, byte miss ratio 0.7184
io_traces.ns95 S3FIFO-0.5500-0.9000 cache size     1001, 1400000 req, miss ratio 0.6880, byte miss ratio 0.6880
io_traces.ns95 S3FIFO-0.5500-0.9000 cache size     3336, 1400000 req, miss ratio 0.6296, byte miss ratio 0.6296
io_traces.ns95 S3FIFO-0.5500-0.9000 cache size    10010, 1400000 req, miss ratio 0.5365, byte miss ratio 0.5365
io_traces.ns95 S3FIFO-0.5500-0.9000 cache size    33366, 1400000 req, miss ratio 0.4376, byte miss ratio 0.4376
io_traces.ns95 S3FIFO-0.5500-0.9000 cache size    66733, 1400000 req, miss ratio 0.3622, byte miss ratio 0.3622
io_traces.ns95 S3FIFO-0.5500-0.9000 cache size   133467, 1400000 req, miss ratio 0.2896, byte miss ratio 0.2896
io_traces.ns95 S3FIFO-0.5500-0.9000 cache size   266934, 1400000 req, miss ratio 0.2425, byte miss ratio 0.2425
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size      333, 1400000 req, miss ratio 0.7100, byte miss ratio 0.7100
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size     1001, 1400000 req, miss ratio 0.6713, byte miss ratio 0.6713
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size     3336, 1400000 req, miss ratio 0.5914, byte miss ratio 0.5914
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size    10010, 1400000 req, miss ratio 0.5192, byte miss ratio 0.5192
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size    33366, 1400000 req, miss ratio 0.4221, byte miss ratio 0.4221
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size    66733, 1400000 req, miss ratio 0.3511, byte miss ratio 0.3511
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size   133467, 1400000 req, miss ratio 0.2862, byte miss ratio 0.2862
io_traces.ns95 S3FIFO-0.1500-1.9000 cache size   266934, 1400000 req, miss ratio 0.2425, byte miss ratio 0.2425
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size      333, 1400000 req, miss ratio 0.7165, byte miss ratio 0.7165
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size     1001, 1400000 req, miss ratio 0.6856, byte miss ratio 0.6856
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size     3336, 1400000 req, miss ratio 0.6229, byte miss ratio 0.6229
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size    10010, 1400000 req, miss ratio 0.5324, byte miss ratio 0.5324
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size    33366, 1400000 req, miss ratio 0.4349, byte miss ratio 0.4349
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size    66733, 1400000 req, miss ratio 0.3590, byte miss ratio 0.3590
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size   133467, 1400000 req, miss ratio 0.2875, byte miss ratio 0.2875
io_traces.ns95 S3FIFO-0.5000-0.9000 cache size   266934, 1400000 req, miss ratio 0.2425, byte miss ratio 0.2425
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size      333, 1400000 req, miss ratio 0.7569, byte miss ratio 0.7569
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size     1001, 1400000 req, miss ratio 0.7175, byte miss ratio 0.7175
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size     3336, 1400000 req, miss ratio 0.6722, byte miss ratio 0.6722
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size    10010, 1400000 req, miss ratio 0.5859, byte miss ratio 0.5859
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size    33366, 1400000 req, miss ratio 0.4687, byte miss ratio 0.4687
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size    66733, 1400000 req, miss ratio 0.3916, byte miss ratio 0.3916
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size   133467, 1400000 req, miss ratio 0.3106, byte miss ratio 0.3106
io_traces.ns95 S3FIFO-0.9500-1.9000 cache size   266934, 1400000 req, miss ratio 0.2484, byte miss ratio 0.2484
