tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size       56, 2109811 req, miss ratio 0.3797, byte miss ratio 0.3797
tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size      168, 2109811 req, miss ratio 0.2248, byte miss ratio 0.2248
tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size      560, 2109811 req, miss ratio 0.1648, byte miss ratio 0.1648
tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size     1680, 2109811 req, miss ratio 0.1497, byte miss ratio 0.1497
tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size     5602, 2109811 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size    11204, 2109811 req, miss ratio 0.1330, byte miss ratio 0.1330
tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size    22408, 2109811 req, miss ratio 0.0959, byte miss ratio 0.0959
tencentBlock.ns1160 S3FIFO-0.9500-1.9000 cache size    44816, 2109811 req, miss ratio 0.0424, byte miss ratio 0.0424
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size       56, 2109811 req, miss ratio 0.3340, byte miss ratio 0.3340
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size      168, 2109811 req, miss ratio 0.1955, byte miss ratio 0.1955
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size      560, 2109811 req, miss ratio 0.1499, byte miss ratio 0.1499
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size     1680, 2109811 req, miss ratio 0.1431, byte miss ratio 0.1431
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size     5602, 2109811 req, miss ratio 0.1345, byte miss ratio 0.1345
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size    11204, 2109811 req, miss ratio 0.1287, byte miss ratio 0.1287
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size    22408, 2109811 req, miss ratio 0.0987, byte miss ratio 0.0987
tencentBlock.ns1160 S3FIFO-0.7000-0.9000 cache size    44816, 2109811 req, miss ratio 0.0400, byte miss ratio 0.0400
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size       56, 2109811 req, miss ratio 0.2300, byte miss ratio 0.2300
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size      168, 2109811 req, miss ratio 0.1642, byte miss ratio 0.1642
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size      560, 2109811 req, miss ratio 0.1491, byte miss ratio 0.1491
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size     1680, 2109811 req, miss ratio 0.1369, byte miss ratio 0.1369
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size     5602, 2109811 req, miss ratio 0.1258, byte miss ratio 0.1258
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size    11204, 2109811 req, miss ratio 0.1175, byte miss ratio 0.1175
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size    22408, 2109811 req, miss ratio 0.0861, byte miss ratio 0.0861
tencentBlock.ns1160 S3FIFO-0.0250-0.9000 cache size    44816, 2109811 req, miss ratio 0.0333, byte miss ratio 0.0333
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size       56, 2109811 req, miss ratio 0.2822, byte miss ratio 0.2822
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size      168, 2109811 req, miss ratio 0.1602, byte miss ratio 0.1602
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size      560, 2109811 req, miss ratio 0.1464, byte miss ratio 0.1464
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size     1680, 2109811 req, miss ratio 0.1360, byte miss ratio 0.1360
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size     5602, 2109811 req, miss ratio 0.1275, byte miss ratio 0.1275
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size    11204, 2109811 req, miss ratio 0.1326, byte miss ratio 0.1326
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size    22408, 2109811 req, miss ratio 0.1192, byte miss ratio 0.1192
tencentBlock.ns1160 S3FIFO-0.3500-1.9000 cache size    44816, 2109811 req, miss ratio 0.0358, byte miss ratio 0.0358
tencentBlock.ns1160 S3FIFO-0.8500-0.9000 cache size       56, 2109811 req, miss ratio 0.3654, byte miss ratio 0.3654
tencentBlock.ns1160 S3FIFO-0.8500-0.9000 cache size      168, 2109811 req, miss ratio 0.2103, byte miss ratio 0.2103
tencentBlock.ns1160 S3FIFO-0.8500-0.9000 cache size      560, 2109811 req, miss ratio 0.1540, byte miss ratio 0.1540
