cdn1_colo28.ns1320 S3FIFO-0.3000-0.9000 cache size        5, 1230161 req, miss ratio 0.1917, byte miss ratio 0.1917
cdn1_colo28.ns1320 S3FIFO-0.3000-0.9000 cache size       17, 1230161 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1320 S3FIFO-0.3000-0.9000 cache size       59, 1230161 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1320 S3FIFO-0.3000-0.9000 cache size      119, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.3000-0.9000 cache size      238, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.3000-0.9000 cache size      476, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.6000-1.9000 cache size        5, 1230161 req, miss ratio 0.2080, byte miss ratio 0.2080
cdn1_colo28.ns1320 S3FIFO-0.6000-1.9000 cache size       17, 1230161 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns1320 S3FIFO-0.6000-1.9000 cache size       59, 1230161 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1320 S3FIFO-0.6000-1.9000 cache size      119, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.6000-1.9000 cache size      238, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.6000-1.9000 cache size      476, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.9000-0.9000 cache size        5, 1230161 req, miss ratio 0.1905, byte miss ratio 0.1905
cdn1_colo28.ns1320 S3FIFO-0.9000-0.9000 cache size       17, 1230161 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns1320 S3FIFO-0.9000-0.9000 cache size       59, 1230161 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1320 S3FIFO-0.9000-0.9000 cache size      119, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.9000-0.9000 cache size      238, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.9000-0.9000 cache size      476, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.2000-0.9000 cache size        5, 1230161 req, miss ratio 0.1917, byte miss ratio 0.1917
cdn1_colo28.ns1320 S3FIFO-0.2000-0.9000 cache size       17, 1230161 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1320 S3FIFO-0.2000-0.9000 cache size       59, 1230161 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1320 S3FIFO-0.2000-0.9000 cache size      119, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.2000-0.9000 cache size      238, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.2000-0.9000 cache size      476, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.0500-0.9000 cache size        5, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0500-0.9000 cache size       17, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0500-0.9000 cache size       59, 1230161 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1320 S3FIFO-0.0500-0.9000 cache size      119, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.0500-0.9000 cache size      238, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.0500-0.9000 cache size      476, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.4500-0.9000 cache size        5, 1230161 req, miss ratio 0.2111, byte miss ratio 0.2111
cdn1_colo28.ns1320 S3FIFO-0.4500-0.9000 cache size       17, 1230161 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns1320 S3FIFO-0.4500-0.9000 cache size       59, 1230161 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1320 S3FIFO-0.4500-0.9000 cache size      119, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.4500-0.9000 cache size      238, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.4500-0.9000 cache size      476, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.5000-1.9000 cache size        5, 1230161 req, miss ratio 0.2114, byte miss ratio 0.2114
cdn1_colo28.ns1320 S3FIFO-0.5000-1.9000 cache size       17, 1230161 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns1320 S3FIFO-0.5000-1.9000 cache size       59, 1230161 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1320 S3FIFO-0.5000-1.9000 cache size      119, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.5000-1.9000 cache size      238, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.5000-1.9000 cache size      476, 1230161 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1320 S3FIFO-0.0010-0.9000 cache size        5, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0010-0.9000 cache size       17, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0010-0.9000 cache size       59, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0010-0.9000 cache size      119, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0010-0.9000 cache size      238, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0010-0.9000 cache size      476, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1320 S3FIFO-0.0250-1.9000 cache size        5, 1230161 req, miss ratio 1.0000, byte miss ratio 1.0000
