io_traces.ns286 S3FIFO-0.9500-0.9000 cache size      203, 5000000 req, miss ratio 0.4830, byte miss ratio 0.4830
io_traces.ns286 S3FIFO-0.9500-0.9000 cache size      611, 5000000 req, miss ratio 0.3519, byte miss ratio 0.3519
io_traces.ns286 S3FIFO-0.9500-0.9000 cache size     2037, 5000000 req, miss ratio 0.2942, byte miss ratio 0.2942
io_traces.ns286 S3FIFO-0.9500-0.9000 cache size     6112, 5000000 req, miss ratio 0.2511, byte miss ratio 0.2511
io_traces.ns286 S3FIFO-0.9500-0.9000 cache size    20376, 5000000 req, miss ratio 0.1737, byte miss ratio 0.1737
io_traces.ns286 S3FIFO-0.9500-0.9000 cache size    40753, 5000000 req, miss ratio 0.1114, byte miss ratio 0.1114
io_traces.ns286 S3FIFO-0.9500-0.9000 cache size    81506, 5000000 req, miss ratio 0.0645, byte miss ratio 0.0645
io_traces.ns286 S3FIFO-0.9500-0.9000 cache size   163012, 5000000 req, miss ratio 0.0474, byte miss ratio 0.0474
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size      203, 5000000 req, miss ratio 0.3384, byte miss ratio 0.3384
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size      611, 5000000 req, miss ratio 0.3076, byte miss ratio 0.3076
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size     2037, 5000000 req, miss ratio 0.2330, byte miss ratio 0.2330
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size     6112, 5000000 req, miss ratio 0.2188, byte miss ratio 0.2188
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size    20376, 5000000 req, miss ratio 0.1665, byte miss ratio 0.1665
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size    40753, 5000000 req, miss ratio 0.0917, byte miss ratio 0.0917
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size    81506, 5000000 req, miss ratio 0.0499, byte miss ratio 0.0499
io_traces.ns286 S3FIFO-0.2000-0.9000 cache size   163012, 5000000 req, miss ratio 0.0425, byte miss ratio 0.0425
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size      203, 5000000 req, miss ratio 0.4500, byte miss ratio 0.4500
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size      611, 5000000 req, miss ratio 0.3274, byte miss ratio 0.3274
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size     2037, 5000000 req, miss ratio 0.2881, byte miss ratio 0.2881
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size     6112, 5000000 req, miss ratio 0.2440, byte miss ratio 0.2440
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size    20376, 5000000 req, miss ratio 0.1725, byte miss ratio 0.1725
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size    40753, 5000000 req, miss ratio 0.1086, byte miss ratio 0.1086
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size    81506, 5000000 req, miss ratio 0.0623, byte miss ratio 0.0623
io_traces.ns286 S3FIFO-0.8500-1.9000 cache size   163012, 5000000 req, miss ratio 0.0447, byte miss ratio 0.0447
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size      203, 5000000 req, miss ratio 0.3372, byte miss ratio 0.3372
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size      611, 5000000 req, miss ratio 0.3113, byte miss ratio 0.3113
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size     2037, 5000000 req, miss ratio 0.2497, byte miss ratio 0.2497
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size     6112, 5000000 req, miss ratio 0.2221, byte miss ratio 0.2221
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size    20376, 5000000 req, miss ratio 0.1705, byte miss ratio 0.1705
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size    40753, 5000000 req, miss ratio 0.1002, byte miss ratio 0.1002
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size    81506, 5000000 req, miss ratio 0.0504, byte miss ratio 0.0504
io_traces.ns286 S3FIFO-0.4500-0.9000 cache size   163012, 5000000 req, miss ratio 0.0425, byte miss ratio 0.0425
io_traces.ns286 S3FIFO-0.7000-0.9000 cache size      203, 5000000 req, miss ratio 0.3887, byte miss ratio 0.3887
io_traces.ns286 S3FIFO-0.7000-0.9000 cache size      611, 5000000 req, miss ratio 0.3164, byte miss ratio 0.3164
io_traces.ns286 S3FIFO-0.7000-0.9000 cache size     2037, 5000000 req, miss ratio 0.2748, byte miss ratio 0.2748
io_traces.ns286 S3FIFO-0.7000-0.9000 cache size     6112, 5000000 req, miss ratio 0.2290, byte miss ratio 0.2290
io_traces.ns286 S3FIFO-0.7000-0.9000 cache size    20376, 5000000 req, miss ratio 0.1725, byte miss ratio 0.1725
