cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size      189, 3394453 req, miss ratio 0.4212, byte miss ratio 0.4212
cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size      568, 3394453 req, miss ratio 0.2739, byte miss ratio 0.2739
cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size     1895, 3394453 req, miss ratio 0.1562, byte miss ratio 0.1562
cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size     5685, 3394453 req, miss ratio 0.1220, byte miss ratio 0.1220
cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size    18950, 3394453 req, miss ratio 0.0985, byte miss ratio 0.0985
cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size    37901, 3394453 req, miss ratio 0.0824, byte miss ratio 0.0824
cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size    75803, 3394453 req, miss ratio 0.0674, byte miss ratio 0.0674
cdn1_colo28.ns1868 S3FIFO-0.6500-1.9000 cache size   151606, 3394453 req, miss ratio 0.0565, byte miss ratio 0.0565
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size      189, 3394453 req, miss ratio 0.3556, byte miss ratio 0.3556
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size      568, 3394453 req, miss ratio 0.2019, byte miss ratio 0.2019
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size     1895, 3394453 req, miss ratio 0.1340, byte miss ratio 0.1340
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size     5685, 3394453 req, miss ratio 0.1142, byte miss ratio 0.1142
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size    18950, 3394453 req, miss ratio 0.0897, byte miss ratio 0.0897
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size    37901, 3394453 req, miss ratio 0.0754, byte miss ratio 0.0754
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size    75803, 3394453 req, miss ratio 0.0638, byte miss ratio 0.0638
cdn1_colo28.ns1868 S3FIFO-0.0500-1.9000 cache size   151606, 3394453 req, miss ratio 0.0565, byte miss ratio 0.0565
