tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size       69, 2455550 req, miss ratio 0.2523, byte miss ratio 0.2523
tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size      207, 2455550 req, miss ratio 0.1620, byte miss ratio 0.1620
tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size      692, 2455550 req, miss ratio 0.1129, byte miss ratio 0.1129
tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size     2076, 2455550 req, miss ratio 0.1033, byte miss ratio 0.1033
tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size     6921, 2455550 req, miss ratio 0.0991, byte miss ratio 0.0991
tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size    13842, 2455550 req, miss ratio 0.0722, byte miss ratio 0.0722
tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size    27684, 2455550 req, miss ratio 0.0378, byte miss ratio 0.0378
tencentBlock.ns3766 S3FIFO-0.0250-1.9000 cache size    55368, 2455550 req, miss ratio 0.0289, byte miss ratio 0.0289
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size       69, 2455550 req, miss ratio 0.3185, byte miss ratio 0.3185
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size      207, 2455550 req, miss ratio 0.2100, byte miss ratio 0.2100
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size      692, 2455550 req, miss ratio 0.1263, byte miss ratio 0.1263
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size     2076, 2455550 req, miss ratio 0.1093, byte miss ratio 0.1093
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size     6921, 2455550 req, miss ratio 0.1029, byte miss ratio 0.1029
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size    13842, 2455550 req, miss ratio 0.0814, byte miss ratio 0.0814
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size    27684, 2455550 req, miss ratio 0.0492, byte miss ratio 0.0492
tencentBlock.ns3766 S3FIFO-0.8000-1.9000 cache size    55368, 2455550 req, miss ratio 0.0350, byte miss ratio 0.0350
tencentBlock.ns3766 S3FIFO-0.7000-1.9000 cache size       69, 2455550 req, miss ratio 0.3083, byte miss ratio 0.3083
tencentBlock.ns3766 S3FIFO-0.7000-1.9000 cache size      207, 2455550 req, miss ratio 0.1992, byte miss ratio 0.1992
tencentBlock.ns3766 S3FIFO-0.7000-1.9000 cache size      692, 2455550 req, miss ratio 0.1171, byte miss ratio 0.1171
tencentBlock.ns3766 S3FIFO-0.7000-1.9000 cache size     2076, 2455550 req, miss ratio 0.1073, byte miss ratio 0.1073
