io_traces.ns3 S3FIFO-0.4500-1.9000 cache size     3158, 23800000 req, miss ratio 0.6004, byte miss ratio 0.6004
io_traces.ns3 S3FIFO-0.4500-1.9000 cache size     9476, 23800000 req, miss ratio 0.5569, byte miss ratio 0.5569
io_traces.ns3 S3FIFO-0.4500-1.9000 cache size    31586, 23800000 req, miss ratio 0.5363, byte miss ratio 0.5363
io_traces.ns3 S3FIFO-0.4500-1.9000 cache size    94760, 23800000 req, miss ratio 0.5174, byte miss ratio 0.5174
io_traces.ns3 S3FIFO-0.4500-1.9000 cache size   315868, 23800000 req, miss ratio 0.5006, byte miss ratio 0.5006
io_traces.ns3 S3FIFO-0.4500-1.9000 cache size   631737, 23800000 req, miss ratio 0.4951, byte miss ratio 0.4951
io_traces.ns3 S3FIFO-0.4500-1.9000 cache size  1263474, 23800000 req, miss ratio 0.4398, byte miss ratio 0.4398
io_traces.ns3 S3FIFO-0.4500-1.9000 cache size  2526949, 23800000 req, miss ratio 0.3560, byte miss ratio 0.3560
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size     3158, 23800000 req, miss ratio 0.5996, byte miss ratio 0.5996
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size     9476, 23800000 req, miss ratio 0.5563, byte miss ratio 0.5563
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size    31586, 23800000 req, miss ratio 0.5358, byte miss ratio 0.5358
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size    94760, 23800000 req, miss ratio 0.5164, byte miss ratio 0.5164
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size   315868, 23800000 req, miss ratio 0.5004, byte miss ratio 0.5004
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size   631737, 23800000 req, miss ratio 0.4951, byte miss ratio 0.4951
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size  1263474, 23800000 req, miss ratio 0.4417, byte miss ratio 0.4417
io_traces.ns3 S3FIFO-0.4000-1.9000 cache size  2526949, 23800000 req, miss ratio 0.3609, byte miss ratio 0.3609
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size     3158, 23800000 req, miss ratio 0.5970, byte miss ratio 0.5970
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size     9476, 23800000 req, miss ratio 0.5552, byte miss ratio 0.5552
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size    31586, 23800000 req, miss ratio 0.5342, byte miss ratio 0.5342
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size    94760, 23800000 req, miss ratio 0.5140, byte miss ratio 0.5140
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size   315868, 23800000 req, miss ratio 0.5046, byte miss ratio 0.5046
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size   631737, 23800000 req, miss ratio 0.4976, byte miss ratio 0.4976
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size  1263474, 23800000 req, miss ratio 0.4929, byte miss ratio 0.4929
io_traces.ns3 S3FIFO-0.2500-0.9000 cache size  2526949, 23800000 req, miss ratio 0.3492, byte miss ratio 0.3492
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size     3158, 23800000 req, miss ratio 0.6128, byte miss ratio 0.6128
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size     9476, 23800000 req, miss ratio 0.5660, byte miss ratio 0.5660
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size    31586, 23800000 req, miss ratio 0.5420, byte miss ratio 0.5420
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size    94760, 23800000 req, miss ratio 0.5263, byte miss ratio 0.5263
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size   315868, 23800000 req, miss ratio 0.5205, byte miss ratio 0.5205
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size   631737, 23800000 req, miss ratio 0.5144, byte miss ratio 0.5144
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size  1263474, 23800000 req, miss ratio 0.4238, byte miss ratio 0.4238
io_traces.ns3 S3FIFO-0.9000-1.9000 cache size  2526949, 23800000 req, miss ratio 0.3161, byte miss ratio 0.3161
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size     3158, 23800000 req, miss ratio 0.6058, byte miss ratio 0.6058
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size     9476, 23800000 req, miss ratio 0.5606, byte miss ratio 0.5606
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size    31586, 23800000 req, miss ratio 0.5386, byte miss ratio 0.5386
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size    94760, 23800000 req, miss ratio 0.5220, byte miss ratio 0.5220
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size   315868, 23800000 req, miss ratio 0.5068, byte miss ratio 0.5068
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size   631737, 23800000 req, miss ratio 0.4976, byte miss ratio 0.4976
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size  1263474, 23800000 req, miss ratio 0.4929, byte miss ratio 0.4929
io_traces.ns3 S3FIFO-0.6500-0.9000 cache size  2526949, 23800000 req, miss ratio 0.3348, byte miss ratio 0.3348
io_traces.ns3 S3FIFO-0.0250-0.9000 cache size     3158, 23800000 req, miss ratio 0.5956, byte miss ratio 0.5956
io_traces.ns3 S3FIFO-0.0250-0.9000 cache size     9476, 23800000 req, miss ratio 0.5572, byte miss ratio 0.5572
