cdn1_allcolo.ns2510 S3FIFO-0.2000-1.9000 cache size        7, 1360657 req, miss ratio 0.0535, byte miss ratio 0.0535
cdn1_allcolo.ns2510 S3FIFO-0.2000-1.9000 cache size       25, 1360657 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns2510 S3FIFO-0.2000-1.9000 cache size       50, 1360657 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns2510 S3FIFO-0.2000-1.9000 cache size      100, 1360657 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2510 S3FIFO-0.2000-1.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.0500-1.9000 cache size        7, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0500-1.9000 cache size       25, 1360657 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns2510 S3FIFO-0.0500-1.9000 cache size       50, 1360657 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns2510 S3FIFO-0.0500-1.9000 cache size      100, 1360657 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2510 S3FIFO-0.0500-1.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.0050-0.9000 cache size        7, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0050-0.9000 cache size       25, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0050-0.9000 cache size       50, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0050-0.9000 cache size      100, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0050-0.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.2500-1.9000 cache size        7, 1360657 req, miss ratio 0.0535, byte miss ratio 0.0535
cdn1_allcolo.ns2510 S3FIFO-0.2500-1.9000 cache size       25, 1360657 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns2510 S3FIFO-0.2500-1.9000 cache size       50, 1360657 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns2510 S3FIFO-0.2500-1.9000 cache size      100, 1360657 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns2510 S3FIFO-0.2500-1.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.6000-1.9000 cache size        7, 1360657 req, miss ratio 0.0737, byte miss ratio 0.0737
cdn1_allcolo.ns2510 S3FIFO-0.6000-1.9000 cache size       25, 1360657 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_allcolo.ns2510 S3FIFO-0.6000-1.9000 cache size       50, 1360657 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns2510 S3FIFO-0.6000-1.9000 cache size      100, 1360657 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns2510 S3FIFO-0.6000-1.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.2000-0.9000 cache size        7, 1360657 req, miss ratio 0.0510, byte miss ratio 0.0510
cdn1_allcolo.ns2510 S3FIFO-0.2000-0.9000 cache size       25, 1360657 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_allcolo.ns2510 S3FIFO-0.2000-0.9000 cache size       50, 1360657 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns2510 S3FIFO-0.2000-0.9000 cache size      100, 1360657 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2510 S3FIFO-0.2000-0.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.1500-0.9000 cache size        7, 1360657 req, miss ratio 0.0510, byte miss ratio 0.0510
cdn1_allcolo.ns2510 S3FIFO-0.1500-0.9000 cache size       25, 1360657 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns2510 S3FIFO-0.1500-0.9000 cache size       50, 1360657 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns2510 S3FIFO-0.1500-0.9000 cache size      100, 1360657 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2510 S3FIFO-0.1500-0.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.5500-1.9000 cache size        7, 1360657 req, miss ratio 0.0676, byte miss ratio 0.0676
cdn1_allcolo.ns2510 S3FIFO-0.5500-1.9000 cache size       25, 1360657 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_allcolo.ns2510 S3FIFO-0.5500-1.9000 cache size       50, 1360657 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns2510 S3FIFO-0.5500-1.9000 cache size      100, 1360657 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns2510 S3FIFO-0.5500-1.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.9000-0.9000 cache size        7, 1360657 req, miss ratio 0.0885, byte miss ratio 0.0885
cdn1_allcolo.ns2510 S3FIFO-0.9000-0.9000 cache size       25, 1360657 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_allcolo.ns2510 S3FIFO-0.9000-0.9000 cache size       50, 1360657 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns2510 S3FIFO-0.9000-0.9000 cache size      100, 1360657 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns2510 S3FIFO-0.9000-0.9000 cache size      201, 1360657 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns2510 S3FIFO-0.0010-0.9000 cache size        7, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0010-0.9000 cache size       25, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0010-0.9000 cache size       50, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0010-0.9000 cache size      100, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0010-0.9000 cache size      201, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0250-1.9000 cache size        7, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0250-1.9000 cache size       25, 1360657 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2510 S3FIFO-0.0250-1.9000 cache size       50, 1360657 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns2510 S3FIFO-0.0250-1.9000 cache size      100, 1360657 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2510 S3FIFO-0.0250-1.9000 cache size      201, 1360657 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns2510 S3FIFO-0.4000-0.9000 cache size        7, 1360657 req, miss ratio 0.0588, byte miss ratio 0.0588
cdn1_allcolo.ns2510 S3FIFO-0.4000-0.9000 cache size       25, 1360657 req, miss ratio 0.0148, byte miss ratio 0.0148
