cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size        7, 2450102 req, miss ratio 0.4378, byte miss ratio 0.4378
cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size       23, 2450102 req, miss ratio 0.3397, byte miss ratio 0.3397
cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size       77, 2450102 req, miss ratio 0.1404, byte miss ratio 0.1404
cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size      231, 2450102 req, miss ratio 0.0262, byte miss ratio 0.0262
cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size      772, 2450102 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size     1544, 2450102 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size     3089, 2450102 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns817 S3FIFO-0.9500-1.9000 cache size     6178, 2450102 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size        7, 2450102 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size       23, 2450102 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size       77, 2450102 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size      231, 2450102 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size      772, 2450102 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size     1544, 2450102 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size     3089, 2450102 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns817 S3FIFO-0.0100-0.9000 cache size     6178, 2450102 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size        7, 2450102 req, miss ratio 0.4381, byte miss ratio 0.4381
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size       23, 2450102 req, miss ratio 0.3266, byte miss ratio 0.3266
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size       77, 2450102 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size      231, 2450102 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size      772, 2450102 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size     1544, 2450102 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size     3089, 2450102 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns817 S3FIFO-0.4500-0.9000 cache size     6178, 2450102 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns817 S3FIFO-0.5000-1.9000 cache size        7, 2450102 req, miss ratio 0.4381, byte miss ratio 0.4381
cdn1_colo28.ns817 S3FIFO-0.5000-1.9000 cache size       23, 2450102 req, miss ratio 0.3284, byte miss ratio 0.3284
cdn1_colo28.ns817 S3FIFO-0.5000-1.9000 cache size       77, 2450102 req, miss ratio 0.1141, byte miss ratio 0.1141
cdn1_colo28.ns817 S3FIFO-0.5000-1.9000 cache size      231, 2450102 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_colo28.ns817 S3FIFO-0.5000-1.9000 cache size      772, 2450102 req, miss ratio 0.0079, byte miss ratio 0.0079
