cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size       27, 2782573 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size       83, 2782573 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size      279, 2782573 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size      837, 2782573 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size     2792, 2782573 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size     5585, 2782573 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size    11170, 2782573 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns1926 S3FIFO-0.0050-1.9000 cache size    22340, 2782573 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size       27, 2782573 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size       83, 2782573 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size      279, 2782573 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size      837, 2782573 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size     2792, 2782573 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size     5585, 2782573 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size    11170, 2782573 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns1926 S3FIFO-0.5500-1.9000 cache size    22340, 2782573 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns1926 S3FIFO-0.3000-1.9000 cache size       27, 2782573 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns1926 S3FIFO-0.3000-1.9000 cache size       83, 2782573 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns1926 S3FIFO-0.3000-1.9000 cache size      279, 2782573 req, miss ratio 0.0113, byte miss ratio 0.0113
cdn1_allcolo.ns1926 S3FIFO-0.3000-1.9000 cache size      837, 2782573 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns1926 S3FIFO-0.3000-1.9000 cache size     2792, 2782573 req, miss ratio 0.0109, byte miss ratio 0.0109
