tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size     2351, 7585342 req, miss ratio 0.5117, byte miss ratio 0.5117
tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size     7054, 7585342 req, miss ratio 0.4949, byte miss ratio 0.4949
tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size    23516, 7585342 req, miss ratio 0.4815, byte miss ratio 0.4815
tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size    70549, 7585342 req, miss ratio 0.4693, byte miss ratio 0.4693
tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size   235165, 7585342 req, miss ratio 0.4523, byte miss ratio 0.4523
tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size   470330, 7585342 req, miss ratio 0.4050, byte miss ratio 0.4050
tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size   940660, 7585342 req, miss ratio 0.4097, byte miss ratio 0.4097
tencentBlock.ns5913 S3FIFO-0.8500-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3110, byte miss ratio 0.3110
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size     2351, 7585342 req, miss ratio 0.5061, byte miss ratio 0.5061
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size     7054, 7585342 req, miss ratio 0.4881, byte miss ratio 0.4881
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size    23516, 7585342 req, miss ratio 0.4711, byte miss ratio 0.4711
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size    70549, 7585342 req, miss ratio 0.4554, byte miss ratio 0.4554
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size   235165, 7585342 req, miss ratio 0.4266, byte miss ratio 0.4266
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size   470330, 7585342 req, miss ratio 0.4158, byte miss ratio 0.4158
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size   940660, 7585342 req, miss ratio 0.3913, byte miss ratio 0.3913
tencentBlock.ns5913 S3FIFO-0.0100-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size     2351, 7585342 req, miss ratio 0.5167, byte miss ratio 0.5167
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size     7054, 7585342 req, miss ratio 0.4984, byte miss ratio 0.4984
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size    23516, 7585342 req, miss ratio 0.4846, byte miss ratio 0.4846
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size    70549, 7585342 req, miss ratio 0.4716, byte miss ratio 0.4716
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size   235165, 7585342 req, miss ratio 0.4584, byte miss ratio 0.4584
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size   470330, 7585342 req, miss ratio 0.4120, byte miss ratio 0.4120
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size   940660, 7585342 req, miss ratio 0.4168, byte miss ratio 0.4168
tencentBlock.ns5913 S3FIFO-0.9000-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3116, byte miss ratio 0.3116
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size     2351, 7585342 req, miss ratio 0.4979, byte miss ratio 0.4979
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size     7054, 7585342 req, miss ratio 0.4835, byte miss ratio 0.4835
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size    23516, 7585342 req, miss ratio 0.4700, byte miss ratio 0.4700
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size    70549, 7585342 req, miss ratio 0.4548, byte miss ratio 0.4548
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size   235165, 7585342 req, miss ratio 0.4241, byte miss ratio 0.4241
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size   470330, 7585342 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size   940660, 7585342 req, miss ratio 0.3917, byte miss ratio 0.3917
tencentBlock.ns5913 S3FIFO-0.3500-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size     2351, 7585342 req, miss ratio 0.5033, byte miss ratio 0.5033
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size     7054, 7585342 req, miss ratio 0.4887, byte miss ratio 0.4887
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size    23516, 7585342 req, miss ratio 0.4767, byte miss ratio 0.4767
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size    70549, 7585342 req, miss ratio 0.4613, byte miss ratio 0.4613
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size   235165, 7585342 req, miss ratio 0.4290, byte miss ratio 0.4290
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size   470330, 7585342 req, miss ratio 0.4075, byte miss ratio 0.4075
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size   940660, 7585342 req, miss ratio 0.3936, byte miss ratio 0.3936
tencentBlock.ns5913 S3FIFO-0.6500-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size     2351, 7585342 req, miss ratio 0.5033, byte miss ratio 0.5033
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size     7054, 7585342 req, miss ratio 0.4894, byte miss ratio 0.4894
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size    23516, 7585342 req, miss ratio 0.4748, byte miss ratio 0.4748
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size    70549, 7585342 req, miss ratio 0.4631, byte miss ratio 0.4631
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size   235165, 7585342 req, miss ratio 0.4347, byte miss ratio 0.4347
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size   470330, 7585342 req, miss ratio 0.4034, byte miss ratio 0.4034
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size   940660, 7585342 req, miss ratio 0.3941, byte miss ratio 0.3941
tencentBlock.ns5913 S3FIFO-0.7000-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size     2351, 7585342 req, miss ratio 0.5078, byte miss ratio 0.5078
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size     7054, 7585342 req, miss ratio 0.4901, byte miss ratio 0.4901
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size    23516, 7585342 req, miss ratio 0.4736, byte miss ratio 0.4736
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size    70549, 7585342 req, miss ratio 0.4554, byte miss ratio 0.4554
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size   235165, 7585342 req, miss ratio 0.4266, byte miss ratio 0.4266
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size   470330, 7585342 req, miss ratio 0.4158, byte miss ratio 0.4158
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size   940660, 7585342 req, miss ratio 0.3913, byte miss ratio 0.3913
tencentBlock.ns5913 S3FIFO-0.0010-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size     2351, 7585342 req, miss ratio 0.4969, byte miss ratio 0.4969
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size     7054, 7585342 req, miss ratio 0.4824, byte miss ratio 0.4824
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size    23516, 7585342 req, miss ratio 0.4675, byte miss ratio 0.4675
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size    70549, 7585342 req, miss ratio 0.4529, byte miss ratio 0.4529
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size   235165, 7585342 req, miss ratio 0.4237, byte miss ratio 0.4237
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size   470330, 7585342 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size   940660, 7585342 req, miss ratio 0.3913, byte miss ratio 0.3913
tencentBlock.ns5913 S3FIFO-0.1500-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size     2351, 7585342 req, miss ratio 0.5022, byte miss ratio 0.5022
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size     7054, 7585342 req, miss ratio 0.4837, byte miss ratio 0.4837
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size    23516, 7585342 req, miss ratio 0.4707, byte miss ratio 0.4707
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size    70549, 7585342 req, miss ratio 0.4554, byte miss ratio 0.4554
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size   235165, 7585342 req, miss ratio 0.4266, byte miss ratio 0.4266
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size   470330, 7585342 req, miss ratio 0.4158, byte miss ratio 0.4158
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size   940660, 7585342 req, miss ratio 0.3913, byte miss ratio 0.3913
tencentBlock.ns5913 S3FIFO-0.0500-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size     2351, 7585342 req, miss ratio 0.5078, byte miss ratio 0.5078
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size     7054, 7585342 req, miss ratio 0.4925, byte miss ratio 0.4925
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size    23516, 7585342 req, miss ratio 0.4799, byte miss ratio 0.4799
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size    70549, 7585342 req, miss ratio 0.4674, byte miss ratio 0.4674
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size   235165, 7585342 req, miss ratio 0.4459, byte miss ratio 0.4459
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size   470330, 7585342 req, miss ratio 0.4006, byte miss ratio 0.4006
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size   940660, 7585342 req, miss ratio 0.4035, byte miss ratio 0.4035
tencentBlock.ns5913 S3FIFO-0.8000-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3107, byte miss ratio 0.3107
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size     2351, 7585342 req, miss ratio 0.5059, byte miss ratio 0.5059
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size     7054, 7585342 req, miss ratio 0.4911, byte miss ratio 0.4911
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size    23516, 7585342 req, miss ratio 0.4785, byte miss ratio 0.4785
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size    70549, 7585342 req, miss ratio 0.4654, byte miss ratio 0.4654
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size   235165, 7585342 req, miss ratio 0.4393, byte miss ratio 0.4393
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size   470330, 7585342 req, miss ratio 0.4009, byte miss ratio 0.4009
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size   940660, 7585342 req, miss ratio 0.3973, byte miss ratio 0.3973
tencentBlock.ns5913 S3FIFO-0.7500-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size     2351, 7585342 req, miss ratio 0.4973, byte miss ratio 0.4973
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size     7054, 7585342 req, miss ratio 0.4828, byte miss ratio 0.4828
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size    23516, 7585342 req, miss ratio 0.4685, byte miss ratio 0.4685
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size    70549, 7585342 req, miss ratio 0.4536, byte miss ratio 0.4536
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size   235165, 7585342 req, miss ratio 0.4238, byte miss ratio 0.4238
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size   470330, 7585342 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size   940660, 7585342 req, miss ratio 0.3914, byte miss ratio 0.3914
tencentBlock.ns5913 S3FIFO-0.2500-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size     2351, 7585342 req, miss ratio 0.5032, byte miss ratio 0.5032
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size     7054, 7585342 req, miss ratio 0.4869, byte miss ratio 0.4869
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size    23516, 7585342 req, miss ratio 0.4672, byte miss ratio 0.4672
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size    70549, 7585342 req, miss ratio 0.4527, byte miss ratio 0.4527
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size   235165, 7585342 req, miss ratio 0.4236, byte miss ratio 0.4236
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size   470330, 7585342 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size   940660, 7585342 req, miss ratio 0.3913, byte miss ratio 0.3913
tencentBlock.ns5913 S3FIFO-0.0100-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size     2351, 7585342 req, miss ratio 0.5049, byte miss ratio 0.5049
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size     7054, 7585342 req, miss ratio 0.4889, byte miss ratio 0.4889
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size    23516, 7585342 req, miss ratio 0.4699, byte miss ratio 0.4699
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size    70549, 7585342 req, miss ratio 0.4528, byte miss ratio 0.4528
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size   235165, 7585342 req, miss ratio 0.4236, byte miss ratio 0.4236
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size   470330, 7585342 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size   940660, 7585342 req, miss ratio 0.3913, byte miss ratio 0.3913
tencentBlock.ns5913 S3FIFO-0.0010-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size     2351, 7585342 req, miss ratio 0.5006, byte miss ratio 0.5006
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size     7054, 7585342 req, miss ratio 0.4870, byte miss ratio 0.4870
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size    23516, 7585342 req, miss ratio 0.4730, byte miss ratio 0.4730
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size    70549, 7585342 req, miss ratio 0.4594, byte miss ratio 0.4594
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size   235165, 7585342 req, miss ratio 0.4278, byte miss ratio 0.4278
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size   470330, 7585342 req, miss ratio 0.4094, byte miss ratio 0.4094
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size   940660, 7585342 req, miss ratio 0.3932, byte miss ratio 0.3932
tencentBlock.ns5913 S3FIFO-0.6000-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size     2351, 7585342 req, miss ratio 0.5045, byte miss ratio 0.5045
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size     7054, 7585342 req, miss ratio 0.4898, byte miss ratio 0.4898
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size    23516, 7585342 req, miss ratio 0.4776, byte miss ratio 0.4776
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size    70549, 7585342 req, miss ratio 0.4632, byte miss ratio 0.4632
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size   235165, 7585342 req, miss ratio 0.4354, byte miss ratio 0.4354
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size   470330, 7585342 req, miss ratio 0.4046, byte miss ratio 0.4046
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size   940660, 7585342 req, miss ratio 0.3941, byte miss ratio 0.3941
tencentBlock.ns5913 S3FIFO-0.7000-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size     2351, 7585342 req, miss ratio 0.5040, byte miss ratio 0.5040
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size     7054, 7585342 req, miss ratio 0.4875, byte miss ratio 0.4875
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size    23516, 7585342 req, miss ratio 0.4678, byte miss ratio 0.4678
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size    70549, 7585342 req, miss ratio 0.4527, byte miss ratio 0.4527
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size   235165, 7585342 req, miss ratio 0.4236, byte miss ratio 0.4236
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size   470330, 7585342 req, miss ratio 0.4151, byte miss ratio 0.4151
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size   940660, 7585342 req, miss ratio 0.3913, byte miss ratio 0.3913
tencentBlock.ns5913 S3FIFO-0.0050-1.9000 cache size  1881320, 7585342 req, miss ratio 0.3105, byte miss ratio 0.3105
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size     2351, 7585342 req, miss ratio 0.5437, byte miss ratio 0.5437
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size     7054, 7585342 req, miss ratio 0.5136, byte miss ratio 0.5136
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size    23516, 7585342 req, miss ratio 0.4956, byte miss ratio 0.4956
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size    70549, 7585342 req, miss ratio 0.4820, byte miss ratio 0.4820
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size   235165, 7585342 req, miss ratio 0.4667, byte miss ratio 0.4667
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size   470330, 7585342 req, miss ratio 0.4278, byte miss ratio 0.4278
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size   940660, 7585342 req, miss ratio 0.4247, byte miss ratio 0.4247
tencentBlock.ns5913 S3FIFO-0.9900-0.9000 cache size  1881320, 7585342 req, miss ratio 0.3158, byte miss ratio 0.3158
tencentBlock.ns5913 S3FIFO-0.6000-0.9000 cache size     2351, 7585342 req, miss ratio 0.5024, byte miss ratio 0.5024
tencentBlock.ns5913 S3FIFO-0.6000-0.9000 cache size     7054, 7585342 req, miss ratio 0.4875, byte miss ratio 0.4875
tencentBlock.ns5913 S3FIFO-0.6000-0.9000 cache size    23516, 7585342 req, miss ratio 0.4760, byte miss ratio 0.4760
tencentBlock.ns5913 S3FIFO-0.6000-0.9000 cache size    70549, 7585342 req, miss ratio 0.4601, byte miss ratio 0.4601
tencentBlock.ns5913 S3FIFO-0.6000-0.9000 cache size   235165, 7585342 req, miss ratio 0.4275, byte miss ratio 0.4275
tencentBlock.ns5913 S3FIFO-0.6000-0.9000 cache size   470330, 7585342 req, miss ratio 0.4105, byte miss ratio 0.4105
tencentBlock.ns5913 S3FIFO-0.6000-0.9000 cache size   940660, 7585342 req, miss ratio 0.3932, byte miss ratio 0.3932
