tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size      189, 1058375 req, miss ratio 0.5357, byte miss ratio 0.5357
tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size      568, 1058375 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size     1894, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size     5684, 1058375 req, miss ratio 0.5279, byte miss ratio 0.5279
tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size    18949, 1058375 req, miss ratio 0.4842, byte miss ratio 0.4842
tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size    37899, 1058375 req, miss ratio 0.4372, byte miss ratio 0.4372
tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size    75798, 1058375 req, miss ratio 0.2857, byte miss ratio 0.2857
tencentBlock.ns22183 S3FIFO-0.2500-0.9000 cache size   151597, 1058375 req, miss ratio 0.1843, byte miss ratio 0.1843
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size      189, 1058375 req, miss ratio 0.5842, byte miss ratio 0.5842
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size      568, 1058375 req, miss ratio 0.5325, byte miss ratio 0.5325
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size     1894, 1058375 req, miss ratio 0.5291, byte miss ratio 0.5291
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size     5684, 1058375 req, miss ratio 0.5273, byte miss ratio 0.5273
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size    18949, 1058375 req, miss ratio 0.4679, byte miss ratio 0.4679
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size    37899, 1058375 req, miss ratio 0.4235, byte miss ratio 0.4235
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size    75798, 1058375 req, miss ratio 0.2656, byte miss ratio 0.2656
tencentBlock.ns22183 S3FIFO-0.0250-1.9000 cache size   151597, 1058375 req, miss ratio 0.1838, byte miss ratio 0.1838
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size      189, 1058375 req, miss ratio 0.6069, byte miss ratio 0.6069
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size      568, 1058375 req, miss ratio 0.5578, byte miss ratio 0.5578
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size     1894, 1058375 req, miss ratio 0.5355, byte miss ratio 0.5355
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size     5684, 1058375 req, miss ratio 0.5303, byte miss ratio 0.5303
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size    18949, 1058375 req, miss ratio 0.4862, byte miss ratio 0.4862
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size    37899, 1058375 req, miss ratio 0.4413, byte miss ratio 0.4413
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size    75798, 1058375 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns22183 S3FIFO-0.9900-0.9000 cache size   151597, 1058375 req, miss ratio 0.2103, byte miss ratio 0.2103
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size      189, 1058375 req, miss ratio 0.5383, byte miss ratio 0.5383
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size      568, 1058375 req, miss ratio 0.5303, byte miss ratio 0.5303
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size     1894, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size     5684, 1058375 req, miss ratio 0.5279, byte miss ratio 0.5279
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size    18949, 1058375 req, miss ratio 0.5095, byte miss ratio 0.5095
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size    37899, 1058375 req, miss ratio 0.4451, byte miss ratio 0.4451
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size    75798, 1058375 req, miss ratio 0.3176, byte miss ratio 0.3176
tencentBlock.ns22183 S3FIFO-0.6500-1.9000 cache size   151597, 1058375 req, miss ratio 0.1911, byte miss ratio 0.1911
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size      189, 1058375 req, miss ratio 0.5375, byte miss ratio 0.5375
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size      568, 1058375 req, miss ratio 0.5303, byte miss ratio 0.5303
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size     1894, 1058375 req, miss ratio 0.5289, byte miss ratio 0.5289
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size     5684, 1058375 req, miss ratio 0.5281, byte miss ratio 0.5281
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size    18949, 1058375 req, miss ratio 0.4992, byte miss ratio 0.4992
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size    37899, 1058375 req, miss ratio 0.4462, byte miss ratio 0.4462
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size    75798, 1058375 req, miss ratio 0.3140, byte miss ratio 0.3140
tencentBlock.ns22183 S3FIFO-0.6000-0.9000 cache size   151597, 1058375 req, miss ratio 0.1903, byte miss ratio 0.1903
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size      189, 1058375 req, miss ratio 0.5355, byte miss ratio 0.5355
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size      568, 1058375 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size     1894, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size     5684, 1058375 req, miss ratio 0.5279, byte miss ratio 0.5279
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size    18949, 1058375 req, miss ratio 0.4859, byte miss ratio 0.4859
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size    37899, 1058375 req, miss ratio 0.4350, byte miss ratio 0.4350
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size    75798, 1058375 req, miss ratio 0.2891, byte miss ratio 0.2891
tencentBlock.ns22183 S3FIFO-0.3000-0.9000 cache size   151597, 1058375 req, miss ratio 0.1848, byte miss ratio 0.1848
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size      189, 1058375 req, miss ratio 0.5498, byte miss ratio 0.5498
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size      568, 1058375 req, miss ratio 0.5355, byte miss ratio 0.5355
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size     1894, 1058375 req, miss ratio 0.5294, byte miss ratio 0.5294
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size     5684, 1058375 req, miss ratio 0.5286, byte miss ratio 0.5286
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size    18949, 1058375 req, miss ratio 0.4958, byte miss ratio 0.4958
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size    37899, 1058375 req, miss ratio 0.4542, byte miss ratio 0.4542
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size    75798, 1058375 req, miss ratio 0.3207, byte miss ratio 0.3207
tencentBlock.ns22183 S3FIFO-0.8500-1.9000 cache size   151597, 1058375 req, miss ratio 0.2055, byte miss ratio 0.2055
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size      189, 1058375 req, miss ratio 0.5382, byte miss ratio 0.5382
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size      568, 1058375 req, miss ratio 0.5306, byte miss ratio 0.5306
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size     1894, 1058375 req, miss ratio 0.5289, byte miss ratio 0.5289
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size     5684, 1058375 req, miss ratio 0.5279, byte miss ratio 0.5279
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size    18949, 1058375 req, miss ratio 0.4733, byte miss ratio 0.4733
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size    37899, 1058375 req, miss ratio 0.4215, byte miss ratio 0.4215
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size    75798, 1058375 req, miss ratio 0.2703, byte miss ratio 0.2703
tencentBlock.ns22183 S3FIFO-0.1000-0.9000 cache size   151597, 1058375 req, miss ratio 0.1838, byte miss ratio 0.1838
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size      189, 1058375 req, miss ratio 0.5726, byte miss ratio 0.5726
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size      568, 1058375 req, miss ratio 0.5370, byte miss ratio 0.5370
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size     1894, 1058375 req, miss ratio 0.5298, byte miss ratio 0.5298
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size     5684, 1058375 req, miss ratio 0.5288, byte miss ratio 0.5288
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size    18949, 1058375 req, miss ratio 0.4940, byte miss ratio 0.4940
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size    37899, 1058375 req, miss ratio 0.4528, byte miss ratio 0.4528
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size    75798, 1058375 req, miss ratio 0.3222, byte miss ratio 0.3222
tencentBlock.ns22183 S3FIFO-0.9000-0.9000 cache size   151597, 1058375 req, miss ratio 0.2084, byte miss ratio 0.2084
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size      189, 1058375 req, miss ratio 0.6070, byte miss ratio 0.6070
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size      568, 1058375 req, miss ratio 0.5579, byte miss ratio 0.5579
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size     1894, 1058375 req, miss ratio 0.5355, byte miss ratio 0.5355
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size     5684, 1058375 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size    18949, 1058375 req, miss ratio 0.4930, byte miss ratio 0.4930
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size    37899, 1058375 req, miss ratio 0.4407, byte miss ratio 0.4407
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size    75798, 1058375 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns22183 S3FIFO-0.9900-1.9000 cache size   151597, 1058375 req, miss ratio 0.2103, byte miss ratio 0.2103
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size      189, 1058375 req, miss ratio 0.5369, byte miss ratio 0.5369
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size      568, 1058375 req, miss ratio 0.5299, byte miss ratio 0.5299
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size     1894, 1058375 req, miss ratio 0.5287, byte miss ratio 0.5287
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size     5684, 1058375 req, miss ratio 0.5276, byte miss ratio 0.5276
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size    18949, 1058375 req, miss ratio 0.5096, byte miss ratio 0.5096
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size    37899, 1058375 req, miss ratio 0.4471, byte miss ratio 0.4471
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size    75798, 1058375 req, miss ratio 0.3088, byte miss ratio 0.3088
tencentBlock.ns22183 S3FIFO-0.5500-1.9000 cache size   151597, 1058375 req, miss ratio 0.1895, byte miss ratio 0.1895
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size      189, 1058375 req, miss ratio 0.5344, byte miss ratio 0.5344
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size      568, 1058375 req, miss ratio 0.5296, byte miss ratio 0.5296
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size     1894, 1058375 req, miss ratio 0.5287, byte miss ratio 0.5287
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size     5684, 1058375 req, miss ratio 0.5264, byte miss ratio 0.5264
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size    18949, 1058375 req, miss ratio 0.4905, byte miss ratio 0.4905
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size    37899, 1058375 req, miss ratio 0.4352, byte miss ratio 0.4352
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size    75798, 1058375 req, miss ratio 0.2891, byte miss ratio 0.2891
tencentBlock.ns22183 S3FIFO-0.3000-1.9000 cache size   151597, 1058375 req, miss ratio 0.1848, byte miss ratio 0.1848
tencentBlock.ns22183 S3FIFO-0.7000-1.9000 cache size      189, 1058375 req, miss ratio 0.5405, byte miss ratio 0.5405
tencentBlock.ns22183 S3FIFO-0.7000-1.9000 cache size      568, 1058375 req, miss ratio 0.5313, byte miss ratio 0.5313
tencentBlock.ns22183 S3FIFO-0.7000-1.9000 cache size     1894, 1058375 req, miss ratio 0.5289, byte miss ratio 0.5289
tencentBlock.ns22183 S3FIFO-0.7000-1.9000 cache size     5684, 1058375 req, miss ratio 0.5280, byte miss ratio 0.5280
