tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size       51, 2570926 req, miss ratio 0.3585, byte miss ratio 0.3585
tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size      154, 2570926 req, miss ratio 0.1896, byte miss ratio 0.1896
tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size      514, 2570926 req, miss ratio 0.0966, byte miss ratio 0.0966
tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size     1543, 2570926 req, miss ratio 0.0830, byte miss ratio 0.0830
tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size     5146, 2570926 req, miss ratio 0.0671, byte miss ratio 0.0671
tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size    10292, 2570926 req, miss ratio 0.0558, byte miss ratio 0.0558
tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size    20584, 2570926 req, miss ratio 0.0365, byte miss ratio 0.0365
tencentBlock.ns6774 S3FIFO-0.7000-0.9000 cache size    41168, 2570926 req, miss ratio 0.0206, byte miss ratio 0.0206
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size       51, 2570926 req, miss ratio 0.3394, byte miss ratio 0.3394
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size      154, 2570926 req, miss ratio 0.1872, byte miss ratio 0.1872
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size      514, 2570926 req, miss ratio 0.0903, byte miss ratio 0.0903
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size     1543, 2570926 req, miss ratio 0.0808, byte miss ratio 0.0808
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size     5146, 2570926 req, miss ratio 0.0650, byte miss ratio 0.0650
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size    10292, 2570926 req, miss ratio 0.0545, byte miss ratio 0.0545
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size    20584, 2570926 req, miss ratio 0.0360, byte miss ratio 0.0360
tencentBlock.ns6774 S3FIFO-0.4500-1.9000 cache size    41168, 2570926 req, miss ratio 0.0202, byte miss ratio 0.0202
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size       51, 2570926 req, miss ratio 0.3158, byte miss ratio 0.3158
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size      154, 2570926 req, miss ratio 0.1648, byte miss ratio 0.1648
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size      514, 2570926 req, miss ratio 0.0889, byte miss ratio 0.0889
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size     1543, 2570926 req, miss ratio 0.0772, byte miss ratio 0.0772
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size     5146, 2570926 req, miss ratio 0.0634, byte miss ratio 0.0634
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size    10292, 2570926 req, miss ratio 0.0530, byte miss ratio 0.0530
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size    20584, 2570926 req, miss ratio 0.0358, byte miss ratio 0.0358
tencentBlock.ns6774 S3FIFO-0.3500-0.9000 cache size    41168, 2570926 req, miss ratio 0.0202, byte miss ratio 0.0202
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size       51, 2570926 req, miss ratio 0.3288, byte miss ratio 0.3288
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size      154, 2570926 req, miss ratio 0.1673, byte miss ratio 0.1673
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size      514, 2570926 req, miss ratio 0.0888, byte miss ratio 0.0888
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size     1543, 2570926 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size     5146, 2570926 req, miss ratio 0.0634, byte miss ratio 0.0634
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size    10292, 2570926 req, miss ratio 0.0535, byte miss ratio 0.0535
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size    20584, 2570926 req, miss ratio 0.0358, byte miss ratio 0.0358
tencentBlock.ns6774 S3FIFO-0.3500-1.9000 cache size    41168, 2570926 req, miss ratio 0.0202, byte miss ratio 0.0202
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size       51, 2570926 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size      154, 2570926 req, miss ratio 0.1862, byte miss ratio 0.1862
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size      514, 2570926 req, miss ratio 0.0925, byte miss ratio 0.0925
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size     1543, 2570926 req, miss ratio 0.0819, byte miss ratio 0.0819
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size     5146, 2570926 req, miss ratio 0.0663, byte miss ratio 0.0663
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size    10292, 2570926 req, miss ratio 0.0552, byte miss ratio 0.0552
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size    20584, 2570926 req, miss ratio 0.0362, byte miss ratio 0.0362
tencentBlock.ns6774 S3FIFO-0.5500-1.9000 cache size    41168, 2570926 req, miss ratio 0.0202, byte miss ratio 0.0202
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size       51, 2570926 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size      154, 2570926 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size      514, 2570926 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size     1543, 2570926 req, miss ratio 0.0924, byte miss ratio 0.0924
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size     5146, 2570926 req, miss ratio 0.0646, byte miss ratio 0.0646
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size    10292, 2570926 req, miss ratio 0.0518, byte miss ratio 0.0518
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size    20584, 2570926 req, miss ratio 0.0345, byte miss ratio 0.0345
tencentBlock.ns6774 S3FIFO-0.0010-0.9000 cache size    41168, 2570926 req, miss ratio 0.0202, byte miss ratio 0.0202
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size       51, 2570926 req, miss ratio 0.2737, byte miss ratio 0.2737
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size      154, 2570926 req, miss ratio 0.1329, byte miss ratio 0.1329
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size      514, 2570926 req, miss ratio 0.0896, byte miss ratio 0.0896
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size     1543, 2570926 req, miss ratio 0.0770, byte miss ratio 0.0770
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size     5146, 2570926 req, miss ratio 0.0618, byte miss ratio 0.0618
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size    10292, 2570926 req, miss ratio 0.0504, byte miss ratio 0.0504
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size    20584, 2570926 req, miss ratio 0.0345, byte miss ratio 0.0345
tencentBlock.ns6774 S3FIFO-0.0250-0.9000 cache size    41168, 2570926 req, miss ratio 0.0202, byte miss ratio 0.0202
tencentBlock.ns6774 S3FIFO-0.9000-1.9000 cache size       51, 2570926 req, miss ratio 0.3958, byte miss ratio 0.3958
