cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size     1936, 3130199 req, miss ratio 0.7892, byte miss ratio 0.7892
cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size     5808, 3130199 req, miss ratio 0.7579, byte miss ratio 0.7579
cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size    19361, 3130199 req, miss ratio 0.7186, byte miss ratio 0.7186
cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size    58085, 3130199 req, miss ratio 0.6785, byte miss ratio 0.6785
cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size   193618, 3130199 req, miss ratio 0.6441, byte miss ratio 0.6441
cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size   387236, 3130199 req, miss ratio 0.6343, byte miss ratio 0.6343
cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size   774472, 3130199 req, miss ratio 0.6269, byte miss ratio 0.6269
cdn1_colo28.ns706 S3FIFO-0.6000-1.9000 cache size  1548944, 3130199 req, miss ratio 0.6194, byte miss ratio 0.6194
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size     1936, 3130199 req, miss ratio 0.7838, byte miss ratio 0.7838
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size     5808, 3130199 req, miss ratio 0.7506, byte miss ratio 0.7506
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size    19361, 3130199 req, miss ratio 0.7094, byte miss ratio 0.7094
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size    58085, 3130199 req, miss ratio 0.6710, byte miss ratio 0.6710
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size   193618, 3130199 req, miss ratio 0.6452, byte miss ratio 0.6452
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size   387236, 3130199 req, miss ratio 0.6350, byte miss ratio 0.6350
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size   774472, 3130199 req, miss ratio 0.6269, byte miss ratio 0.6269
cdn1_colo28.ns706 S3FIFO-0.4500-0.9000 cache size  1548944, 3130199 req, miss ratio 0.6194, byte miss ratio 0.6194
cdn1_colo28.ns706 S3FIFO-0.0050-1.9000 cache size     1936, 3130199 req, miss ratio 0.7852, byte miss ratio 0.7852
cdn1_colo28.ns706 S3FIFO-0.0050-1.9000 cache size     5808, 3130199 req, miss ratio 0.7458, byte miss ratio 0.7458
