cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size      189, 4319498 req, miss ratio 0.8243, byte miss ratio 0.8243
cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size      568, 4319498 req, miss ratio 0.7200, byte miss ratio 0.7200
cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size     1893, 4319498 req, miss ratio 0.5726, byte miss ratio 0.5726
cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size     5681, 4319498 req, miss ratio 0.4129, byte miss ratio 0.4129
cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size    18937, 4319498 req, miss ratio 0.2289, byte miss ratio 0.2289
cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size    37875, 4319498 req, miss ratio 0.1398, byte miss ratio 0.1398
cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size    75751, 4319498 req, miss ratio 0.0776, byte miss ratio 0.0776
cdn1_allcolo.ns375 S3FIFO-0.7000-0.9000 cache size   151502, 4319498 req, miss ratio 0.0468, byte miss ratio 0.0468
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size      189, 4319498 req, miss ratio 0.7951, byte miss ratio 0.7951
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size      568, 4319498 req, miss ratio 0.6855, byte miss ratio 0.6855
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size     1893, 4319498 req, miss ratio 0.5386, byte miss ratio 0.5386
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size     5681, 4319498 req, miss ratio 0.3834, byte miss ratio 0.3834
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size    18937, 4319498 req, miss ratio 0.2069, byte miss ratio 0.2069
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size    37875, 4319498 req, miss ratio 0.1245, byte miss ratio 0.1245
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size    75751, 4319498 req, miss ratio 0.0696, byte miss ratio 0.0696
cdn1_allcolo.ns375 S3FIFO-0.4500-1.9000 cache size   151502, 4319498 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns375 S3FIFO-0.7500-0.9000 cache size      189, 4319498 req, miss ratio 0.8325, byte miss ratio 0.8325
