io_traces.ns542 S3FIFO-0.4000-0.9000 cache size      137, 2600000 req, miss ratio 0.4335, byte miss ratio 0.4335
io_traces.ns542 S3FIFO-0.4000-0.9000 cache size      411, 2600000 req, miss ratio 0.3890, byte miss ratio 0.3890
io_traces.ns542 S3FIFO-0.4000-0.9000 cache size     1371, 2600000 req, miss ratio 0.3537, byte miss ratio 0.3537
io_traces.ns542 S3FIFO-0.4000-0.9000 cache size     4113, 2600000 req, miss ratio 0.3298, byte miss ratio 0.3298
io_traces.ns542 S3FIFO-0.4000-0.9000 cache size    13710, 2600000 req, miss ratio 0.2836, byte miss ratio 0.2836
io_traces.ns542 S3FIFO-0.4000-0.9000 cache size    27421, 2600000 req, miss ratio 0.1716, byte miss ratio 0.1716
io_traces.ns542 S3FIFO-0.4000-0.9000 cache size    54843, 2600000 req, miss ratio 0.0628, byte miss ratio 0.0628
io_traces.ns542 S3FIFO-0.4000-0.9000 cache size   109687, 2600000 req, miss ratio 0.0528, byte miss ratio 0.0528
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size      137, 2600000 req, miss ratio 0.5615, byte miss ratio 0.5615
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size      411, 2600000 req, miss ratio 0.4459, byte miss ratio 0.4459
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size     1371, 2600000 req, miss ratio 0.3841, byte miss ratio 0.3841
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size     4113, 2600000 req, miss ratio 0.3538, byte miss ratio 0.3538
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size    13710, 2600000 req, miss ratio 0.2831, byte miss ratio 0.2831
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size    27421, 2600000 req, miss ratio 0.1916, byte miss ratio 0.1916
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size    54843, 2600000 req, miss ratio 0.0890, byte miss ratio 0.0890
io_traces.ns542 S3FIFO-0.9000-0.9000 cache size   109687, 2600000 req, miss ratio 0.0625, byte miss ratio 0.0625
io_traces.ns542 S3FIFO-0.0250-0.9000 cache size      137, 2600000 req, miss ratio 0.4126, byte miss ratio 0.4126
io_traces.ns542 S3FIFO-0.0250-0.9000 cache size      411, 2600000 req, miss ratio 0.3938, byte miss ratio 0.3938
io_traces.ns542 S3FIFO-0.0250-0.9000 cache size     1371, 2600000 req, miss ratio 0.3493, byte miss ratio 0.3493
io_traces.ns542 S3FIFO-0.0250-0.9000 cache size     4113, 2600000 req, miss ratio 0.3323, byte miss ratio 0.3323
io_traces.ns542 S3FIFO-0.0250-0.9000 cache size    13710, 2600000 req, miss ratio 0.2462, byte miss ratio 0.2462
io_traces.ns542 S3FIFO-0.0250-0.9000 cache size    27421, 2600000 req, miss ratio 0.1467, byte miss ratio 0.1467
