tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size       59, 1111881 req, miss ratio 0.8066, byte miss ratio 0.8066
tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size      178, 1111881 req, miss ratio 0.6994, byte miss ratio 0.6994
tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size      594, 1111881 req, miss ratio 0.1905, byte miss ratio 0.1905
tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size     1784, 1111881 req, miss ratio 0.1174, byte miss ratio 0.1174
tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size     5948, 1111881 req, miss ratio 0.1079, byte miss ratio 0.1079
tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size    11897, 1111881 req, miss ratio 0.0963, byte miss ratio 0.0963
tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size    23794, 1111881 req, miss ratio 0.0899, byte miss ratio 0.0899
tencentBlock.ns5431 S3FIFO-0.7500-0.9000 cache size    47588, 1111881 req, miss ratio 0.0617, byte miss ratio 0.0617
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size       59, 1111881 req, miss ratio 0.7260, byte miss ratio 0.7260
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size      178, 1111881 req, miss ratio 0.6152, byte miss ratio 0.6152
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size      594, 1111881 req, miss ratio 0.1533, byte miss ratio 0.1533
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size     1784, 1111881 req, miss ratio 0.1121, byte miss ratio 0.1121
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size     5948, 1111881 req, miss ratio 0.0990, byte miss ratio 0.0990
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size    11897, 1111881 req, miss ratio 0.0940, byte miss ratio 0.0940
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size    23794, 1111881 req, miss ratio 0.0897, byte miss ratio 0.0897
tencentBlock.ns5431 S3FIFO-0.3500-0.9000 cache size    47588, 1111881 req, miss ratio 0.0574, byte miss ratio 0.0574
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size       59, 1111881 req, miss ratio 0.6954, byte miss ratio 0.6954
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size      178, 1111881 req, miss ratio 0.4673, byte miss ratio 0.4673
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size      594, 1111881 req, miss ratio 0.1358, byte miss ratio 0.1358
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size     1784, 1111881 req, miss ratio 0.1130, byte miss ratio 0.1130
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size     5948, 1111881 req, miss ratio 0.1009, byte miss ratio 0.1009
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size    11897, 1111881 req, miss ratio 0.0908, byte miss ratio 0.0908
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size    23794, 1111881 req, miss ratio 0.0884, byte miss ratio 0.0884
tencentBlock.ns5431 S3FIFO-0.0250-0.9000 cache size    47588, 1111881 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size       59, 1111881 req, miss ratio 0.7039, byte miss ratio 0.7039
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size      178, 1111881 req, miss ratio 0.6045, byte miss ratio 0.6045
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size      594, 1111881 req, miss ratio 0.1426, byte miss ratio 0.1426
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size     1784, 1111881 req, miss ratio 0.1101, byte miss ratio 0.1101
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size     5948, 1111881 req, miss ratio 0.0971, byte miss ratio 0.0971
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size    11897, 1111881 req, miss ratio 0.0919, byte miss ratio 0.0919
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size    23794, 1111881 req, miss ratio 0.0890, byte miss ratio 0.0890
tencentBlock.ns5431 S3FIFO-0.2000-1.9000 cache size    47588, 1111881 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size       59, 1111881 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size      178, 1111881 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size      594, 1111881 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size     1784, 1111881 req, miss ratio 0.1200, byte miss ratio 0.1200
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size     5948, 1111881 req, miss ratio 0.1040, byte miss ratio 0.1040
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size    11897, 1111881 req, miss ratio 0.0911, byte miss ratio 0.0911
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size    23794, 1111881 req, miss ratio 0.0884, byte miss ratio 0.0884
tencentBlock.ns5431 S3FIFO-0.0010-0.9000 cache size    47588, 1111881 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size       59, 1111881 req, miss ratio 0.7430, byte miss ratio 0.7430
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size      178, 1111881 req, miss ratio 0.6891, byte miss ratio 0.6891
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size      594, 1111881 req, miss ratio 0.1570, byte miss ratio 0.1570
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size     1784, 1111881 req, miss ratio 0.1109, byte miss ratio 0.1109
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size     5948, 1111881 req, miss ratio 0.0993, byte miss ratio 0.0993
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size    11897, 1111881 req, miss ratio 0.0935, byte miss ratio 0.0935
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size    23794, 1111881 req, miss ratio 0.0898, byte miss ratio 0.0898
tencentBlock.ns5431 S3FIFO-0.4000-1.9000 cache size    47588, 1111881 req, miss ratio 0.0574, byte miss ratio 0.0574
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size       59, 1111881 req, miss ratio 0.6797, byte miss ratio 0.6797
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size      178, 1111881 req, miss ratio 0.5215, byte miss ratio 0.5215
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size      594, 1111881 req, miss ratio 0.1358, byte miss ratio 0.1358
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size     1784, 1111881 req, miss ratio 0.1111, byte miss ratio 0.1111
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size     5948, 1111881 req, miss ratio 0.0966, byte miss ratio 0.0966
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size    11897, 1111881 req, miss ratio 0.0912, byte miss ratio 0.0912
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size    23794, 1111881 req, miss ratio 0.0886, byte miss ratio 0.0886
tencentBlock.ns5431 S3FIFO-0.0250-1.9000 cache size    47588, 1111881 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size       59, 1111881 req, miss ratio 0.8250, byte miss ratio 0.8250
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size      178, 1111881 req, miss ratio 0.6774, byte miss ratio 0.6774
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size      594, 1111881 req, miss ratio 0.1966, byte miss ratio 0.1966
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size     1784, 1111881 req, miss ratio 0.1196, byte miss ratio 0.1196
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size     5948, 1111881 req, miss ratio 0.1090, byte miss ratio 0.1090
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size    11897, 1111881 req, miss ratio 0.0980, byte miss ratio 0.0980
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size    23794, 1111881 req, miss ratio 0.0908, byte miss ratio 0.0908
tencentBlock.ns5431 S3FIFO-0.8000-1.9000 cache size    47588, 1111881 req, miss ratio 0.0612, byte miss ratio 0.0612
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size       59, 1111881 req, miss ratio 0.8074, byte miss ratio 0.8074
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size      178, 1111881 req, miss ratio 0.7006, byte miss ratio 0.7006
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size      594, 1111881 req, miss ratio 0.1855, byte miss ratio 0.1855
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size     1784, 1111881 req, miss ratio 0.1154, byte miss ratio 0.1154
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size     5948, 1111881 req, miss ratio 0.1075, byte miss ratio 0.1075
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size    11897, 1111881 req, miss ratio 0.0971, byte miss ratio 0.0971
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size    23794, 1111881 req, miss ratio 0.0898, byte miss ratio 0.0898
tencentBlock.ns5431 S3FIFO-0.7000-1.9000 cache size    47588, 1111881 req, miss ratio 0.0616, byte miss ratio 0.0616
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size       59, 1111881 req, miss ratio 0.8442, byte miss ratio 0.8442
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size      178, 1111881 req, miss ratio 0.6560, byte miss ratio 0.6560
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size      594, 1111881 req, miss ratio 0.2117, byte miss ratio 0.2117
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size     1784, 1111881 req, miss ratio 0.1251, byte miss ratio 0.1251
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size     5948, 1111881 req, miss ratio 0.1106, byte miss ratio 0.1106
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size    11897, 1111881 req, miss ratio 0.0990, byte miss ratio 0.0990
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size    23794, 1111881 req, miss ratio 0.0917, byte miss ratio 0.0917
tencentBlock.ns5431 S3FIFO-0.9000-1.9000 cache size    47588, 1111881 req, miss ratio 0.0608, byte miss ratio 0.0608
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size       59, 1111881 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size      178, 1111881 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size      594, 1111881 req, miss ratio 0.1388, byte miss ratio 0.1388
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size     1784, 1111881 req, miss ratio 0.1150, byte miss ratio 0.1150
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size     5948, 1111881 req, miss ratio 0.0969, byte miss ratio 0.0969
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size    11897, 1111881 req, miss ratio 0.0913, byte miss ratio 0.0913
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size    23794, 1111881 req, miss ratio 0.0885, byte miss ratio 0.0885
tencentBlock.ns5431 S3FIFO-0.0050-1.9000 cache size    47588, 1111881 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size       59, 1111881 req, miss ratio 0.7126, byte miss ratio 0.7126
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size      178, 1111881 req, miss ratio 0.5562, byte miss ratio 0.5562
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size      594, 1111881 req, miss ratio 0.1460, byte miss ratio 0.1460
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size     1784, 1111881 req, miss ratio 0.1121, byte miss ratio 0.1121
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size     5948, 1111881 req, miss ratio 0.1014, byte miss ratio 0.1014
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size    11897, 1111881 req, miss ratio 0.0936, byte miss ratio 0.0936
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size    23794, 1111881 req, miss ratio 0.0892, byte miss ratio 0.0892
tencentBlock.ns5431 S3FIFO-0.2500-0.9000 cache size    47588, 1111881 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size       59, 1111881 req, miss ratio 0.7331, byte miss ratio 0.7331
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size      178, 1111881 req, miss ratio 0.6708, byte miss ratio 0.6708
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size      594, 1111881 req, miss ratio 0.1534, byte miss ratio 0.1534
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size     1784, 1111881 req, miss ratio 0.1107, byte miss ratio 0.1107
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size     5948, 1111881 req, miss ratio 0.0986, byte miss ratio 0.0986
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size    11897, 1111881 req, miss ratio 0.0931, byte miss ratio 0.0931
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size    23794, 1111881 req, miss ratio 0.0897, byte miss ratio 0.0897
tencentBlock.ns5431 S3FIFO-0.3500-1.9000 cache size    47588, 1111881 req, miss ratio 0.0574, byte miss ratio 0.0574
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size       59, 1111881 req, miss ratio 0.7613, byte miss ratio 0.7613
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size      178, 1111881 req, miss ratio 0.7132, byte miss ratio 0.7132
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size      594, 1111881 req, miss ratio 0.1645, byte miss ratio 0.1645
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size     1784, 1111881 req, miss ratio 0.1117, byte miss ratio 0.1117
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size     5948, 1111881 req, miss ratio 0.1024, byte miss ratio 0.1024
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size    11897, 1111881 req, miss ratio 0.0946, byte miss ratio 0.0946
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size    23794, 1111881 req, miss ratio 0.0903, byte miss ratio 0.0903
tencentBlock.ns5431 S3FIFO-0.5000-1.9000 cache size    47588, 1111881 req, miss ratio 0.0583, byte miss ratio 0.0583
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size       59, 1111881 req, miss ratio 0.7962, byte miss ratio 0.7962
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size      178, 1111881 req, miss ratio 0.7055, byte miss ratio 0.7055
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size      594, 1111881 req, miss ratio 0.1854, byte miss ratio 0.1854
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size     1784, 1111881 req, miss ratio 0.1158, byte miss ratio 0.1158
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size     5948, 1111881 req, miss ratio 0.1066, byte miss ratio 0.1066
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size    11897, 1111881 req, miss ratio 0.0954, byte miss ratio 0.0954
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size    23794, 1111881 req, miss ratio 0.0898, byte miss ratio 0.0898
tencentBlock.ns5431 S3FIFO-0.7000-0.9000 cache size    47588, 1111881 req, miss ratio 0.0616, byte miss ratio 0.0616
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size       59, 1111881 req, miss ratio 0.6894, byte miss ratio 0.6894
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size      178, 1111881 req, miss ratio 0.5541, byte miss ratio 0.5541
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size      594, 1111881 req, miss ratio 0.1368, byte miss ratio 0.1368
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size     1784, 1111881 req, miss ratio 0.1103, byte miss ratio 0.1103
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size     5948, 1111881 req, miss ratio 0.0967, byte miss ratio 0.0967
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size    11897, 1111881 req, miss ratio 0.0914, byte miss ratio 0.0914
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size    23794, 1111881 req, miss ratio 0.0888, byte miss ratio 0.0888
tencentBlock.ns5431 S3FIFO-0.1000-1.9000 cache size    47588, 1111881 req, miss ratio 0.0575, byte miss ratio 0.0575
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size       59, 1111881 req, miss ratio 0.8424, byte miss ratio 0.8424
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size      178, 1111881 req, miss ratio 0.6718, byte miss ratio 0.6718
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size      594, 1111881 req, miss ratio 0.2119, byte miss ratio 0.2119
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size     1784, 1111881 req, miss ratio 0.1252, byte miss ratio 0.1252
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size     5948, 1111881 req, miss ratio 0.1105, byte miss ratio 0.1105
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size    11897, 1111881 req, miss ratio 0.0998, byte miss ratio 0.0998
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size    23794, 1111881 req, miss ratio 0.0917, byte miss ratio 0.0917
tencentBlock.ns5431 S3FIFO-0.9000-0.9000 cache size    47588, 1111881 req, miss ratio 0.0608, byte miss ratio 0.0608
tencentBlock.ns5431 S3FIFO-0.0500-0.9000 cache size       59, 1111881 req, miss ratio 0.6954, byte miss ratio 0.6954
tencentBlock.ns5431 S3FIFO-0.0500-0.9000 cache size      178, 1111881 req, miss ratio 0.4749, byte miss ratio 0.4749
tencentBlock.ns5431 S3FIFO-0.0500-0.9000 cache size      594, 1111881 req, miss ratio 0.1346, byte miss ratio 0.1346
tencentBlock.ns5431 S3FIFO-0.0500-0.9000 cache size     1784, 1111881 req, miss ratio 0.1125, byte miss ratio 0.1125
tencentBlock.ns5431 S3FIFO-0.0500-0.9000 cache size     5948, 1111881 req, miss ratio 0.1009, byte miss ratio 0.1009
