io_traces.ns399 S3FIFO-0.4500-0.9000 cache size     1667, 22400000 req, miss ratio 0.2923, byte miss ratio 0.2923
io_traces.ns399 S3FIFO-0.4500-0.9000 cache size     5002, 22400000 req, miss ratio 0.2192, byte miss ratio 0.2192
io_traces.ns399 S3FIFO-0.4500-0.9000 cache size    16675, 22400000 req, miss ratio 0.1653, byte miss ratio 0.1653
io_traces.ns399 S3FIFO-0.4500-0.9000 cache size    50025, 22400000 req, miss ratio 0.1184, byte miss ratio 0.1184
io_traces.ns399 S3FIFO-0.4500-0.9000 cache size   166750, 22400000 req, miss ratio 0.0811, byte miss ratio 0.0811
io_traces.ns399 S3FIFO-0.4500-0.9000 cache size   333501, 22400000 req, miss ratio 0.0781, byte miss ratio 0.0781
io_traces.ns399 S3FIFO-0.4500-0.9000 cache size   667003, 22400000 req, miss ratio 0.0759, byte miss ratio 0.0759
io_traces.ns399 S3FIFO-0.4500-0.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size     1667, 22400000 req, miss ratio 0.2873, byte miss ratio 0.2873
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size     5002, 22400000 req, miss ratio 0.2191, byte miss ratio 0.2191
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size    16675, 22400000 req, miss ratio 0.1644, byte miss ratio 0.1644
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size    50025, 22400000 req, miss ratio 0.1184, byte miss ratio 0.1184
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size   166750, 22400000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size   333501, 22400000 req, miss ratio 0.0782, byte miss ratio 0.0782
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size   667003, 22400000 req, miss ratio 0.0760, byte miss ratio 0.0760
io_traces.ns399 S3FIFO-0.4000-1.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size     1667, 22400000 req, miss ratio 0.2528, byte miss ratio 0.2528
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size     5002, 22400000 req, miss ratio 0.2175, byte miss ratio 0.2175
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size    16675, 22400000 req, miss ratio 0.1644, byte miss ratio 0.1644
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size    50025, 22400000 req, miss ratio 0.1261, byte miss ratio 0.1261
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size   166750, 22400000 req, miss ratio 0.0809, byte miss ratio 0.0809
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size   333501, 22400000 req, miss ratio 0.0785, byte miss ratio 0.0785
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size   667003, 22400000 req, miss ratio 0.0767, byte miss ratio 0.0767
io_traces.ns399 S3FIFO-0.1500-1.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size     1667, 22400000 req, miss ratio 0.3472, byte miss ratio 0.3472
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size     5002, 22400000 req, miss ratio 0.2291, byte miss ratio 0.2291
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size    16675, 22400000 req, miss ratio 0.1676, byte miss ratio 0.1676
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size    50025, 22400000 req, miss ratio 0.1173, byte miss ratio 0.1173
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size   166750, 22400000 req, miss ratio 0.0884, byte miss ratio 0.0884
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size   333501, 22400000 req, miss ratio 0.0783, byte miss ratio 0.0783
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size   667003, 22400000 req, miss ratio 0.0756, byte miss ratio 0.0756
io_traces.ns399 S3FIFO-0.7500-1.9000 cache size  1334007, 22400000 req, miss ratio 0.0746, byte miss ratio 0.0746
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size     1667, 22400000 req, miss ratio 0.2648, byte miss ratio 0.2648
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size     5002, 22400000 req, miss ratio 0.2371, byte miss ratio 0.2371
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size    16675, 22400000 req, miss ratio 0.1773, byte miss ratio 0.1773
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size    50025, 22400000 req, miss ratio 0.1445, byte miss ratio 0.1445
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size   166750, 22400000 req, miss ratio 0.1005, byte miss ratio 0.1005
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size   333501, 22400000 req, miss ratio 0.0917, byte miss ratio 0.0917
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size   667003, 22400000 req, miss ratio 0.0825, byte miss ratio 0.0825
io_traces.ns399 S3FIFO-0.0050-1.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size     1667, 22400000 req, miss ratio 0.3209, byte miss ratio 0.3209
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size     5002, 22400000 req, miss ratio 0.2205, byte miss ratio 0.2205
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size    16675, 22400000 req, miss ratio 0.1667, byte miss ratio 0.1667
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size    50025, 22400000 req, miss ratio 0.1175, byte miss ratio 0.1175
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size   166750, 22400000 req, miss ratio 0.0838, byte miss ratio 0.0838
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size   333501, 22400000 req, miss ratio 0.0777, byte miss ratio 0.0777
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size   667003, 22400000 req, miss ratio 0.0756, byte miss ratio 0.0756
io_traces.ns399 S3FIFO-0.6000-0.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size     1667, 22400000 req, miss ratio 0.2587, byte miss ratio 0.2587
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size     5002, 22400000 req, miss ratio 0.2181, byte miss ratio 0.2181
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size    16675, 22400000 req, miss ratio 0.1635, byte miss ratio 0.1635
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size    50025, 22400000 req, miss ratio 0.1215, byte miss ratio 0.1215
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size   166750, 22400000 req, miss ratio 0.0805, byte miss ratio 0.0805
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size   333501, 22400000 req, miss ratio 0.0784, byte miss ratio 0.0784
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size   667003, 22400000 req, miss ratio 0.0762, byte miss ratio 0.0762
io_traces.ns399 S3FIFO-0.2500-0.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size     1667, 22400000 req, miss ratio 0.3384, byte miss ratio 0.3384
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size     5002, 22400000 req, miss ratio 0.2218, byte miss ratio 0.2218
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size    16675, 22400000 req, miss ratio 0.1674, byte miss ratio 0.1674
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size    50025, 22400000 req, miss ratio 0.1167, byte miss ratio 0.1167
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size   166750, 22400000 req, miss ratio 0.0869, byte miss ratio 0.0869
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size   333501, 22400000 req, miss ratio 0.0779, byte miss ratio 0.0779
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size   667003, 22400000 req, miss ratio 0.0755, byte miss ratio 0.0755
io_traces.ns399 S3FIFO-0.7000-0.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size     1667, 22400000 req, miss ratio 0.3057, byte miss ratio 0.3057
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size     5002, 22400000 req, miss ratio 0.2199, byte miss ratio 0.2199
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size    16675, 22400000 req, miss ratio 0.1656, byte miss ratio 0.1656
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size    50025, 22400000 req, miss ratio 0.1168, byte miss ratio 0.1168
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size   166750, 22400000 req, miss ratio 0.0817, byte miss ratio 0.0817
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size   333501, 22400000 req, miss ratio 0.0779, byte miss ratio 0.0779
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size   667003, 22400000 req, miss ratio 0.0758, byte miss ratio 0.0758
io_traces.ns399 S3FIFO-0.5000-1.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size     1667, 22400000 req, miss ratio 0.3113, byte miss ratio 0.3113
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size     5002, 22400000 req, miss ratio 0.2198, byte miss ratio 0.2198
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size    16675, 22400000 req, miss ratio 0.1664, byte miss ratio 0.1664
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size    50025, 22400000 req, miss ratio 0.1171, byte miss ratio 0.1171
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size   166750, 22400000 req, miss ratio 0.0825, byte miss ratio 0.0825
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size   333501, 22400000 req, miss ratio 0.0777, byte miss ratio 0.0777
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size   667003, 22400000 req, miss ratio 0.0758, byte miss ratio 0.0758
io_traces.ns399 S3FIFO-0.5500-0.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size     1667, 22400000 req, miss ratio 0.3672, byte miss ratio 0.3672
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size     5002, 22400000 req, miss ratio 0.2499, byte miss ratio 0.2499
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size    16675, 22400000 req, miss ratio 0.1693, byte miss ratio 0.1693
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size    50025, 22400000 req, miss ratio 0.1182, byte miss ratio 0.1182
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size   166750, 22400000 req, miss ratio 0.0918, byte miss ratio 0.0918
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size   333501, 22400000 req, miss ratio 0.0821, byte miss ratio 0.0821
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size   667003, 22400000 req, miss ratio 0.0763, byte miss ratio 0.0763
io_traces.ns399 S3FIFO-0.9000-1.9000 cache size  1334007, 22400000 req, miss ratio 0.0748, byte miss ratio 0.0748
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size     1667, 22400000 req, miss ratio 0.2658, byte miss ratio 0.2658
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size     5002, 22400000 req, miss ratio 0.2183, byte miss ratio 0.2183
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size    16675, 22400000 req, miss ratio 0.1634, byte miss ratio 0.1634
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size    50025, 22400000 req, miss ratio 0.1208, byte miss ratio 0.1208
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size   166750, 22400000 req, miss ratio 0.0805, byte miss ratio 0.0805
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size   333501, 22400000 req, miss ratio 0.0784, byte miss ratio 0.0784
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size   667003, 22400000 req, miss ratio 0.0761, byte miss ratio 0.0761
io_traces.ns399 S3FIFO-0.3000-0.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size     1667, 22400000 req, miss ratio 0.2563, byte miss ratio 0.2563
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size     5002, 22400000 req, miss ratio 0.2258, byte miss ratio 0.2258
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size    16675, 22400000 req, miss ratio 0.1694, byte miss ratio 0.1694
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size    50025, 22400000 req, miss ratio 0.1398, byte miss ratio 0.1398
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size   166750, 22400000 req, miss ratio 0.0904, byte miss ratio 0.0904
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size   333501, 22400000 req, miss ratio 0.0816, byte miss ratio 0.0816
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size   667003, 22400000 req, miss ratio 0.0773, byte miss ratio 0.0773
io_traces.ns399 S3FIFO-0.0250-0.9000 cache size  1334007, 22400000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns399 S3FIFO-0.5500-1.9000 cache size     1667, 22400000 req, miss ratio 0.3146, byte miss ratio 0.3146
io_traces.ns399 S3FIFO-0.5500-1.9000 cache size     5002, 22400000 req, miss ratio 0.2204, byte miss ratio 0.2204
io_traces.ns399 S3FIFO-0.5500-1.9000 cache size    16675, 22400000 req, miss ratio 0.1658, byte miss ratio 0.1658
io_traces.ns399 S3FIFO-0.5500-1.9000 cache size    50025, 22400000 req, miss ratio 0.1173, byte miss ratio 0.1173
io_traces.ns399 S3FIFO-0.5500-1.9000 cache size   166750, 22400000 req, miss ratio 0.0826, byte miss ratio 0.0826
io_traces.ns399 S3FIFO-0.5500-1.9000 cache size   333501, 22400000 req, miss ratio 0.0777, byte miss ratio 0.0777
