cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size      985, 1432369 req, miss ratio 0.8696, byte miss ratio 0.8696
cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size     2955, 1432369 req, miss ratio 0.8598, byte miss ratio 0.8598
cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size     9852, 1432369 req, miss ratio 0.8455, byte miss ratio 0.8455
cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size    29558, 1432369 req, miss ratio 0.8276, byte miss ratio 0.8276
cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size    98529, 1432369 req, miss ratio 0.7305, byte miss ratio 0.7305
cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size   197059, 1432369 req, miss ratio 0.7133, byte miss ratio 0.7133
cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size   394118, 1432369 req, miss ratio 0.7030, byte miss ratio 0.7030
cdn1_colo28.ns358 S3FIFO-0.7500-1.9000 cache size   788237, 1432369 req, miss ratio 0.6882, byte miss ratio 0.6882
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size      985, 1432369 req, miss ratio 0.8627, byte miss ratio 0.8627
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size     2955, 1432369 req, miss ratio 0.8512, byte miss ratio 0.8512
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size     9852, 1432369 req, miss ratio 0.8319, byte miss ratio 0.8319
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size    29558, 1432369 req, miss ratio 0.7604, byte miss ratio 0.7604
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size    98529, 1432369 req, miss ratio 0.7244, byte miss ratio 0.7244
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size   197059, 1432369 req, miss ratio 0.7122, byte miss ratio 0.7122
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size   394118, 1432369 req, miss ratio 0.7030, byte miss ratio 0.7030
cdn1_colo28.ns358 S3FIFO-0.0100-1.9000 cache size   788237, 1432369 req, miss ratio 0.6882, byte miss ratio 0.6882
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size      985, 1432369 req, miss ratio 0.8676, byte miss ratio 0.8676
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size     2955, 1432369 req, miss ratio 0.8576, byte miss ratio 0.8576
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size     9852, 1432369 req, miss ratio 0.8401, byte miss ratio 0.8401
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size    29558, 1432369 req, miss ratio 0.8106, byte miss ratio 0.8106
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size    98529, 1432369 req, miss ratio 0.7258, byte miss ratio 0.7258
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size   197059, 1432369 req, miss ratio 0.7122, byte miss ratio 0.7122
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size   394118, 1432369 req, miss ratio 0.7030, byte miss ratio 0.7030
cdn1_colo28.ns358 S3FIFO-0.6500-1.9000 cache size   788237, 1432369 req, miss ratio 0.6882, byte miss ratio 0.6882
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size      985, 1432369 req, miss ratio 0.8732, byte miss ratio 0.8732
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size     2955, 1432369 req, miss ratio 0.8695, byte miss ratio 0.8695
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size     9852, 1432369 req, miss ratio 0.8595, byte miss ratio 0.8595
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size    29558, 1432369 req, miss ratio 0.8475, byte miss ratio 0.8475
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size    98529, 1432369 req, miss ratio 0.7704, byte miss ratio 0.7704
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size   197059, 1432369 req, miss ratio 0.7293, byte miss ratio 0.7293
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size   394118, 1432369 req, miss ratio 0.7071, byte miss ratio 0.7071
cdn1_colo28.ns358 S3FIFO-0.9500-0.9000 cache size   788237, 1432369 req, miss ratio 0.6882, byte miss ratio 0.6882
cdn1_colo28.ns358 S3FIFO-0.0010-0.9000 cache size      985, 1432369 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns358 S3FIFO-0.0010-0.9000 cache size     2955, 1432369 req, miss ratio 0.8546, byte miss ratio 0.8546
