cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size      239, 48373561 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size      717, 48373561 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size     2393, 48373561 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size     7179, 48373561 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size    23930, 48373561 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size    47860, 48373561 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size    95721, 48373561 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns659 S3FIFO-0.7000-0.9000 cache size   191443, 48373561 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size      239, 48373561 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size      717, 48373561 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size     2393, 48373561 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size     7179, 48373561 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size    23930, 48373561 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size    47860, 48373561 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size    95721, 48373561 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns659 S3FIFO-0.2000-1.9000 cache size   191443, 48373561 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns659 S3FIFO-0.6000-0.9000 cache size      239, 48373561 req, miss ratio 0.0082, byte miss ratio 0.0082
