cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size        5, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size       15, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size       51, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size      153, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size      510, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size     1021, 2250153 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size     2043, 2250153 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns2031 S3FIFO-0.0010-1.9000 cache size     4087, 2250153 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size        5, 2250153 req, miss ratio 0.2347, byte miss ratio 0.2347
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size       15, 2250153 req, miss ratio 0.1831, byte miss ratio 0.1831
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size       51, 2250153 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size      153, 2250153 req, miss ratio 0.0932, byte miss ratio 0.0932
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size      510, 2250153 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size     1021, 2250153 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size     2043, 2250153 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns2031 S3FIFO-0.2000-0.9000 cache size     4087, 2250153 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size        5, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size       15, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size       51, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size      153, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size      510, 2250153 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size     1021, 2250153 req, miss ratio 0.0287, byte miss ratio 0.0287
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size     2043, 2250153 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns2031 S3FIFO-0.0010-0.9000 cache size     4087, 2250153 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns2031 S3FIFO-0.3000-1.9000 cache size        5, 2250153 req, miss ratio 0.2358, byte miss ratio 0.2358
cdn1_allcolo.ns2031 S3FIFO-0.3000-1.9000 cache size       15, 2250153 req, miss ratio 0.1858, byte miss ratio 0.1858
cdn1_allcolo.ns2031 S3FIFO-0.3000-1.9000 cache size       51, 2250153 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_allcolo.ns2031 S3FIFO-0.3000-1.9000 cache size      153, 2250153 req, miss ratio 0.0992, byte miss ratio 0.0992
cdn1_allcolo.ns2031 S3FIFO-0.3000-1.9000 cache size      510, 2250153 req, miss ratio 0.0552, byte miss ratio 0.0552
cdn1_allcolo.ns2031 S3FIFO-0.3000-1.9000 cache size     1021, 2250153 req, miss ratio 0.0316, byte miss ratio 0.0316
