io_traces.ns218 S3FIFO-0.0050-0.9000 cache size      156, 2000000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns218 S3FIFO-0.0050-0.9000 cache size      468, 2000000 req, miss ratio 0.5227, byte miss ratio 0.5227
io_traces.ns218 S3FIFO-0.0050-0.9000 cache size     1563, 2000000 req, miss ratio 0.4617, byte miss ratio 0.4617
io_traces.ns218 S3FIFO-0.0050-0.9000 cache size     4689, 2000000 req, miss ratio 0.4308, byte miss ratio 0.4308
io_traces.ns218 S3FIFO-0.0050-0.9000 cache size    15633, 2000000 req, miss ratio 0.3583, byte miss ratio 0.3583
io_traces.ns218 S3FIFO-0.0050-0.9000 cache size    31266, 2000000 req, miss ratio 0.2587, byte miss ratio 0.2587
io_traces.ns218 S3FIFO-0.0050-0.9000 cache size    62532, 2000000 req, miss ratio 0.1201, byte miss ratio 0.1201
io_traces.ns218 S3FIFO-0.0050-0.9000 cache size   125065, 2000000 req, miss ratio 0.0791, byte miss ratio 0.0791
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size      156, 2000000 req, miss ratio 0.6089, byte miss ratio 0.6089
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size      468, 2000000 req, miss ratio 0.5228, byte miss ratio 0.5228
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size     1563, 2000000 req, miss ratio 0.4828, byte miss ratio 0.4828
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size     4689, 2000000 req, miss ratio 0.4476, byte miss ratio 0.4476
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size    15633, 2000000 req, miss ratio 0.3774, byte miss ratio 0.3774
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size    31266, 2000000 req, miss ratio 0.2880, byte miss ratio 0.2880
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size    62532, 2000000 req, miss ratio 0.1542, byte miss ratio 0.1542
io_traces.ns218 S3FIFO-0.8000-0.9000 cache size   125065, 2000000 req, miss ratio 0.0905, byte miss ratio 0.0905
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size      156, 2000000 req, miss ratio 0.6220, byte miss ratio 0.6220
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size      468, 2000000 req, miss ratio 0.5307, byte miss ratio 0.5307
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size     1563, 2000000 req, miss ratio 0.4865, byte miss ratio 0.4865
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size     4689, 2000000 req, miss ratio 0.4526, byte miss ratio 0.4526
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size    15633, 2000000 req, miss ratio 0.3756, byte miss ratio 0.3756
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size    31266, 2000000 req, miss ratio 0.2903, byte miss ratio 0.2903
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size    62532, 2000000 req, miss ratio 0.1563, byte miss ratio 0.1563
io_traces.ns218 S3FIFO-0.8500-0.9000 cache size   125065, 2000000 req, miss ratio 0.0927, byte miss ratio 0.0927
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size      156, 2000000 req, miss ratio 0.6566, byte miss ratio 0.6566
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size      468, 2000000 req, miss ratio 0.5669, byte miss ratio 0.5669
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size     1563, 2000000 req, miss ratio 0.5090, byte miss ratio 0.5090
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size     4689, 2000000 req, miss ratio 0.4682, byte miss ratio 0.4682
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size    15633, 2000000 req, miss ratio 0.3844, byte miss ratio 0.3844
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size    31266, 2000000 req, miss ratio 0.2890, byte miss ratio 0.2890
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size    62532, 2000000 req, miss ratio 0.1589, byte miss ratio 0.1589
io_traces.ns218 S3FIFO-0.9900-1.9000 cache size   125065, 2000000 req, miss ratio 0.0968, byte miss ratio 0.0968
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size      156, 2000000 req, miss ratio 0.5343, byte miss ratio 0.5343
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size      468, 2000000 req, miss ratio 0.5004, byte miss ratio 0.5004
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size     1563, 2000000 req, miss ratio 0.4565, byte miss ratio 0.4565
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size     4689, 2000000 req, miss ratio 0.4253, byte miss ratio 0.4253
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size    15633, 2000000 req, miss ratio 0.3753, byte miss ratio 0.3753
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size    31266, 2000000 req, miss ratio 0.2626, byte miss ratio 0.2626
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size    62532, 2000000 req, miss ratio 0.1309, byte miss ratio 0.1309
io_traces.ns218 S3FIFO-0.2500-1.9000 cache size   125065, 2000000 req, miss ratio 0.0802, byte miss ratio 0.0802
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size      156, 2000000 req, miss ratio 0.5524, byte miss ratio 0.5524
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size      468, 2000000 req, miss ratio 0.5068, byte miss ratio 0.5068
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size     1563, 2000000 req, miss ratio 0.4699, byte miss ratio 0.4699
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size     4689, 2000000 req, miss ratio 0.4330, byte miss ratio 0.4330
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size    15633, 2000000 req, miss ratio 0.3969, byte miss ratio 0.3969
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size    31266, 2000000 req, miss ratio 0.2727, byte miss ratio 0.2727
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size    62532, 2000000 req, miss ratio 0.1437, byte miss ratio 0.1437
io_traces.ns218 S3FIFO-0.5500-1.9000 cache size   125065, 2000000 req, miss ratio 0.0847, byte miss ratio 0.0847
