tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size     1152, 3325968 req, miss ratio 0.5050, byte miss ratio 0.5050
tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size     3456, 3325968 req, miss ratio 0.4440, byte miss ratio 0.4440
tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size    11522, 3325968 req, miss ratio 0.4044, byte miss ratio 0.4044
tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size    34567, 3325968 req, miss ratio 0.3825, byte miss ratio 0.3825
tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size   115224, 3325968 req, miss ratio 0.3690, byte miss ratio 0.3690
tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size   230449, 3325968 req, miss ratio 0.3670, byte miss ratio 0.3670
tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size   460898, 3325968 req, miss ratio 0.3648, byte miss ratio 0.3648
tencentBlock.ns23374 S3FIFO-0.8000-1.9000 cache size   921796, 3325968 req, miss ratio 0.3549, byte miss ratio 0.3549
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size     1152, 3325968 req, miss ratio 0.5218, byte miss ratio 0.5218
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size     3456, 3325968 req, miss ratio 0.4580, byte miss ratio 0.4580
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size    11522, 3325968 req, miss ratio 0.4007, byte miss ratio 0.4007
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size    34567, 3325968 req, miss ratio 0.3816, byte miss ratio 0.3816
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size   115224, 3325968 req, miss ratio 0.3689, byte miss ratio 0.3689
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size   230449, 3325968 req, miss ratio 0.3666, byte miss ratio 0.3666
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size   460898, 3325968 req, miss ratio 0.3639, byte miss ratio 0.3639
tencentBlock.ns23374 S3FIFO-0.5500-0.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size     1152, 3325968 req, miss ratio 0.5147, byte miss ratio 0.5147
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size     3456, 3325968 req, miss ratio 0.4509, byte miss ratio 0.4509
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size    11522, 3325968 req, miss ratio 0.4017, byte miss ratio 0.4017
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size    34567, 3325968 req, miss ratio 0.3819, byte miss ratio 0.3819
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size   115224, 3325968 req, miss ratio 0.3689, byte miss ratio 0.3689
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size   230449, 3325968 req, miss ratio 0.3668, byte miss ratio 0.3668
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size   460898, 3325968 req, miss ratio 0.3641, byte miss ratio 0.3641
tencentBlock.ns23374 S3FIFO-0.6500-0.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size     1152, 3325968 req, miss ratio 0.5343, byte miss ratio 0.5343
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size     3456, 3325968 req, miss ratio 0.4663, byte miss ratio 0.4663
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size    11522, 3325968 req, miss ratio 0.4003, byte miss ratio 0.4003
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size    34567, 3325968 req, miss ratio 0.3813, byte miss ratio 0.3813
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size   115224, 3325968 req, miss ratio 0.3690, byte miss ratio 0.3690
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size   230449, 3325968 req, miss ratio 0.3664, byte miss ratio 0.3664
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size   460898, 3325968 req, miss ratio 0.3637, byte miss ratio 0.3637
tencentBlock.ns23374 S3FIFO-0.4500-0.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size     1152, 3325968 req, miss ratio 0.5710, byte miss ratio 0.5710
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size     3456, 3325968 req, miss ratio 0.5055, byte miss ratio 0.5055
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size    11522, 3325968 req, miss ratio 0.4423, byte miss ratio 0.4423
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size    34567, 3325968 req, miss ratio 0.3808, byte miss ratio 0.3808
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size   115224, 3325968 req, miss ratio 0.3727, byte miss ratio 0.3727
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size   230449, 3325968 req, miss ratio 0.3671, byte miss ratio 0.3671
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size   460898, 3325968 req, miss ratio 0.3635, byte miss ratio 0.3635
tencentBlock.ns23374 S3FIFO-0.1500-1.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size     1152, 3325968 req, miss ratio 0.5905, byte miss ratio 0.5905
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size     3456, 3325968 req, miss ratio 0.5664, byte miss ratio 0.5664
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size    11522, 3325968 req, miss ratio 0.5472, byte miss ratio 0.5472
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size    34567, 3325968 req, miss ratio 0.5175, byte miss ratio 0.5175
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size   115224, 3325968 req, miss ratio 0.4522, byte miss ratio 0.4522
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size   230449, 3325968 req, miss ratio 0.4123, byte miss ratio 0.4123
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size   460898, 3325968 req, miss ratio 0.3767, byte miss ratio 0.3767
tencentBlock.ns23374 S3FIFO-0.0050-0.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size     1152, 3325968 req, miss ratio 0.5502, byte miss ratio 0.5502
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size     3456, 3325968 req, miss ratio 0.4783, byte miss ratio 0.4783
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size    11522, 3325968 req, miss ratio 0.4072, byte miss ratio 0.4072
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size    34567, 3325968 req, miss ratio 0.3806, byte miss ratio 0.3806
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size   115224, 3325968 req, miss ratio 0.3697, byte miss ratio 0.3697
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size   230449, 3325968 req, miss ratio 0.3662, byte miss ratio 0.3662
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size   460898, 3325968 req, miss ratio 0.3636, byte miss ratio 0.3636
tencentBlock.ns23374 S3FIFO-0.3000-1.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size     1152, 3325968 req, miss ratio 0.5860, byte miss ratio 0.5860
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size     3456, 3325968 req, miss ratio 0.5648, byte miss ratio 0.5648
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size    11522, 3325968 req, miss ratio 0.5414, byte miss ratio 0.5414
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size    34567, 3325968 req, miss ratio 0.4958, byte miss ratio 0.4958
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size   115224, 3325968 req, miss ratio 0.4301, byte miss ratio 0.4301
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size   230449, 3325968 req, miss ratio 0.3902, byte miss ratio 0.3902
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size   460898, 3325968 req, miss ratio 0.3707, byte miss ratio 0.3707
tencentBlock.ns23374 S3FIFO-0.0100-0.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size     1152, 3325968 req, miss ratio 0.5047, byte miss ratio 0.5047
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size     3456, 3325968 req, miss ratio 0.4401, byte miss ratio 0.4401
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size    11522, 3325968 req, miss ratio 0.4064, byte miss ratio 0.4064
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size    34567, 3325968 req, miss ratio 0.3834, byte miss ratio 0.3834
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size   115224, 3325968 req, miss ratio 0.3692, byte miss ratio 0.3692
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size   230449, 3325968 req, miss ratio 0.3675, byte miss ratio 0.3675
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size   460898, 3325968 req, miss ratio 0.3650, byte miss ratio 0.3650
tencentBlock.ns23374 S3FIFO-0.9000-1.9000 cache size   921796, 3325968 req, miss ratio 0.3580, byte miss ratio 0.3580
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size     1152, 3325968 req, miss ratio 0.5124, byte miss ratio 0.5124
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size     3456, 3325968 req, miss ratio 0.4547, byte miss ratio 0.4547
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size    11522, 3325968 req, miss ratio 0.4014, byte miss ratio 0.4014
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size    34567, 3325968 req, miss ratio 0.3816, byte miss ratio 0.3816
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size   115224, 3325968 req, miss ratio 0.3689, byte miss ratio 0.3689
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size   230449, 3325968 req, miss ratio 0.3667, byte miss ratio 0.3667
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size   460898, 3325968 req, miss ratio 0.3639, byte miss ratio 0.3639
tencentBlock.ns23374 S3FIFO-0.6000-1.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size     1152, 3325968 req, miss ratio 0.5839, byte miss ratio 0.5839
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size     3456, 3325968 req, miss ratio 0.5597, byte miss ratio 0.5597
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size    11522, 3325968 req, miss ratio 0.5214, byte miss ratio 0.5214
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size    34567, 3325968 req, miss ratio 0.4483, byte miss ratio 0.4483
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size   115224, 3325968 req, miss ratio 0.3909, byte miss ratio 0.3909
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size   230449, 3325968 req, miss ratio 0.3729, byte miss ratio 0.3729
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size   460898, 3325968 req, miss ratio 0.3668, byte miss ratio 0.3668
tencentBlock.ns23374 S3FIFO-0.0250-1.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size     1152, 3325968 req, miss ratio 0.5096, byte miss ratio 0.5096
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size     3456, 3325968 req, miss ratio 0.4373, byte miss ratio 0.4373
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size    11522, 3325968 req, miss ratio 0.4084, byte miss ratio 0.4084
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size    34567, 3325968 req, miss ratio 0.3845, byte miss ratio 0.3845
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size   115224, 3325968 req, miss ratio 0.3694, byte miss ratio 0.3694
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size   230449, 3325968 req, miss ratio 0.3674, byte miss ratio 0.3674
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size   460898, 3325968 req, miss ratio 0.3676, byte miss ratio 0.3676
tencentBlock.ns23374 S3FIFO-0.9900-0.9000 cache size   921796, 3325968 req, miss ratio 0.3596, byte miss ratio 0.3596
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size     1152, 3325968 req, miss ratio 0.5081, byte miss ratio 0.5081
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size     3456, 3325968 req, miss ratio 0.4401, byte miss ratio 0.4401
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size    11522, 3325968 req, miss ratio 0.4066, byte miss ratio 0.4066
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size    34567, 3325968 req, miss ratio 0.3833, byte miss ratio 0.3833
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size   115224, 3325968 req, miss ratio 0.3691, byte miss ratio 0.3691
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size   230449, 3325968 req, miss ratio 0.3671, byte miss ratio 0.3671
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size   460898, 3325968 req, miss ratio 0.3650, byte miss ratio 0.3650
tencentBlock.ns23374 S3FIFO-0.9000-0.9000 cache size   921796, 3325968 req, miss ratio 0.3580, byte miss ratio 0.3580
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size     1152, 3325968 req, miss ratio 0.5126, byte miss ratio 0.5126
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size     3456, 3325968 req, miss ratio 0.4482, byte miss ratio 0.4482
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size    11522, 3325968 req, miss ratio 0.4023, byte miss ratio 0.4023
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size    34567, 3325968 req, miss ratio 0.3821, byte miss ratio 0.3821
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size   115224, 3325968 req, miss ratio 0.3689, byte miss ratio 0.3689
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size   230449, 3325968 req, miss ratio 0.3669, byte miss ratio 0.3669
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size   460898, 3325968 req, miss ratio 0.3644, byte miss ratio 0.3644
tencentBlock.ns23374 S3FIFO-0.7000-0.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size     1152, 3325968 req, miss ratio 0.5962, byte miss ratio 0.5962
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size     3456, 3325968 req, miss ratio 0.5726, byte miss ratio 0.5726
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size    11522, 3325968 req, miss ratio 0.5513, byte miss ratio 0.5513
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size    34567, 3325968 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size   115224, 3325968 req, miss ratio 0.5010, byte miss ratio 0.5010
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size   230449, 3325968 req, miss ratio 0.4579, byte miss ratio 0.4579
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size   460898, 3325968 req, miss ratio 0.3931, byte miss ratio 0.3931
tencentBlock.ns23374 S3FIFO-0.0010-0.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size     1152, 3325968 req, miss ratio 0.5422, byte miss ratio 0.5422
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size     3456, 3325968 req, miss ratio 0.4750, byte miss ratio 0.4750
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size    11522, 3325968 req, miss ratio 0.4017, byte miss ratio 0.4017
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size    34567, 3325968 req, miss ratio 0.3808, byte miss ratio 0.3808
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size   115224, 3325968 req, miss ratio 0.3694, byte miss ratio 0.3694
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size   230449, 3325968 req, miss ratio 0.3662, byte miss ratio 0.3662
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size   460898, 3325968 req, miss ratio 0.3636, byte miss ratio 0.3636
tencentBlock.ns23374 S3FIFO-0.3500-1.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size     1152, 3325968 req, miss ratio 0.5080, byte miss ratio 0.5080
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size     3456, 3325968 req, miss ratio 0.4483, byte miss ratio 0.4483
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size    11522, 3325968 req, miss ratio 0.4026, byte miss ratio 0.4026
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size    34567, 3325968 req, miss ratio 0.3822, byte miss ratio 0.3822
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size   115224, 3325968 req, miss ratio 0.3689, byte miss ratio 0.3689
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size   230449, 3325968 req, miss ratio 0.3669, byte miss ratio 0.3669
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size   460898, 3325968 req, miss ratio 0.3644, byte miss ratio 0.3644
tencentBlock.ns23374 S3FIFO-0.7000-1.9000 cache size   921796, 3325968 req, miss ratio 0.3528, byte miss ratio 0.3528
tencentBlock.ns23374 S3FIFO-0.0100-1.9000 cache size     1152, 3325968 req, miss ratio 0.5854, byte miss ratio 0.5854
tencentBlock.ns23374 S3FIFO-0.0100-1.9000 cache size     3456, 3325968 req, miss ratio 0.5654, byte miss ratio 0.5654
tencentBlock.ns23374 S3FIFO-0.0100-1.9000 cache size    11522, 3325968 req, miss ratio 0.5416, byte miss ratio 0.5416
tencentBlock.ns23374 S3FIFO-0.0100-1.9000 cache size    34567, 3325968 req, miss ratio 0.4956, byte miss ratio 0.4956
tencentBlock.ns23374 S3FIFO-0.0100-1.9000 cache size   115224, 3325968 req, miss ratio 0.4299, byte miss ratio 0.4299
tencentBlock.ns23374 S3FIFO-0.0100-1.9000 cache size   230449, 3325968 req, miss ratio 0.3892, byte miss ratio 0.3892
