cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size      191, 4389451 req, miss ratio 0.7484, byte miss ratio 0.7484
cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size      573, 4389451 req, miss ratio 0.6381, byte miss ratio 0.6381
cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size     1912, 4389451 req, miss ratio 0.4917, byte miss ratio 0.4917
cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size     5738, 4389451 req, miss ratio 0.3417, byte miss ratio 0.3417
cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size    19126, 4389451 req, miss ratio 0.1824, byte miss ratio 0.1824
cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size    38253, 4389451 req, miss ratio 0.1103, byte miss ratio 0.1103
cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size    76507, 4389451 req, miss ratio 0.0640, byte miss ratio 0.0640
cdn1_allcolo.ns2901 S3FIFO-0.2000-0.9000 cache size   153014, 4389451 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size      191, 4389451 req, miss ratio 0.8391, byte miss ratio 0.8391
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size      573, 4389451 req, miss ratio 0.7412, byte miss ratio 0.7412
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size     1912, 4389451 req, miss ratio 0.5970, byte miss ratio 0.5970
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size     5738, 4389451 req, miss ratio 0.4339, byte miss ratio 0.4339
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size    19126, 4389451 req, miss ratio 0.2432, byte miss ratio 0.2432
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size    38253, 4389451 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size    76507, 4389451 req, miss ratio 0.0830, byte miss ratio 0.0830
cdn1_allcolo.ns2901 S3FIFO-0.8500-0.9000 cache size   153014, 4389451 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns2901 S3FIFO-0.1500-1.9000 cache size      191, 4389451 req, miss ratio 0.7488, byte miss ratio 0.7488
cdn1_allcolo.ns2901 S3FIFO-0.1500-1.9000 cache size      573, 4389451 req, miss ratio 0.6396, byte miss ratio 0.6396
cdn1_allcolo.ns2901 S3FIFO-0.1500-1.9000 cache size     1912, 4389451 req, miss ratio 0.4948, byte miss ratio 0.4948
cdn1_allcolo.ns2901 S3FIFO-0.1500-1.9000 cache size     5738, 4389451 req, miss ratio 0.3448, byte miss ratio 0.3448
cdn1_allcolo.ns2901 S3FIFO-0.1500-1.9000 cache size    19126, 4389451 req, miss ratio 0.1837, byte miss ratio 0.1837
cdn1_allcolo.ns2901 S3FIFO-0.1500-1.9000 cache size    38253, 4389451 req, miss ratio 0.1100, byte miss ratio 0.1100
cdn1_allcolo.ns2901 S3FIFO-0.1500-1.9000 cache size    76507, 4389451 req, miss ratio 0.0634, byte miss ratio 0.0634
