cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size     1450, 2225768 req, miss ratio 0.9839, byte miss ratio 0.9839
cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size     4350, 2225768 req, miss ratio 0.9751, byte miss ratio 0.9751
cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size    14502, 2225768 req, miss ratio 0.9532, byte miss ratio 0.9532
cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size    43507, 2225768 req, miss ratio 0.8891, byte miss ratio 0.8891
cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size   145025, 2225768 req, miss ratio 0.7332, byte miss ratio 0.7332
cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size   290050, 2225768 req, miss ratio 0.6888, byte miss ratio 0.6888
cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size   580100, 2225768 req, miss ratio 0.6699, byte miss ratio 0.6699
cdn1_colo28.ns983 S3FIFO-0.1500-0.9000 cache size  1160201, 2225768 req, miss ratio 0.6522, byte miss ratio 0.6522
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size     1450, 2225768 req, miss ratio 0.9838, byte miss ratio 0.9838
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size     4350, 2225768 req, miss ratio 0.9753, byte miss ratio 0.9753
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size    14502, 2225768 req, miss ratio 0.9529, byte miss ratio 0.9529
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size    43507, 2225768 req, miss ratio 0.8876, byte miss ratio 0.8876
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size   145025, 2225768 req, miss ratio 0.7333, byte miss ratio 0.7333
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size   290050, 2225768 req, miss ratio 0.6888, byte miss ratio 0.6888
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size   580100, 2225768 req, miss ratio 0.6699, byte miss ratio 0.6699
cdn1_colo28.ns983 S3FIFO-0.2500-0.9000 cache size  1160201, 2225768 req, miss ratio 0.6522, byte miss ratio 0.6522
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size     1450, 2225768 req, miss ratio 0.9855, byte miss ratio 0.9855
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size     4350, 2225768 req, miss ratio 0.9802, byte miss ratio 0.9802
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size    14502, 2225768 req, miss ratio 0.9633, byte miss ratio 0.9633
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size    43507, 2225768 req, miss ratio 0.9223, byte miss ratio 0.9223
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size   145025, 2225768 req, miss ratio 0.7707, byte miss ratio 0.7707
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size   290050, 2225768 req, miss ratio 0.6930, byte miss ratio 0.6930
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size   580100, 2225768 req, miss ratio 0.6699, byte miss ratio 0.6699
cdn1_colo28.ns983 S3FIFO-0.7000-0.9000 cache size  1160201, 2225768 req, miss ratio 0.6522, byte miss ratio 0.6522
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size     1450, 2225768 req, miss ratio 0.9835, byte miss ratio 0.9835
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size     4350, 2225768 req, miss ratio 0.9722, byte miss ratio 0.9722
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size    14502, 2225768 req, miss ratio 0.9411, byte miss ratio 0.9411
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size    43507, 2225768 req, miss ratio 0.8424, byte miss ratio 0.8424
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size   145025, 2225768 req, miss ratio 0.7260, byte miss ratio 0.7260
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size   290050, 2225768 req, miss ratio 0.6880, byte miss ratio 0.6880
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size   580100, 2225768 req, miss ratio 0.6699, byte miss ratio 0.6699
cdn1_colo28.ns983 S3FIFO-0.1000-1.9000 cache size  1160201, 2225768 req, miss ratio 0.6522, byte miss ratio 0.6522
cdn1_colo28.ns983 S3FIFO-0.7500-1.9000 cache size     1450, 2225768 req, miss ratio 0.9858, byte miss ratio 0.9858
cdn1_colo28.ns983 S3FIFO-0.7500-1.9000 cache size     4350, 2225768 req, miss ratio 0.9817, byte miss ratio 0.9817
cdn1_colo28.ns983 S3FIFO-0.7500-1.9000 cache size    14502, 2225768 req, miss ratio 0.9663, byte miss ratio 0.9663
cdn1_colo28.ns983 S3FIFO-0.7500-1.9000 cache size    43507, 2225768 req, miss ratio 0.9465, byte miss ratio 0.9465
cdn1_colo28.ns983 S3FIFO-0.7500-1.9000 cache size   145025, 2225768 req, miss ratio 0.7915, byte miss ratio 0.7915
cdn1_colo28.ns983 S3FIFO-0.7500-1.9000 cache size   290050, 2225768 req, miss ratio 0.6977, byte miss ratio 0.6977
