cdn1_colo28.ns347 S3FIFO-0.9500-0.9000 cache size        8, 4977406 req, miss ratio 0.6867, byte miss ratio 0.6867
cdn1_colo28.ns347 S3FIFO-0.9500-0.9000 cache size       27, 4977406 req, miss ratio 0.2481, byte miss ratio 0.2481
cdn1_colo28.ns347 S3FIFO-0.9500-0.9000 cache size       81, 4977406 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_colo28.ns347 S3FIFO-0.9500-0.9000 cache size      272, 4977406 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns347 S3FIFO-0.9500-0.9000 cache size      544, 4977406 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns347 S3FIFO-0.9500-0.9000 cache size     1089, 4977406 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns347 S3FIFO-0.9500-0.9000 cache size     2179, 4977406 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns347 S3FIFO-0.6000-0.9000 cache size        8, 4977406 req, miss ratio 0.6553, byte miss ratio 0.6553
cdn1_colo28.ns347 S3FIFO-0.6000-0.9000 cache size       27, 4977406 req, miss ratio 0.2089, byte miss ratio 0.2089
cdn1_colo28.ns347 S3FIFO-0.6000-0.9000 cache size       81, 4977406 req, miss ratio 0.0327, byte miss ratio 0.0327
cdn1_colo28.ns347 S3FIFO-0.6000-0.9000 cache size      272, 4977406 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns347 S3FIFO-0.6000-0.9000 cache size      544, 4977406 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns347 S3FIFO-0.6000-0.9000 cache size     1089, 4977406 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns347 S3FIFO-0.6000-0.9000 cache size     2179, 4977406 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns347 S3FIFO-0.4000-1.9000 cache size        8, 4977406 req, miss ratio 0.6507, byte miss ratio 0.6507
cdn1_colo28.ns347 S3FIFO-0.4000-1.9000 cache size       27, 4977406 req, miss ratio 0.1836, byte miss ratio 0.1836
cdn1_colo28.ns347 S3FIFO-0.4000-1.9000 cache size       81, 4977406 req, miss ratio 0.0277, byte miss ratio 0.0277
cdn1_colo28.ns347 S3FIFO-0.4000-1.9000 cache size      272, 4977406 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns347 S3FIFO-0.4000-1.9000 cache size      544, 4977406 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns347 S3FIFO-0.4000-1.9000 cache size     1089, 4977406 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns347 S3FIFO-0.4000-1.9000 cache size     2179, 4977406 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns347 S3FIFO-0.3500-0.9000 cache size        8, 4977406 req, miss ratio 0.5824, byte miss ratio 0.5824
cdn1_colo28.ns347 S3FIFO-0.3500-0.9000 cache size       27, 4977406 req, miss ratio 0.1794, byte miss ratio 0.1794
cdn1_colo28.ns347 S3FIFO-0.3500-0.9000 cache size       81, 4977406 req, miss ratio 0.0269, byte miss ratio 0.0269
