cdn1_colo28.ns1527 S3FIFO-0.8500-0.9000 cache size        5, 2096852 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_colo28.ns1527 S3FIFO-0.8500-0.9000 cache size       10, 2096852 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns1527 S3FIFO-0.8500-0.9000 cache size       20, 2096852 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns1527 S3FIFO-0.8500-0.9000 cache size       40, 2096852 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1527 S3FIFO-0.1500-0.9000 cache size        5, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.1500-0.9000 cache size       10, 2096852 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns1527 S3FIFO-0.1500-0.9000 cache size       20, 2096852 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1527 S3FIFO-0.1500-0.9000 cache size       40, 2096852 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1527 S3FIFO-0.3000-0.9000 cache size        5, 2096852 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns1527 S3FIFO-0.3000-0.9000 cache size       10, 2096852 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_colo28.ns1527 S3FIFO-0.3000-0.9000 cache size       20, 2096852 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns1527 S3FIFO-0.3000-0.9000 cache size       40, 2096852 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1527 S3FIFO-0.7500-0.9000 cache size        5, 2096852 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_colo28.ns1527 S3FIFO-0.7500-0.9000 cache size       10, 2096852 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns1527 S3FIFO-0.7500-0.9000 cache size       20, 2096852 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns1527 S3FIFO-0.7500-0.9000 cache size       40, 2096852 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1527 S3FIFO-0.1500-1.9000 cache size        5, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.1500-1.9000 cache size       10, 2096852 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns1527 S3FIFO-0.1500-1.9000 cache size       20, 2096852 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1527 S3FIFO-0.1500-1.9000 cache size       40, 2096852 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1527 S3FIFO-0.0010-1.9000 cache size        5, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.0010-1.9000 cache size       10, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.0010-1.9000 cache size       20, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.0010-1.9000 cache size       40, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.7500-1.9000 cache size        5, 2096852 req, miss ratio 0.0225, byte miss ratio 0.0225
cdn1_colo28.ns1527 S3FIFO-0.7500-1.9000 cache size       10, 2096852 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns1527 S3FIFO-0.7500-1.9000 cache size       20, 2096852 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns1527 S3FIFO-0.7500-1.9000 cache size       40, 2096852 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1527 S3FIFO-0.0250-1.9000 cache size        5, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.0250-1.9000 cache size       10, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.0250-1.9000 cache size       20, 2096852 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1527 S3FIFO-0.0250-1.9000 cache size       40, 2096852 req, miss ratio 0.0000, byte miss ratio 0.0000
