tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size      214, 1660124 req, miss ratio 0.4029, byte miss ratio 0.4029
tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size      642, 1660124 req, miss ratio 0.3990, byte miss ratio 0.3990
tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size     2141, 1660124 req, miss ratio 0.3968, byte miss ratio 0.3968
tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size     6423, 1660124 req, miss ratio 0.3965, byte miss ratio 0.3965
tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size    21411, 1660124 req, miss ratio 0.3629, byte miss ratio 0.3629
tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size    42823, 1660124 req, miss ratio 0.3301, byte miss ratio 0.3301
tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size    85647, 1660124 req, miss ratio 0.2080, byte miss ratio 0.2080
tencentBlock.ns23320 S3FIFO-0.5500-1.9000 cache size   171294, 1660124 req, miss ratio 0.1365, byte miss ratio 0.1365
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size      214, 1660124 req, miss ratio 0.4370, byte miss ratio 0.4370
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size      642, 1660124 req, miss ratio 0.4021, byte miss ratio 0.4021
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size     2141, 1660124 req, miss ratio 0.3977, byte miss ratio 0.3977
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size     6423, 1660124 req, miss ratio 0.3875, byte miss ratio 0.3875
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size    21411, 1660124 req, miss ratio 0.3548, byte miss ratio 0.3548
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size    42823, 1660124 req, miss ratio 0.2935, byte miss ratio 0.2935
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size    85647, 1660124 req, miss ratio 0.1703, byte miss ratio 0.1703
tencentBlock.ns23320 S3FIFO-0.0250-1.9000 cache size   171294, 1660124 req, miss ratio 0.1306, byte miss ratio 0.1306
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size      214, 1660124 req, miss ratio 0.4356, byte miss ratio 0.4356
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size      642, 1660124 req, miss ratio 0.4014, byte miss ratio 0.4014
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size     2141, 1660124 req, miss ratio 0.3982, byte miss ratio 0.3982
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size     6423, 1660124 req, miss ratio 0.3968, byte miss ratio 0.3968
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size    21411, 1660124 req, miss ratio 0.3703, byte miss ratio 0.3703
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size    42823, 1660124 req, miss ratio 0.3163, byte miss ratio 0.3163
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size    85647, 1660124 req, miss ratio 0.2189, byte miss ratio 0.2189
tencentBlock.ns23320 S3FIFO-0.8500-1.9000 cache size   171294, 1660124 req, miss ratio 0.1476, byte miss ratio 0.1476
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size      214, 1660124 req, miss ratio 0.4202, byte miss ratio 0.4202
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size      642, 1660124 req, miss ratio 0.4004, byte miss ratio 0.4004
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size     2141, 1660124 req, miss ratio 0.3976, byte miss ratio 0.3976
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size     6423, 1660124 req, miss ratio 0.3966, byte miss ratio 0.3966
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size    21411, 1660124 req, miss ratio 0.3669, byte miss ratio 0.3669
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size    42823, 1660124 req, miss ratio 0.3298, byte miss ratio 0.3298
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size    85647, 1660124 req, miss ratio 0.2183, byte miss ratio 0.2183
tencentBlock.ns23320 S3FIFO-0.8000-0.9000 cache size   171294, 1660124 req, miss ratio 0.1435, byte miss ratio 0.1435
