tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size     3737, 51505348 req, miss ratio 0.1042, byte miss ratio 0.1042
tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size    11211, 51505348 req, miss ratio 0.0884, byte miss ratio 0.0884
tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size    37371, 51505348 req, miss ratio 0.0832, byte miss ratio 0.0832
tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size   112114, 51505348 req, miss ratio 0.0816, byte miss ratio 0.0816
tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size   373716, 51505348 req, miss ratio 0.0798, byte miss ratio 0.0798
tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size   747433, 51505348 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size  1494866, 51505348 req, miss ratio 0.0791, byte miss ratio 0.0791
tencentBlock.ns5710 S3FIFO-0.0050-0.9000 cache size  2989732, 51505348 req, miss ratio 0.0737, byte miss ratio 0.0737
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size     3737, 51505348 req, miss ratio 0.1009, byte miss ratio 0.1009
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size    11211, 51505348 req, miss ratio 0.0875, byte miss ratio 0.0875
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size    37371, 51505348 req, miss ratio 0.0830, byte miss ratio 0.0830
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size   112114, 51505348 req, miss ratio 0.0816, byte miss ratio 0.0816
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size   373716, 51505348 req, miss ratio 0.0799, byte miss ratio 0.0799
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size   747433, 51505348 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size  1494866, 51505348 req, miss ratio 0.0791, byte miss ratio 0.0791
tencentBlock.ns5710 S3FIFO-0.1000-0.9000 cache size  2989732, 51505348 req, miss ratio 0.0744, byte miss ratio 0.0744
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size     3737, 51505348 req, miss ratio 0.1208, byte miss ratio 0.1208
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size    11211, 51505348 req, miss ratio 0.0898, byte miss ratio 0.0898
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size    37371, 51505348 req, miss ratio 0.0850, byte miss ratio 0.0850
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size   112114, 51505348 req, miss ratio 0.0821, byte miss ratio 0.0821
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size   373716, 51505348 req, miss ratio 0.0804, byte miss ratio 0.0804
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size   747433, 51505348 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size  1494866, 51505348 req, miss ratio 0.0790, byte miss ratio 0.0790
tencentBlock.ns5710 S3FIFO-0.6000-1.9000 cache size  2989732, 51505348 req, miss ratio 0.0777, byte miss ratio 0.0777
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size     3737, 51505348 req, miss ratio 0.1155, byte miss ratio 0.1155
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size    11211, 51505348 req, miss ratio 0.0881, byte miss ratio 0.0881
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size    37371, 51505348 req, miss ratio 0.0840, byte miss ratio 0.0840
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size   112114, 51505348 req, miss ratio 0.0818, byte miss ratio 0.0818
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size   373716, 51505348 req, miss ratio 0.0801, byte miss ratio 0.0801
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size   747433, 51505348 req, miss ratio 0.0795, byte miss ratio 0.0795
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size  1494866, 51505348 req, miss ratio 0.0789, byte miss ratio 0.0789
tencentBlock.ns5710 S3FIFO-0.4000-1.9000 cache size  2989732, 51505348 req, miss ratio 0.0765, byte miss ratio 0.0765
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size     3737, 51505348 req, miss ratio 0.1057, byte miss ratio 0.1057
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size    11211, 51505348 req, miss ratio 0.0876, byte miss ratio 0.0876
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size    37371, 51505348 req, miss ratio 0.0833, byte miss ratio 0.0833
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size   112114, 51505348 req, miss ratio 0.0817, byte miss ratio 0.0817
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size   373716, 51505348 req, miss ratio 0.0800, byte miss ratio 0.0800
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size   747433, 51505348 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size  1494866, 51505348 req, miss ratio 0.0790, byte miss ratio 0.0790
tencentBlock.ns5710 S3FIFO-0.2500-0.9000 cache size  2989732, 51505348 req, miss ratio 0.0754, byte miss ratio 0.0754
tencentBlock.ns5710 S3FIFO-0.0100-0.9000 cache size     3737, 51505348 req, miss ratio 0.1021, byte miss ratio 0.1021
tencentBlock.ns5710 S3FIFO-0.0100-0.9000 cache size    11211, 51505348 req, miss ratio 0.0879, byte miss ratio 0.0879
tencentBlock.ns5710 S3FIFO-0.0100-0.9000 cache size    37371, 51505348 req, miss ratio 0.0831, byte miss ratio 0.0831
tencentBlock.ns5710 S3FIFO-0.0100-0.9000 cache size   112114, 51505348 req, miss ratio 0.0815, byte miss ratio 0.0815
tencentBlock.ns5710 S3FIFO-0.0100-0.9000 cache size   373716, 51505348 req, miss ratio 0.0798, byte miss ratio 0.0798
