io_traces.ns31 S3FIFO-0.3000-0.9000 cache size      181, 3800000 req, miss ratio 0.3411, byte miss ratio 0.3411
io_traces.ns31 S3FIFO-0.3000-0.9000 cache size      544, 3800000 req, miss ratio 0.3225, byte miss ratio 0.3225
io_traces.ns31 S3FIFO-0.3000-0.9000 cache size     1816, 3800000 req, miss ratio 0.3119, byte miss ratio 0.3119
io_traces.ns31 S3FIFO-0.3000-0.9000 cache size     5448, 3800000 req, miss ratio 0.2974, byte miss ratio 0.2974
io_traces.ns31 S3FIFO-0.3000-0.9000 cache size    18161, 3800000 req, miss ratio 0.2081, byte miss ratio 0.2081
io_traces.ns31 S3FIFO-0.3000-0.9000 cache size    36322, 3800000 req, miss ratio 0.0960, byte miss ratio 0.0960
io_traces.ns31 S3FIFO-0.3000-0.9000 cache size    72645, 3800000 req, miss ratio 0.0483, byte miss ratio 0.0483
io_traces.ns31 S3FIFO-0.3000-0.9000 cache size   145291, 3800000 req, miss ratio 0.0478, byte miss ratio 0.0478
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size      181, 3800000 req, miss ratio 0.4854, byte miss ratio 0.4854
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size      544, 3800000 req, miss ratio 0.3752, byte miss ratio 0.3752
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size     1816, 3800000 req, miss ratio 0.3267, byte miss ratio 0.3267
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size     5448, 3800000 req, miss ratio 0.3134, byte miss ratio 0.3134
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size    18161, 3800000 req, miss ratio 0.2175, byte miss ratio 0.2175
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size    36322, 3800000 req, miss ratio 0.1281, byte miss ratio 0.1281
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size    72645, 3800000 req, miss ratio 0.0706, byte miss ratio 0.0706
io_traces.ns31 S3FIFO-0.9500-1.9000 cache size   145291, 3800000 req, miss ratio 0.0552, byte miss ratio 0.0552
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size      181, 3800000 req, miss ratio 0.3396, byte miss ratio 0.3396
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size      544, 3800000 req, miss ratio 0.3230, byte miss ratio 0.3230
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size     1816, 3800000 req, miss ratio 0.3118, byte miss ratio 0.3118
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size     5448, 3800000 req, miss ratio 0.2974, byte miss ratio 0.2974
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size    18161, 3800000 req, miss ratio 0.2217, byte miss ratio 0.2217
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size    36322, 3800000 req, miss ratio 0.0920, byte miss ratio 0.0920
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size    72645, 3800000 req, miss ratio 0.0483, byte miss ratio 0.0483
io_traces.ns31 S3FIFO-0.2500-0.9000 cache size   145291, 3800000 req, miss ratio 0.0478, byte miss ratio 0.0478
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size      181, 3800000 req, miss ratio 0.3480, byte miss ratio 0.3480
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size      544, 3800000 req, miss ratio 0.3314, byte miss ratio 0.3314
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size     1816, 3800000 req, miss ratio 0.3140, byte miss ratio 0.3140
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size     5448, 3800000 req, miss ratio 0.2994, byte miss ratio 0.2994
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size    18161, 3800000 req, miss ratio 0.1940, byte miss ratio 0.1940
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size    36322, 3800000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size    72645, 3800000 req, miss ratio 0.0487, byte miss ratio 0.0487
io_traces.ns31 S3FIFO-0.0250-0.9000 cache size   145291, 3800000 req, miss ratio 0.0478, byte miss ratio 0.0478
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size      181, 3800000 req, miss ratio 0.4835, byte miss ratio 0.4835
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size      544, 3800000 req, miss ratio 0.3749, byte miss ratio 0.3749
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size     1816, 3800000 req, miss ratio 0.3264, byte miss ratio 0.3264
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size     5448, 3800000 req, miss ratio 0.3124, byte miss ratio 0.3124
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size    18161, 3800000 req, miss ratio 0.2177, byte miss ratio 0.2177
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size    36322, 3800000 req, miss ratio 0.1282, byte miss ratio 0.1282
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size    72645, 3800000 req, miss ratio 0.0706, byte miss ratio 0.0706
io_traces.ns31 S3FIFO-0.9500-0.9000 cache size   145291, 3800000 req, miss ratio 0.0552, byte miss ratio 0.0552
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size      181, 3800000 req, miss ratio 0.3433, byte miss ratio 0.3433
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size      544, 3800000 req, miss ratio 0.3240, byte miss ratio 0.3240
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size     1816, 3800000 req, miss ratio 0.3117, byte miss ratio 0.3117
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size     5448, 3800000 req, miss ratio 0.2829, byte miss ratio 0.2829
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size    18161, 3800000 req, miss ratio 0.1952, byte miss ratio 0.1952
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size    36322, 3800000 req, miss ratio 0.0731, byte miss ratio 0.0731
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size    72645, 3800000 req, miss ratio 0.0486, byte miss ratio 0.0486
io_traces.ns31 S3FIFO-0.0500-1.9000 cache size   145291, 3800000 req, miss ratio 0.0478, byte miss ratio 0.0478
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size      181, 3800000 req, miss ratio 0.4374, byte miss ratio 0.4374
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size      544, 3800000 req, miss ratio 0.3359, byte miss ratio 0.3359
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size     1816, 3800000 req, miss ratio 0.3161, byte miss ratio 0.3161
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size     5448, 3800000 req, miss ratio 0.3110, byte miss ratio 0.3110
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size    18161, 3800000 req, miss ratio 0.2255, byte miss ratio 0.2255
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size    36322, 3800000 req, miss ratio 0.1232, byte miss ratio 0.1232
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size    72645, 3800000 req, miss ratio 0.0639, byte miss ratio 0.0639
io_traces.ns31 S3FIFO-0.8000-1.9000 cache size   145291, 3800000 req, miss ratio 0.0495, byte miss ratio 0.0495
io_traces.ns31 S3FIFO-0.1000-1.9000 cache size      181, 3800000 req, miss ratio 0.3347, byte miss ratio 0.3347
io_traces.ns31 S3FIFO-0.1000-1.9000 cache size      544, 3800000 req, miss ratio 0.3230, byte miss ratio 0.3230
io_traces.ns31 S3FIFO-0.1000-1.9000 cache size     1816, 3800000 req, miss ratio 0.3103, byte miss ratio 0.3103
